N	2gram	Voloshinov_1	Formalny
1	и не	8	30
2	вовсе не	2	28
3	и в	13	27
4	может быть	8	25
5	не может	8	24
6	так и	3	21
7	социальная оценка	5	19
8	и его	12	19
9	таким образом	6	18
10	в этом	2	18
11	а не	2	17
12	точки зрения	7	16
13	самом деле	3	16
14	и пр	7	15
15	в нем	2	15
16	в процессе	5	15
17	то же	4	15
18	как и	3	14
19	с точки	5	14
20	не в	3	12
21	если бы	2	12
22	социальной оценки	2	12
23	в самом	2	11
24	художественное произведение	2	11
25	но и	3	10
26	в действительности	2	9
27	лишь в	4	9
28	так как	3	9
29	не только	6	9
30	так же	2	9
31	социального общения	6	9
32	что в	3	8
33	при этом	2	8
34	в пределах	3	8
35	как бы	6	8
36	с помощью	2	8
37	и все	3	8
38	то что	6	8
39	входит в	2	8
40	только в	6	8
41	не менее	2	7
42	в том	2	7
43	все это	4	7
44	в искусстве	3	7
45	между тем	2	7
46	художественного произведения	5	7
47	в его	7	7
48	там где	2	7
49	истории литературы	2	6
50	с другой	2	6
51	все эти	2	6
52	в своих	2	6
53	бы в	2	6
54	но в	4	6
55	произведения как	4	6
56	более того	2	6
57	было бы	4	6
58	все же	5	6
59	в своей	4	6
60	хотя бы	5	6
61	и для	3	6
62	в данном	2	6
63	и ее	2	6
64	никогда не	3	5
65	оценка и	2	5
66	в каждом	4	5
67	зависимости от	2	5
68	что они	2	5
69	не является	4	5
70	и их	7	5
71	другой стороны	2	5
72	материала в	4	5
73	в ней	2	5
74	в зависимости	2	5
75	что же	3	5
76	тем что	2	5
77	уже в	2	4
78	материал в	2	4
79	прежде всего	9	4
80	к тому	2	4
81	да и	3	4
82	и является	2	4
83	в целом	2	4
84	литературного произведения	2	4
85	данном случае	2	4
86	в связи	2	4
87	социальной оценкой	2	4
88	от всех	2	4
89	произведения но	2	4
90	но ведь	5	4
91	мы можем	4	4
92	каждый элемент	2	4
93	данного материала	2	4
94	в ее	3	4
95	том что	2	4
96	слов и	4	4
97	как в	2	4
98	роль в	2	4
99	мы не	4	4
100	могут быть	2	4
101	слова и	2	4
102	материала и	3	3
103	те же	2	3
104	литературное произведение	2	3
105	имеет место	2	3
106	и тем	2	3
107	по отношению	3	3
108	и следовательно	2	3
109	нуждается в	2	3
110	в них	2	3
111	на фоне	4	3
112	мы уже	2	3
113	еще в	2	3
114	отношению к	3	3
115	ее в	2	3
116	экспрессивная интонация	5	3
117	в произведении	2	3
118	и эта	5	3
119	не на	2	3
120	в себе	3	3
121	может стать	2	3
122	в поэзии	5	3
123	в отношении	2	2
124	говорить об	2	2
125	но так	2	2
126	не касаемся	2	2
127	смысле слова	2	2
128	общения и	2	2
129	в общем	2	2
130	но для	3	2
131	и др	2	2
132	учение о	2	2
133	в шкловского	2	2
134	может иметь	2	2
135	чем же	2	2
136	слово в	3	2
137	сознания и	2	2
138	произведения является	2	2
139	превращается в	3	2
140	не как	3	2
141	языка как	3	2
142	говорить о	3	2
143	мы должны	6	2
144	кажется что	2	2
145	в целях	2	2
146	за пределы	3	2
147	в языке	2	2
148	социальной группы	4	2
149	и социально	2	2
150	от этого	2	2
151	героя и	2	2
152	в области	2	2
