N	2gram	Bakhtin_Pr_5	KulturaY
1	и в	35	23
2	точки зрения	7	23
3	в том	5	22
4	не только	10	17
5	было бы	3	16
6	в этом	14	16
7	с точки	2	16
8	может быть	14	14
9	самом деле	10	14
10	что в	6	13
11	в самом	6	13
12	не менее	2	12
13	потому что	8	12
14	вопрос о	2	11
15	том что	3	11
16	а не	4	11
17	того что	3	11
18	в его	21	11
19	можно было	2	11
20	и не	27	10
21	прежде всего	12	9
22	еще не	7	9
23	хотя бы	2	9
24	таким образом	7	9
25	так как	4	9
26	лишь в	7	8
27	уже не	3	8
28	в виду	3	8
29	с другой	4	7
30	или иной	4	7
31	слова и	11	7
32	те же	2	7
33	и что	6	7
34	речи в	2	7
35	должно быть	3	7
36	сказать что	3	7
37	все эти	3	7
38	с тем	3	6
39	для этого	2	6
40	по себе	4	6
41	что и	3	6
42	что он	24	6
43	тот же	4	6
44	при этом	2	6
45	так и	8	6
46	не может	18	6
47	то же	15	6
48	в общем	3	6
49	говорить о	3	6
50	только в	6	6
51	о том	2	6
52	ничего не	3	6
53	что же	7	5
54	я не	8	5
55	вовсе не	7	5
56	слов и	3	5
57	как и	18	5
58	не в	10	5
59	хотя и	2	5
60	как бы	31	5
61	все же	8	5
62	как мы	8	5
63	а в	7	5
64	но это	6	5
65	тем что	4	5
66	той или	4	5
67	в первом	2	5
68	в чем	4	5
69	слова в	6	4
70	тому что	2	4
71	этого слова	5	4
72	в целом	3	4
73	не случайно	2	4
74	столь же	2	4
75	в сущности	14	4
76	в своей	4	4
77	в ее	3	4
78	то что	10	4
79	как в	5	4
80	как раз	4	4
81	в своем	2	4
82	о них	2	4
83	в той	4	4
84	что не	4	4
85	в слове	6	4
86	между тем	4	4
87	на вопрос	2	3
88	уже в	3	3
89	но на	4	3
90	что это	4	3
91	это уже	2	3
92	это не	3	3
93	на самом	9	3
94	к тому	6	3
95	и к	12	3
96	что на	2	3
97	в отношении	9	3
98	ни в	2	3
99	с этой	2	3
100	но как	4	3
101	это и	3	3
102	мы видели	2	3
103	то в	2	3
104	но не	6	3
105	что сам	2	3
106	но для	2	3
107	он не	13	3
108	отношение к	6	3
109	но и	14	3
110	на него	5	3
111	по отношению	6	3
112	другой стороны	3	3
113	тому же	3	3
114	а с	3	3
115	и вот	4	3
116	в ней	2	3
117	я хочу	2	3
118	и с	12	3
119	бы и	2	3
120	той же	2	3
121	всего этого	3	3
122	в которых	2	3
123	сам по	2	3
124	слово в	2	3
125	в то	11	3
126	я в	4	3
127	мы должны	3	3
128	бы не	2	3
129	там где	7	3
130	как ты	3	3
131	я и	2	3
132	так сказать	2	2
133	такой же	3	2
134	все это	14	2
135	а что	2	2
136	но все	4	2
137	только слово	2	2
138	бы уже	4	2
139	смысле этого	2	2
140	не как	3	2
141	до крайности	2	2
142	раз и	3	2
143	в одном	6	2
144	что все	2	2
145	это в	2	2
146	быть в	2	2
147	материал для	2	2
148	точек зрения	2	2
149	я все	5	2
150	и того	2	2
151	и как	2	2
152	в дальнейшем	2	2
153	что они	6	2
154	по своему	4	2
155	конечно не	2	2
156	мог бы	2	2
157	за пределы	3	2
158	к другому	16	2
159	не о	4	2
160	лишь о	2	2
161	увидим что	2	2
162	в котором	3	2
163	однако в	2	2
164	его в	4	2
165	отношению к	7	2
166	в пределах	11	2
167	своего рода	2	2
168	когда он	3	2
169	вместе с	2	2
170	и без	4	2
171	так в	2	2
172	в отличие	2	2
173	как к	5	2
174	только что	3	2
175	не просто	2	2
176	и об	2	2
177	чтобы не	2	2
178	на этот	2	2
179	ни одного	9	2
180	так же	7	2
181	такая же	2	2
182	с другими	2	2
183	не знает	6	2
184	во всяком	4	2
185	он в	4	2
186	ни на	2	2
187	эти слова	3	2
188	на протяжении	5	2
189	тому как	2	2
190	на этом	2	2
191	как он	2	2
192	в этих	2	2
193	отличие от	2	2
194	но в	19	2
195	если и	2	2
