N	2gram	Propp_Isto_2	Komedia
1	и в	15	26
2	и не	11	14
3	к тому	5	12
4	так и	5	12
5	и его	3	12
6	в том	6	11
7	тому же	2	11
8	может быть	17	11
9	но и	14	10
10	в этом	11	10
11	что в	12	9
12	том что	7	9
13	вместе с	7	9
14	было бы	5	8
15	и на	4	7
16	из них	2	7
17	не только	18	7
18	что и	6	7
19	во время	2	6
20	то что	12	6
21	еще не	9	6
22	в доме	3	6
23	наряду с	6	6
24	в нем	7	6
25	того чтобы	2	6
26	потому что	9	6
27	и здесь	9	6
28	о том	3	6
29	таким образом	7	6
30	с тем	9	5
31	в которой	2	5
32	что он	24	5
33	а затем	2	5
34	в качестве	3	5
35	один из	8	5
36	ни в	2	5
37	с этим	5	5
38	так что	6	5
39	и с	4	5
40	уже в	2	4
41	у него	4	4
42	молодых людей	3	4
43	в этих	11	4
44	что у	2	4
45	прежде всего	5	4
46	из этих	3	4
47	о его	2	4
48	как и	2	4
49	как будто	3	4
50	одной из	4	4
51	в его	6	4
52	все же	9	4
53	и для	2	4
54	можно было	5	4
55	только в	6	4
56	что это	6	4
57	так как	14	4
58	как это	3	4
59	его в	10	4
60	вопрос о	4	3
61	в тех	2	3
62	но если	3	3
63	мы знаем	11	3
64	отношению к	3	3
65	но все	5	3
66	связи с	8	3
67	но не	2	3
68	во всех	2	3
69	здесь в	2	3
70	для нас	4	3
71	например в	2	3
72	да и	2	3
73	в ней	4	3
74	в котором	5	3
75	и их	2	3
76	в их	3	3
77	все это	3	3
78	по отношению	3	3
79	в связи	5	3
80	того как	4	3
81	той же	2	3
82	то же	10	3
83	не было	2	3
84	как в	5	3
85	возможно что	2	3
86	к нему	5	3
87	а в	12	3
88	или в	2	3
89	человека в	2	3
90	тем что	4	3
91	не может	5	3
92	как он	3	3
93	в этой	4	3
94	могла бы	2	3
95	но в	6	3
96	мы можем	8	3
97	и другие	4	2
98	в другой	4	2
99	и есть	5	2
100	с другой	2	2
101	это не	2	2
102	представления о	5	2
103	в одной	4	2
104	в одном	5	2
105	представление о	2	2
106	то это	6	2
107	об этом	11	2
108	он был	3	2
109	отец и	2	2
110	не в	7	2
111	до сих	6	2
112	в силу	2	2
113	является не	2	2
114	одна из	2	2
115	после того	3	2
116	одной стороны	3	2
117	у нее	4	2
118	и если	2	2
119	нет необходимости	2	2
120	или на	4	2
121	и почему	3	2
122	и дает	2	2
123	он не	8	2
124	более поздние	2	2
125	как бы	6	2
126	же можно	3	2
127	хотя бы	2	2
128	и т	19	2
129	и это	3	2
130	после этого	4	2
131	или его	2	2
132	сих пор	7	2
133	что она	5	2
134	также в	2	2
135	так в	3	2
136	можно привести	3	2
137	с одной	4	2
138	три года	4	2
139	и что	6	2
140	с самого	2	2
141	также что	2	2
142	в других	3	2
143	роль в	3	2
144	мы не	3	2
145	с ними	2	2
146	ст в	2	2
147	тут же	2	2
148	одно из	2	2
149	и ее	2	2
150	под названием	2	2
151	мы имеем	15	2
152	в виду	2	2
