N	2gram	Tiupa_Anal_2	Problema
1	и в	16	44
2	вовсе не	2	37
3	и не	12	35
4	не есть	2	35
5	то есть	9	34
6	может быть	6	28
7	по себе	2	25
8	то что	7	23
9	в том	12	21
10	только в	4	19
11	а не	10	18
12	в этом	18	17
13	сказать что	2	16
14	и даже	9	14
15	художественного произведения	2	14
16	не только	16	14
17	и то	3	14
18	не в	4	13
19	то же	4	13
20	так что	3	12
21	той или	3	12
22	но в	6	12
23	том что	12	12
24	не менее	4	10
25	но и	12	10
26	отнюдь не	8	10
27	как и	14	10
28	некоторого рода	2	10
29	тем не	3	10
30	так и	15	10
31	и тем	4	9
32	не имеет	2	9
33	как бы	10	9
34	в то	2	9
35	никак не	2	9
36	в его	2	9
37	что и	3	9
38	в данном	8	9
39	таким образом	2	9
40	что в	2	8
41	или иной	3	8
42	того что	2	8
43	было бы	3	8
44	он не	2	8
45	как раз	4	8
46	как мы	3	8
47	в себе	7	8
48	с другой	6	7
49	данном случае	5	7
50	не может	4	7
51	уже не	4	7
52	с ним	2	7
53	никогда не	3	6
54	можно сказать	4	6
55	и если	3	6
56	в целом	8	6
57	такого рода	2	6
58	того или	3	6
59	и к	5	6
60	о том	7	6
61	в нашем	3	5
62	или даже	2	5
63	в конце	4	5
64	крайней мере	3	5
65	как о	3	5
66	и сам	3	5
67	хотя и	4	5
68	с той	2	5
69	другой стороны	2	5
70	все это	4	5
71	в своем	4	5
72	а в	3	5
73	точки зрения	4	5
74	по крайней	3	5
75	этом случае	4	5
76	в таком	2	5
77	еще не	2	5
78	за пределы	4	5
79	тех или	2	5
80	в своей	2	5
81	как в	4	5
82	так же	2	5
83	собственно говоря	2	5
84	только на	3	5
85	тем самым	4	5
86	и его	4	5
87	этого слова	3	5
88	едва ли	3	5
89	при этом	10	4
90	ни с	2	4
91	языка и	2	4
92	и является	4	4
93	таком случае	2	4
94	или иных	2	4
95	а также	7	4
96	на этот	2	4
97	или в	3	4
98	можно было	3	4
99	тем что	3	4
100	содержит в	3	3
101	прежде всего	3	3
102	на то	2	3
103	к тому	7	3
104	с самим	3	3
105	в этой	9	3
106	для него	4	3
107	в самом	6	3
108	на себе	3	3
109	на которую	2	3
110	отношения к	2	3
111	но эта	2	3
112	не так	4	3
113	его в	2	3
114	если бы	3	3
115	или иного	3	3
116	говорить о	6	3
117	но не	4	3
118	а то	2	3
119	в качестве	11	3
120	здесь в	2	3
121	она не	2	3
122	ни о	3	3
123	его как	2	3
124	и все	3	3
125	отличие от	2	3
126	как будто	3	3
127	в таких	2	3
128	есть в	3	3
129	том или	2	3
130	ничего не	9	3
131	не был	3	2
132	именно в	3	2
133	в частности	16	2
134	в этих	2	2
135	того же	4	2
136	не столько	3	2
137	что все	2	2
138	с людьми	2	2
139	по поводу	3	2
140	о чем	2	2
141	со своим	3	2
142	нас к	2	2
143	в контексте	5	2
144	в котором	2	2
145	с ее	2	2
146	при таком	2	2
147	из них	3	2
148	и за	3	2
149	и до	2	2
150	в их	3	2
151	с одной	5	2
152	в результате	3	2
153	он и	2	2
154	бы в	3	2
155	как это	6	2
156	мы имеем	3	2
157	произведения в	5	2
158	а как	2	2
159	или ином	2	2
160	на котором	2	2
161	и во	2	2
162	о его	4	2
163	по существу	2	2
164	с их	2	2
165	во всех	4	2
166	себе не	2	2
167	для нее	2	2
168	дело не	2	2
169	и особенно	4	2
170	себя в	2	2
171	вместе с	2	2
172	в отличие	2	2
173	отвлеченной мысли	2	2
174	и для	2	2
175	с точки	2	2
176	он в	4	2
177	могут быть	10	2
178	жизни но	2	2
179	же не	2	2
180	это было	2	2
