N	2gram	Bakhtin_Pr_2	Stilisti
1	и в	45	42
2	как бы	15	27
3	не только	16	27
4	и т.п	6	24
5	прежде всего	11	22
6	и т.д	3	20
7	хотя бы	5	17
8	но и	15	15
9	то же	5	15
10	и не	42	14
11	может быть	18	12
12	не может	24	12
13	точки зрения	19	11
14	как и	14	11
15	мы уже	3	11
16	и как	2	10
17	мы должны	4	10
18	как мы	8	10
19	в этом	20	10
20	при этом	2	9
21	в то	5	9
22	то что	5	9
23	все же	4	8
24	в ней	7	8
25	таким образом	11	8
26	что же	4	8
27	тем самым	2	8
28	в себе	5	8
29	никогда не	17	7
30	зависимости от	3	7
31	и от	3	7
32	же время	3	7
33	и на	7	7
34	потому что	8	7
35	так как	5	7
36	с его	8	7
37	в зависимости	3	7
38	было бы	4	7
39	а не	10	7
40	и его	8	7
41	мы можем	4	7
42	только в	9	7
43	в которой	2	7
44	ничего не	3	7
45	точку зрения	5	6
46	другими словами	2	6
47	или иной	3	6
48	не в	8	6
49	на его	5	6
50	точкой зрения	2	6
51	в форме	2	6
52	но ведь	3	6
53	в конце	4	6
54	в нем	20	6
55	во всех	4	6
56	в процессе	2	6
57	так и	3	6
58	в области	2	6
59	слова в	4	5
60	уже в	4	5
61	в нашем	2	5
62	своей жизни	3	5
63	и той	3	5
64	и следовательно	7	5
65	не является	3	5
66	мы видели	3	5
67	и их	6	5
68	те же	2	5
69	а в	3	5
70	и с	7	5
71	как это	2	5
72	в сознании	2	5
73	же мы	2	5
74	точек зрения	3	5
75	в его	22	5
76	в той	3	5
77	с точки	9	5
78	все время	3	4
79	в каждом	4	4
80	можно сказать	2	4
81	но все	4	4
82	в самом	13	4
83	той или	3	4
84	точка зрения	7	4
85	один из	2	4
86	в словах	2	4
87	все это	5	4
88	того что	3	4
89	так же	5	4
90	о том	3	4
91	его в	3	4
92	бы в	5	4
93	но в	6	4
94	если бы	2	4
95	были бы	2	4
96	и к	2	4
97	у нас	2	4
98	мы видим	2	4
99	себя в	2	4
100	на него	2	4
101	а с	3	4
102	уже не	6	4
103	самом деле	4	4
104	и пр	2	4
105	можно было	2	4
106	то есть	50	4
107	так сказать	7	4
108	его и	3	3
109	что у	4	3
110	перед нами	4	3
111	это не	3	3
112	и эта	3	3
113	хотя и	2	3
114	в котором	7	3
115	в целом	5	3
116	из них	9	3
117	жизни и	15	3
118	от того	2	3
119	и вот	2	3
120	лишь в	2	3
121	и даже	3	3
122	не так	2	3
123	их в	7	3
124	сказать что	5	3
125	и здесь	2	3
126	в начале	2	3
127	в виду	2	3
128	в одном	6	3
129	этого слова	2	3
130	об этом	3	3
131	в ее	3	3
132	том что	7	3
133	еще не	9	3
134	конечно не	6	3
135	нет и	3	3
136	что и	5	3
137	отношения к	2	3
138	если не	2	3
139	и слово	6	3
140	слово и	2	3
141	между ними	4	3
142	и для	2	3
143	конце концов	3	3
144	выражение в	3	3
145	не знает	4	3
146	может стать	2	3
147	бы и	3	2
148	человека и	2	2
149	человека в	5	2
150	как одно	2	2
151	в мире	3	2
152	в том	8	2
153	но это	2	2
154	для него	9	2
155	до конца	7	2
156	в пределах	4	2
157	и сам	3	2
158	в этих	4	2
159	отношение к	8	2
160	о них	2	2
161	не было	2	2
162	этом отношении	2	2
163	все эти	4	2
164	сознании человека	2	2
165	должно быть	4	2
166	в своих	4	2
167	даже и	2	2
168	все то	2	2
169	человека с	2	2
170	мы имеем	2	2
171	я и	3	2
172	в жизни	3	2
173	в основе	2	2
174	для них	3	2
175	смысле этого	2	2
176	смысл его	2	2
177	к этому	4	2
178	что он	7	2
179	но не	6	2
180	а на	2	2
181	ни один	3	2
182	тот же	2	2
183	одной из	2	2
184	и потому	6	2
185	перед ним	2	2
186	не есть	2	2
187	зрения на	5	2
188	как не	5	2
189	в своей	6	2
190	в кругозор	2	2
191	сих пор	2	2
192	бытия в	2	2
193	связь с	2	2
194	как в	4	2
195	здесь не	2	2
196	бы не	3	2
197	жанр и	2	2
198	стадии своего	2	2
199	из которых	2	2
200	и он	3	2
201	про себя	3	2
202	к нему	11	2
203	в дальнейшем	2	2
204	с ним	8	2
205	или в	2	2
206	этот вопрос	4	2
207	тем что	2	2
208	ее с	3	2
209	которые в	2	2
