N	2gram	Tiupa_Lite_1	Myshleni
1	в этом	12	29
2	точки зрения	6	28
3	и в	8	26
4	не только	24	24
5	для себя	5	24
6	то что	10	24
7	таким образом	3	23
8	с точки	2	21
9	представляет собой	4	19
10	в том	16	18
11	и не	12	18
12	том что	14	17
13	потому что	3	16
14	как и	6	15
15	того что	6	14
16	что в	3	12
17	и его	4	12
18	но и	17	11
19	в слове	2	11
20	не может	5	11
21	по своей	3	10
22	в самом	3	9
23	мышления и	2	9
24	в сущности	2	9
25	тем что	2	9
26	в себе	7	9
27	то же	5	8
28	что он	5	8
29	тем самым	5	8
30	той же	3	8
31	только в	8	8
32	к тому	2	7
33	прежде всего	11	7
34	может быть	13	7
35	и то	2	7
36	и тем	4	6
37	по отношению	3	6
38	как бы	7	6
39	было бы	2	6
40	все эти	2	6
41	все же	4	6
42	самом деле	2	6
43	а не	16	6
44	в сознании	2	6
45	с этой	5	5
46	одной стороны	2	5
47	в виду	3	5
48	в целом	8	5
49	данном случае	4	5
50	с одной	2	5
51	одно из	3	5
52	себе в	2	5
53	как это	8	5
54	в силу	4	5
55	в качестве	17	5
56	отношению к	2	5
57	тем же	3	5
58	в данном	5	5
59	не менее	7	4
60	никогда не	4	4
61	с другой	3	4
62	в конце	4	4
63	отношения между	2	4
64	то и	2	4
65	этой точки	3	4
66	друг друга	4	4
67	в его	7	4
68	о том	2	4
69	но в	3	4
70	по этому	2	4
71	связи с	6	4
72	еще не	4	4
73	говорится в	2	4
74	не есть	2	4
75	как в	5	4
76	приводит к	3	4
77	не в	8	4
78	и только	2	4
79	в области	3	4
80	я не	7	3
81	что ему	3	3
82	для этого	4	3
83	это не	4	3
84	из этих	2	3
85	тем не	2	3
86	для него	2	3
87	и является	2	3
88	в основе	3	3
89	не является	2	3
90	этом отношении	2	3
91	во втором	2	3
92	нуждается в	3	3
93	состоит в	11	3
94	с собой	4	3
95	в то	5	3
96	но не	4	3
97	мы в	2	3
98	для нее	2	3
99	в своей	4	3
100	так и	4	3
101	только на	2	3
102	как раз	4	3
103	из того	2	3
104	в этой	4	3
105	уже в	5	2
106	казалось бы	5	2
107	столь же	4	2
108	одного из	3	2
109	в уме	4	2
110	от всякой	2	2
111	что его	3	2
112	ли не	3	2
113	несмотря на	3	2
114	не мог	3	2
115	одним из	5	2
116	в конечном	5	2
117	один из	3	2
118	в нем	2	2
119	всего в	3	2
120	в их	3	2
121	лишь в	4	2
122	а в	3	2
123	что для	2	2
124	самим собой	2	2
125	в своих	4	2
126	также и	3	2
127	и есть	3	2
128	его в	3	2
129	поэзии и	2	2
130	конечном счете	4	2
131	в случае	4	2
132	о своем	2	2
133	том же	3	2
134	относится к	2	2
135	даже в	2	2
136	деятельности в	4	2
137	в отличие	5	2
138	своей внутренней	2	2
139	ко всему	2	2
140	что не	2	2
141	можно было	2	2
142	во всяком	3	2
143	могут быть	2	2
144	ту же	2	2
145	к общему	2	2
146	здесь как	2	2
147	отличие от	5	2
