N	2gram	Trubetskoy_1	FransuaR
1	и в	26	41
2	то есть	4	20
3	таким образом	22	19
4	в этом	15	15
5	и все	2	14
6	в этой	4	13
7	то же	4	13
8	все эти	6	13
9	в его	5	12
10	прежде всего	2	11
11	в том	11	11
12	в себе	6	11
13	так и	6	10
14	все это	6	10
15	в то	4	10
16	в качестве	3	9
17	не в	2	9
18	же время	2	9
19	но и	9	9
20	в своем	3	9
21	что в	9	9
22	в конце	6	8
23	и от	4	8
24	по существу	2	8
25	то что	7	8
26	но в	7	8
27	в них	2	7
28	как бы	12	7
29	в нем	4	7
30	и не	8	7
31	в эпоху	7	7
32	для него	3	6
33	только в	4	6
34	о том	6	6
35	уже в	2	5
36	к этому	3	5
37	не только	10	5
38	и к	5	5
39	в другое	2	5
40	вместе с	15	5
41	что и	6	5
42	мы видели	2	5
43	и у	8	5
44	а в	4	5
45	к нему	7	5
46	и для	5	5
47	так же	5	5
48	точки зрения	13	5
49	и это	2	5
50	потому что	7	5
51	том числе	5	4
52	что это	3	4
53	в образе	2	4
54	и здесь	2	4
55	том что	7	4
56	но все	7	4
57	все что	2	4
58	может быть	10	4
59	он не	4	4
60	в виду	2	4
61	к жизни	5	4
62	целый ряд	4	4
63	и наконец	2	4
64	и на	2	4
65	и с	10	4
66	конце концов	3	4
67	связанных с	2	3
68	и другие	3	3
69	в отношении	6	3
70	того же	6	3
71	во время	4	3
72	в одном	3	3
73	и потому	6	3
74	в мире	5	3
75	в свою	2	3
76	оказывается что	3	3
77	при этом	3	3
78	из них	7	3
79	несмотря на	6	3
80	что он	4	3
81	жизни и	2	3
82	во всех	2	3
83	не может	4	3
84	не было	2	3
85	с точки	6	3
86	не имеет	5	3
87	и по	4	3
88	и те	3	3
89	ничем не	4	3
90	как о	3	3
91	связанные с	7	3
92	так как	9	3
93	учение о	4	2
94	что все	4	2
95	с его	2	2
96	ни было	2	2
97	на небе	2	2
98	именно в	2	2
99	но по	3	2
100	никогда не	5	2
101	числе и	4	2
102	в этих	4	2
103	все существующее	2	2
104	о котором	2	2
105	одновременно и	2	2
106	к тому	6	2
107	связано с	2	2
108	отношению к	3	2
109	и как	3	2
110	из всех	3	2
111	более или	5	2
112	по своему	2	2
113	отношение к	5	2
114	тот же	2	2
115	еще не	2	2
116	того что	3	2
117	они в	2	2
118	со всеми	2	2
119	в индии	8	2
120	свидетельствует о	2	2
121	одной из	5	2
122	а также	2	2
123	благодаря этому	2	2
124	в процессе	2	2
125	характер носят	2	2
126	или менее	5	2
127	в связи	3	2
128	в разных	2	2
129	этом отношении	2	2
130	в течение	4	2
131	мира его	2	2
132	для всех	2	2
133	в значительной	3	2
134	а не	5	2
135	с самого	3	2
136	верхом и	3	2
137	из которых	4	2
138	уже не	3	2
139	особенно в	2	2
140	те и	2	2
141	у них	3	2
142	и заставляет	2	2
143	в результате	3	2
144	во всяком	6	2
145	в которых	4	2
146	и т.д	6	2
147	далеко не	4	2
148	связан с	2	2
149	в которой	3	2
150	в области	9	2
151	мы имеем	2	2
