N	2gram	Losev_Vlad_1	Mirosoze
1	может быть	6	30
2	не только	24	29
3	и в	31	28
4	не может	6	28
5	но и	19	25
6	он не	10	24
7	в этом	14	20
8	не было	5	18
9	у него	15	17
10	не в	5	16
11	потому что	11	16
12	в своей	4	15
13	никогда не	9	14
14	он был	14	14
15	в нем	4	13
16	и он	3	12
17	и это	2	12
18	для него	7	11
19	в самом	2	11
20	и не	17	11
21	что в	14	10
22	в своем	4	10
23	и все	4	10
24	что он	12	10
25	бога и	2	10
26	было бы	2	10
27	и потому	6	10
28	но он	5	9
29	с тем	2	9
30	в его	12	9
31	и его	7	9
32	но не	3	8
33	в котором	6	8
34	не был	5	7
35	того что	2	7
36	в конце	9	7
37	но в	12	7
38	к нему	4	7
39	в себе	4	7
40	он сам	2	6
41	в том	11	6
42	в этой	4	6
43	все это	5	6
44	лишь в	2	6
45	и на	3	6
46	он уже	4	6
47	вместе с	3	6
48	только в	9	6
49	в которой	4	6
50	и я	2	5
51	от нее	2	5
52	у нас	6	5
53	как и	4	5
54	то что	18	5
55	нет и	2	5
56	уже в	7	4
57	всю жизнь	3	4
58	отношение к	3	4
59	ни с	4	4
60	был в	3	4
61	и по	8	4
62	а в	9	4
63	точки зрения	2	4
64	в них	2	4
65	один из	4	4
66	которых он	2	4
67	это и	2	4
68	к концу	2	4
69	от него	2	4
70	за пределы	3	4
71	к ней	4	4
72	что и	5	4
73	уже не	3	4
74	тем что	2	4
75	толстой и	2	3
76	и вот	3	3
77	к тому	3	3
78	для нас	4	3
79	не мог	3	3
80	в момент	2	3
81	и еще	2	3
82	так как	8	3
83	то есть	3	3
84	и с	14	3
85	на этом	2	3
86	с его	11	3
87	в жизни	3	3
88	вера в	2	3
89	том что	14	3
90	учение о	2	3
91	ничего не	3	3
92	мы увидим	3	3
93	конечно не	2	3
94	себя в	4	3
95	когда он	5	3
96	хотя бы	2	3
97	место в	2	2
98	по своему	3	2
99	и от	5	2
100	него не	3	2
101	для того	2	2
102	и мы	2	2
103	одним из	2	2
104	на этот	6	2
105	жизни и	5	2
106	человека как	3	2
107	все эти	3	2
108	и что	6	2
109	философии но	2	2
110	также и	10	2
111	сказать что	7	2
112	которую он	2	2
113	даже и	9	2
114	он и	6	2
115	в начале	3	2
116	по своей	4	2
117	в истории	4	2
118	о том	11	2
119	как он	4	2
120	был человек	2	2
121	в россии	4	2
122	с ним	5	2
123	к этой	2	2
124	к этому	6	2
125	был очень	2	2
126	не стал	2	2
127	в то	8	2
128	все что	2	2
129	то время	2	2
130	и к	6	2
131	о нем	7	2
132	еще в	4	2
133	в этот	4	2
134	все же	3	2
135	в свой	2	2
136	который был	2	2
137	как в	3	2
138	мысли и	4	2
139	разного рода	6	2
140	того чтобы	2	2
141	и у	4	2
142	и как	4	2
143	и для	2	2
144	был не	2	2
145	конце концов	3	2
146	он в	3	2
147	в каком	2	2
148	с того	2	2
