N	2gram	Propp_Isto_1	Myshleni
1	в том	9	33
2	том что	7	27
3	то что	9	20
4	в этом	8	19
5	того что	4	17
6	и в	28	15
7	не только	12	15
8	что в	12	14
9	таким образом	8	14
10	что он	10	12
11	в целом	2	10
12	но и	10	10
13	было бы	7	10
14	мы не	10	10
15	в своем	5	9
16	может быть	25	9
17	не может	15	9
18	что мы	7	9
19	о том	9	9
20	связи с	4	9
21	так и	9	8
22	никогда не	14	8
23	не в	9	8
24	и что	10	8
25	если бы	8	8
26	к тому	6	7
27	мы знаем	4	7
28	одной стороны	4	7
29	с одной	4	7
30	и не	9	7
31	на основе	5	7
32	потому что	4	7
33	как бы	2	7
34	по себе	3	7
35	тот же	2	7
36	он не	2	7
37	что это	8	6
38	в частности	2	6
39	точку зрения	3	6
40	как мы	3	6
41	в этой	6	6
42	на то	4	6
43	мы видели	2	6
44	по отношению	3	6
45	в связи	4	6
46	с другой	6	6
47	сказать что	5	6
48	мы должны	13	6
49	как он	2	6
50	как это	3	6
51	но в	8	6
52	по этому	2	6
53	в зависимости	2	6
54	вовсе не	2	6
55	как и	4	6
56	зависимости от	2	6
57	по своей	2	6
58	вместе с	6	6
59	если мы	3	6
60	на этот	2	6
61	к которому	5	6
62	там где	4	6
63	это не	7	5
64	вопрос о	5	5
65	и др	7	5
66	и их	3	5
67	и даже	4	5
68	видели что	3	5
69	тогда когда	2	5
70	по существу	5	5
71	отношению к	3	5
72	приводит к	2	5
73	то же	12	5
74	во всей	2	5
75	можно было	5	5
76	этот вопрос	7	5
77	связь между	3	5
78	на вопрос	2	4
79	прежде всего	10	4
80	в пользу	2	4
81	для нас	13	4
82	том чтобы	2	4
83	все это	4	4
84	так же	7	4
85	а в	7	4
86	их в	5	4
87	и с	4	4
88	в конечном	2	4
89	в начале	3	4
90	могли бы	3	4
91	при помощи	2	4
92	так как	6	4
93	возникает из	2	4
94	для всех	2	4
95	к этому	2	4
96	все же	10	4
97	мы видим	11	4
98	в качестве	5	4
99	даже в	4	4
100	как в	2	4
101	как раз	2	4
102	того как	3	4
103	а с	2	4
104	хотя бы	4	4
105	и его	3	4
106	только в	11	4
107	только для	2	3
108	мы будем	5	3
109	для этого	3	3
110	во время	3	3
111	об этом	4	3
112	что они	5	3
113	не можем	3	3
114	для него	2	3
115	при этом	3	3
116	чем это	4	3
117	точка зрения	2	3
118	но мы	2	3
119	из них	3	3
120	со стороны	2	3
121	и только	2	3
122	все эти	4	3
123	они не	4	3
124	и по	3	3
125	действия и	3	3
126	в основе	4	3
127	с ним	2	3
128	мы имеем	13	3
129	не существует	2	3
130	это представление	2	3
131	с этим	4	3
132	но не	5	3
133	одной из	2	3
134	когда он	6	3
135	что она	5	3
136	этому поводу	2	3
137	должны были	2	3
138	а не	15	3
139	из которых	3	3
140	или в	5	3
141	он в	2	3
142	в отличие	2	3
143	детей в	3	3
144	отличие от	2	3
145	ничего не	2	3
146	за собой	2	2
147	не могут	2	2
148	же как	2	2
149	что если	2	2
150	в этих	7	2
151	перед нами	3	2
152	самое что	2	2
153	столь же	2	2
154	раньше чем	4	2
155	в такой	2	2
156	как уже	2	2
157	как процесс	2	2
158	живет в	2	2
159	и как	2	2
160	но все	4	2
161	и другое	2	2
162	не дает	2	2
163	и мы	2	2
164	друг с	4	2
165	за то	2	2
166	в котором	3	2
167	с несомненностью	2	2
168	и тем	2	2
169	могут быть	4	2
170	в некоторых	2	2
171	в их	3	2
172	должно быть	2	2
173	увидим что	5	2
174	то он	2	2
175	но если	2	2
176	что здесь	5	2
177	же самое	3	2
178	также и	3	2
179	еще один	2	2
180	во всем	3	2
181	в одном	5	2
182	от этого	2	2
183	в книге	3	2
184	нисколько не	2	2
185	бы мы	2	2
186	были бы	2	2
187	он должен	2	2
188	в стороне	3	2
189	связь с	4	2
190	увидим ниже	2	2
191	именно в	3	2
192	из всех	2	2
193	представляет собой	4	2
194	указывает на	2	2
195	мы увидим	10	2
196	наряду с	3	2
197	в его	5	2
198	должны будем	4	2
199	должен быть	3	2
200	что и	6	2
201	ее в	5	2
202	во всех	2	2
203	с ней	2	2
204	или менее	5	2
205	находится в	4	2
206	и тогда	3	2
207	что же	3	2
208	и для	4	2
209	к чему	3	2
210	в силу	5	2
211	нас в	2	2
212	тем что	3	2
213	само по	2	2
214	в себе	2	2
215	в другом	3	2
216	с другом	3	2
217	на эту	3	2
218	более или	5	2
219	не то	4	2
