N	2gram	Potebnia_M_1	StatiiOP
1	и в	39	29
2	том что	16	27
3	в том	26	27
4	в этом	15	21
5	но и	20	19
6	что в	22	19
7	не только	21	19
8	о том	2	17
9	в его	5	13
10	между прочим	2	12
11	то что	10	11
12	в которой	2	11
13	к тому	4	10
14	таким образом	13	10
15	в своем	3	9
16	и т	6	9
17	так и	13	9
18	и не	18	9
19	как на	3	9
20	потому что	52	9
21	он не	3	9
22	по поводу	3	8
23	но в	9	8
24	в г	2	7
25	но все	2	7
26	с тем	5	7
27	так например	3	7
28	в самом	3	7
29	в ней	7	7
30	в виду	2	7
31	в своей	3	7
32	вместе с	8	7
33	тому что	3	7
34	того как	6	7
35	для того	3	7
36	в одном	8	6
37	вовсе не	5	6
38	вопрос о	4	6
39	одним из	2	6
40	все же	6	6
41	т д	4	6
42	в течение	2	6
43	и что	10	6
44	того чтобы	2	6
45	и его	5	6
46	прежде всего	4	5
47	была бы	2	5
48	было бы	12	5
49	как бы	6	5
50	в языке	33	5
51	а не	21	5
52	того что	8	5
53	между тем	5	5
54	точки зрения	8	5
55	времени и	2	4
56	а как	2	4
57	с другой	7	4
58	но с	2	4
59	не в	15	4
60	для него	4	4
61	если б	2	4
62	и о	2	4
63	хотя и	3	4
64	в нем	20	4
65	дело в	2	4
66	еще более	2	4
67	при помощи	2	4
68	связи с	3	4
69	на память	2	4
70	и с	3	4
71	не менее	6	3
72	самого начала	3	3
73	что это	3	3
74	в этих	7	3
75	но он	2	3
76	оно не	3	3
77	с этим	7	3
78	с нею	4	3
79	в полном	2	3
80	по себе	10	3
81	что на	6	3
82	не мог	3	3
83	у нас	2	3
84	так что	16	3
85	но это	5	3
86	в начале	2	3
87	но не	8	3
88	никогда не	4	3
89	и даже	4	3
90	не могло	3	3
91	другой стороны	5	3
92	по его	7	3
93	как в	10	3
94	отношений между	3	3
95	в их	2	3
96	т п	4	3
97	не было	4	3
98	тем что	9	3
99	с самого	3	3
100	и по	6	3
101	хотя бы	2	3
102	так же	5	3
103	во всяком	3	3
104	которые не	2	3
105	столько же	3	3
106	ни было	2	2
107	и более	2	2
108	только не	2	2
109	если бы	14	2
110	по этому	2	2
111	в них	3	2
112	не представляется	2	2
113	с этой	2	2
114	если не	2	2
115	связь с	2	2
116	как например	2	2
117	что именно	2	2
118	только по	2	2
119	бы ни	4	2
120	что и	6	2
121	о которых	2	2
122	тем не	6	2
123	только потому	3	2
124	не потому	2	2
125	как и	9	2
126	то ни	3	2
127	и как	6	2
128	в этой	3	2
129	в истории	7	2
130	в то	4	2
131	очевидно что	3	2
132	несмотря на	5	2
133	может быть	27	2
134	значительной степени	2	2
135	во внимание	3	2
136	не по	4	2
137	том же	2	2
138	никак не	2	2
139	тем же	2	2
140	и потому	5	2
141	на то	2	2
142	только в	25	2
143	не могли	2	2
144	бы то	2	2
145	со стороны	8	2
146	только что	2	2
147	не может	22	2
148	тогда как	2	2
149	к первому	3	2
150	то же	6	2
151	при этом	6	2
152	там где	4	2
153	на этот	2	2
154	не имеет	5	2
155	с точки	3	2
156	сказать что	3	2
157	в движении	2	2
158	языка в	6	2
159	с и	3	2
160	в каком	6	2
161	в себе	13	2
162	этот вопрос	2	2
163	и вообще	3	2
164	в один	2	2
165	сравнении с	2	2
166	и это	3	2
167	и всегда	2	2
168	том смысле	4	2
169	так как	21	2
170	само собою	2	2
171	того же	3	2
