N	2gram	Bakhtin_Fr_5	StatiiOP
1	и в	45	44
2	в том	10	36
3	что в	12	30
4	том что	7	29
5	в этом	14	21
6	вовсе не	8	19
7	то что	2	18
8	не только	14	18
9	было бы	2	17
10	а в	4	17
11	о том	4	17
12	и не	15	16
13	а не	4	16
14	может быть	2	15
15	в данном	2	14
16	как в	3	13
17	можно было	4	13
18	не в	7	12
19	в первой	4	12
20	в этой	6	11
21	самом деле	5	11
22	того чтобы	6	11
23	точки зрения	4	11
24	для того	6	10
25	что он	6	10
26	но и	10	10
27	но в	14	10
28	только в	4	10
29	в отношении	2	9
30	в то	11	9
31	как и	10	9
32	того что	3	9
33	во второй	2	9
34	также и	7	9
35	так и	6	9
36	в его	13	9
37	например в	5	8
38	во всех	13	8
39	все же	2	8
40	не может	5	8
41	и его	13	8
42	это не	3	8
43	с точки	2	8
44	прежде всего	10	7
45	так например	2	7
46	по поводу	4	7
47	в самом	4	7
48	сих пор	3	7
49	до сих	3	7
50	таким образом	8	7
51	этом отношении	5	7
52	сказать что	4	7
53	потому что	7	6
54	из этих	3	6
55	но это	5	6
56	для него	3	6
57	что и	7	6
58	в своей	3	6
59	данном случае	2	6
60	и языка	2	6
61	именно в	3	6
62	на самом	5	6
63	дело в	3	6
64	хотя бы	2	6
65	не менее	3	5
66	такой же	4	5
67	так же	8	5
68	вплоть до	2	5
69	в нем	10	5
70	в целом	2	5
71	жизни и	8	5
72	все это	7	5
73	той же	4	5
74	то же	11	5
75	и даже	4	5
76	в которых	3	5
77	нужно сказать	2	5
78	все эти	5	5
79	так как	6	5
80	там где	3	5
81	что это	2	4
82	что она	3	4
83	это в	2	4
84	мы находим	4	4
85	это и	5	4
86	же время	9	4
87	и что	2	4
88	в качестве	2	4
89	как раз	5	4
90	как бы	12	4
91	не было	3	4
92	не имеет	3	4
93	на эту	2	4
94	как это	4	4
95	том как	2	4
96	в основе	4	3
97	во время	12	3
98	точку зрения	2	3
99	и с	10	3
100	в конце	7	3
101	в каждом	2	3
102	очень часто	4	3
103	ни в	3	3
104	он был	7	3
105	в г	2	3
106	об этом	4	3
107	в начале	2	3
108	же как	4	3
109	но не	4	3
110	того же	3	3
111	и без	2	3
112	своего рода	4	3
113	и для	3	3
114	в ней	8	3
115	даже в	2	3
116	должен быть	2	3
117	и за	2	3
118	в истории	2	3
119	а именно	2	3
120	и только	2	3
121	в уста	2	3
122	лишь в	2	3
123	на этот	3	3
124	в чем	2	3
125	конечно и	2	3
126	ведь и	3	3
127	в другом	3	3
128	и вообще	2	3
129	связанные с	3	3
130	это очень	2	3
131	между тем	2	3
132	с этим	4	3
133	том числе	4	2
134	что все	2	2
135	нисколько не	3	2
136	всех этих	6	2
137	но на	3	2
138	эта книга	2	2
139	в своем	11	2
140	превращается в	2	2
141	вообще не	3	2
142	и во	4	2
143	больше чем	2	2
144	что на	3	2
145	раз в	2	2
146	по существу	3	2
147	это явление	2	2
148	есть в	3	2
149	при этом	2	2
150	то время	3	2
151	но именно	2	2
152	со всеми	5	2
153	несмотря на	2	2
154	не хочет	2	2
155	в сущности	4	2
156	в сторону	2	2
157	а также	4	2
158	если в	2	2
159	которой можно	2	2
160	подчеркнуть что	2	2
161	конечно не	2	2
162	на него	2	2
163	и их	5	2
164	начиная с	2	2
165	еще и	3	2
166	в эпоху	7	2
167	и у	5	2
168	он должен	2	2
169	другом месте	2	2
170	мы не	4	2
171	ничего не	4	2
172	числе и	2	2
173	от этого	2	2
174	у него	4	2
175	одно из	2	2
176	он не	6	2
177	но он	3	2
178	что эта	2	2
179	нет ни	2	2
180	говорить о	2	2
181	и все	7	2
182	его в	5	2
183	и это	4	2
184	к нему	2	2
185	то есть	25	2
