N	2gram	Ircho_Kome_3	Myshleni
1	в том	12	28
2	и в	22	28
3	то что	4	28
4	в этом	8	27
5	в развитии	2	24
6	потому что	10	22
7	не может	3	19
8	том что	13	19
9	таким образом	12	18
10	что он	8	18
11	что в	5	17
12	в силу	2	17
13	не только	5	16
14	так же	4	15
15	по сравнению	2	15
16	сравнению с	2	14
17	может быть	6	13
18	с помощью	4	13
19	точки зрения	4	13
20	тому что	2	11
21	и не	21	11
22	как бы	3	11
23	что мы	2	11
24	в отношении	4	10
25	к тому	6	10
26	как мы	2	10
27	но и	4	10
28	от того	2	10
29	по отношению	5	10
30	так как	11	10
31	отношению к	3	10
32	того чтобы	6	10
33	с точки	3	10
34	между собой	4	9
35	было бы	3	9
36	мы можем	3	9
37	никогда не	3	8
38	в самом	9	8
39	еще не	6	8
40	для того	6	8
41	тем что	5	8
42	самого начала	4	7
43	того же	6	7
44	с самого	4	7
45	если бы	8	7
46	в нем	3	7
47	в сущности	2	7
48	в своем	8	7
49	отношение к	5	7
50	он не	5	7
51	вместе с	9	7
52	то же	7	7
53	между ними	2	7
54	можно было	2	7
55	в которой	3	7
56	и к	3	6
57	так что	6	6
58	и что	6	6
59	не имеет	3	6
60	в то	6	6
61	же самое	3	6
62	его в	8	6
63	как и	3	6
64	то время	2	6
65	так и	4	6
66	приводит к	3	6
67	как раз	6	6
68	мы не	2	6
69	в области	2	6
70	не могут	2	5
71	это не	2	5
72	в пределах	2	5
73	время как	2	5
74	и на	2	5
75	и все	2	5
76	но в	5	5
77	с тем	4	5
78	из того	3	5
79	в этой	3	5
80	в частности	3	4
81	на то	3	4
82	мы знаем	2	4
83	не в	4	4
84	на этот	3	4
85	но если	3	4
86	целый ряд	2	4
87	с этим	3	4
88	друг друга	4	4
89	ясно что	6	4
90	в качестве	2	4
91	что и	8	4
92	во всех	2	4
93	в себе	4	4
94	что их	2	3
95	до того	2	3
96	все время	2	3
97	а по	5	3
98	как это	5	3
99	что с	2	3
100	до конца	4	3
101	при этом	7	3
102	на его	2	3
103	хотя и	5	3
104	в целом	3	3
105	в их	2	3
106	этом отношении	2	3
107	в своих	2	3
108	больше чем	2	3
109	в основе	2	3
110	нуждается в	2	3
111	и здесь	4	3
112	бы в	4	3
113	с его	3	3
114	должен был	4	3
115	в них	3	3
116	раз в	2	3
117	связи с	5	3
118	до сих	9	3
119	не по	7	3
120	один из	3	3
121	в его	8	3
122	сих пор	9	3
123	как в	2	3
124	а не	4	3
125	и его	6	3
126	представляет собой	3	3
127	не знает	3	3
128	представляют собой	2	3
129	отношения к	2	3
130	не менее	5	2
131	на вопрос	2	2
132	с другой	4	2
133	с этой	3	2
134	само собой	4	2
135	в конце	7	2
136	именно потому	2	2
137	это в	2	2
138	прежде всего	5	2
139	самом деле	6	2
140	несмотря на	4	2
141	одним из	2	2
142	известной степени	2	2
143	в котором	2	2
144	из них	5	2
145	если мы	2	2
146	все это	5	2
147	другой стороны	2	2
148	в связи	4	2
149	в других	3	2
150	в которых	5	2
151	остается в	2	2
152	с ним	5	2
153	том как	3	2
154	если он	2	2
155	состоит в	2	2
156	у него	4	2
157	в одном	2	2
158	не с	2	2
159	этом случае	2	2
160	по существу	2	2
161	чем в	3	2
162	по своему	3	2
163	она не	2	2
164	в своей	5	2
165	из этого	2	2
166	все же	4	2
167	когда он	4	2
168	дело с	3	2
169	а в	7	2
170	только что	7	2
171	с другими	2	2
172	в другом	2	2
173	за ним	2	2
174	что они	2	2
175	что эта	2	2
