N	2gram	Vygotskiy__2	EvropaiC
1	таким образом	21	32
2	в том	37	31
3	и в	32	24
4	том что	21	20
5	все эти	7	19
6	не может	17	18
7	то что	21	17
8	может быть	18	15
9	все же	4	15
10	точки зрения	17	13
11	до сих	5	12
12	сих пор	5	12
13	самом деле	16	12
14	в этом	13	12
15	все это	5	11
16	между тем	4	11
17	с этим	4	11
18	мы знаем	7	10
19	как бы	6	10
20	из себя	2	10
21	все что	2	10
22	во всех	3	10
23	так и	3	10
24	на то	11	9
25	при этом	13	9
26	как и	10	9
27	того же	2	9
28	что в	20	9
29	не в	8	8
30	в самом	12	8
31	так же	18	8
32	знаем что	4	8
33	если бы	6	8
34	и все	4	8
35	ясно что	7	8
36	с точки	10	8
37	не менее	8	7
38	для этого	3	7
39	к тому	7	7
40	но и	10	7
41	и не	10	7
42	и что	22	7
43	о том	6	7
44	что он	13	7
45	по существу	3	7
46	на самом	5	7
47	того чтобы	14	7
48	для того	13	7
49	из этого	4	7
50	с другой	3	6
51	так что	3	6
52	в этой	6	6
53	в общем	3	6
54	несмотря на	4	6
55	отличается от	2	6
56	того что	8	6
57	при чем	2	6
58	как на	5	6
59	и на	5	6
60	так как	12	6
61	в сознании	4	6
62	и при	2	6
63	еще не	2	6
64	что и	17	6
65	у них	2	6
66	мы можем	3	6
67	только в	7	6
68	вместе с	2	6
69	что это	8	5
70	и без	2	5
71	случае если	4	5
72	столь же	4	5
73	и от	2	5
74	на все	5	5
75	что все	9	5
76	что с	3	5
77	в целом	4	5
78	и их	3	5
79	другой стороны	2	5
80	как к	3	5
81	и с	4	5
82	потому что	21	5
83	но в	3	5
84	сравнению с	2	5
85	и к	3	5
86	из всех	2	5
87	в то	5	5
88	по своему	3	5
89	что при	9	5
90	в его	2	5
91	не только	12	5
92	по сравнению	2	5
93	и для	4	5
94	в себе	2	5
95	как будто	7	5
96	далеко не	5	5
97	в которой	2	5
98	на вопрос	2	4
99	не могут	3	4
100	никогда не	9	4
101	та же	3	4
102	в конце	3	4
103	из того	2	4
104	тем не	4	4
105	что его	5	4
106	отношение к	2	4
107	из них	4	4
108	в их	3	4
109	которых мы	3	4
110	а потому	2	4
111	не так	2	4
112	и то	3	4
113	том случае	4	4
114	в состоянии	2	4
115	мы должны	3	4
116	иначе говоря	4	4
117	том же	2	4
118	он не	6	4
119	конце концов	3	4
120	совершенно не	4	4
121	то же	13	4
122	а с	2	4
123	этой области	2	4
124	и сейчас	3	4
125	если мы	12	4
126	из которых	2	4
127	и у	2	4
128	хотя бы	3	4
129	в таком	2	4
130	состоит из	2	4
131	мы будем	2	3
132	же как	4	3
133	но даже	2	3
134	в этих	2	3
135	с в	2	3
136	одного и	2	3
137	представление о	3	3
138	к которой	2	3
139	для нас	2	3
140	очевидно что	2	3
141	указывают на	2	3
142	не вполне	2	3
143	в нем	4	3
144	данном случае	4	3
145	от того	4	3
146	целый ряд	6	3
147	то ни	2	3
148	что оно	2	3
149	и других	3	3
150	образом в	3	3
151	заключается в	12	3
152	и по	4	3
153	а в	4	3
154	это не	2	3
155	каждый из	2	3
156	при помощи	10	3
157	с тем	11	3
158	на нас	3	3
159	в жизни	4	3
160	во всем	3	3
161	сейчас же	5	3
162	тот же	6	3
163	что если	6	3
164	жизнь и	3	3
165	должны быть	3	3
166	может служить	3	3
167	что по	2	3
168	в данном	4	3
169	которые не	3	3
170	тем более	2	3
171	в психологии	7	3
172	и вообще	2	3
173	и это	4	3
174	отличие от	2	3
175	свою очередь	2	2
176	в частности	3	2
177	тому что	4	2
178	что у	5	2
179	но так	2	2
180	и говорить	2	2
181	с этой	4	2
182	виде как	2	2
183	именно потому	2	2
184	что на	4	2
185	он все	3	2
186	сводится к	2	2
187	совершенно ясно	7	2
188	такой же	7	2
189	что они	7	2
190	это может	2	2
191	на этом	3	2
192	же время	2	2
193	в свою	3	2
194	и сам	4	2
195	к нему	2	2
196	том чтобы	3	2
197	к ним	2	2
198	в ней	5	2
199	в виду	3	2
200	всяком случае	2	2
201	с ее	3	2
202	бы то	2	2
203	на том	2	2
204	и до	4	2
205	образом и	4	2
206	что она	16	2
207	заключает в	2	2
208	показывают что	2	2
209	что такие	2	2
210	что для	7	2
211	те же	6	2
212	в самой	2	2
213	и те	4	2
214	в которых	3	2
215	и так	3	2
216	но как	3	2
217	не было	2	2
218	также и	2	2
219	во всяком	2	2
220	то есть	21	2
221	том и	2	2
222	в основе	11	2
223	и более	4	2
224	отнюдь не	5	2
225	при таком	4	2
226	в них	2	2
227	же что	2	2
228	только мы	2	2
229	тогда когда	3	2
230	этих двух	2	2
231	представить себе	3	2
232	вовсе не	2	2
233	а к	2	2
234	но не	2	2
235	том виде	3	2
236	она не	2	2
237	было бы	11	2
238	жизни и	4	2
239	и из	6	2
240	в сущности	7	2
241	во внимание	2	2
242	входящих в	2	2
243	всех остальных	2	2
244	как не	2	2
245	в процессе	2	2
246	на него	2	2
247	что же	3	2
248	одной и	4	2
249	для самого	2	2
250	которой мы	2	2
251	этот вопрос	3	2
252	к психологии	6	2
253	и ее	3	2
254	ту же	4	2
255	если же	4	2
256	и только	2	2
257	и поэтому	4	2
