N	2gram	Propp_Isto_5	FransuaR
1	и в	25	56
2	в его	12	18
3	таким образом	9	17
4	все эти	8	15
5	в этом	10	14
6	в том	6	13
7	и его	9	12
8	в то	3	12
9	в этих	6	11
10	как бы	2	11
11	то же	4	11
12	еще не	8	10
13	мы уже	4	10
14	только в	7	9
15	но и	13	9
16	и не	11	9
17	том что	8	8
18	не только	13	8
19	и др	3	8
20	в нем	7	8
21	во всех	2	8
22	сих пор	2	8
23	все это	4	8
24	до сих	2	8
25	и с	3	8
26	в частности	7	7
27	у него	2	7
28	как мы	5	7
29	и на	8	7
30	прежде всего	6	6
31	вовсе не	2	6
32	в ее	4	6
33	мы видим	8	6
34	в этой	3	6
35	потому что	7	6
36	точки зрения	2	6
37	связи с	8	6
38	и все	3	6
39	но не	5	5
40	никогда не	3	5
41	в пределах	4	5
42	как и	7	5
43	одним из	2	5
44	он не	4	5
45	один из	2	5
46	мы видели	7	5
47	что в	8	5
48	роль в	2	5
49	во время	7	5
50	такой же	2	5
51	они не	3	5
52	что все	4	4
53	что это	5	4
54	в качестве	7	4
55	например в	5	4
56	в ней	5	4
57	и потому	2	4
58	даже в	2	4
59	с одной	7	4
60	и других	2	4
61	того чтобы	3	4
62	в свете	3	4
63	их в	3	4
64	во всем	2	4
65	ту же	2	4
66	о том	7	4
67	в особенности	3	4
68	так как	11	4
69	одна из	2	4
70	в которой	4	4
71	перед нами	2	3
72	видели что	2	3
73	в образе	5	3
74	и здесь	7	3
75	так что	2	3
76	может быть	17	3
77	в некоторых	4	3
78	что и	6	3
79	то что	7	3
80	время в	2	3
81	связь с	8	3
82	в форме	3	3
83	в связи	4	3
84	на них	2	3
85	там где	6	3
86	здесь мы	5	3
87	уже не	11	3
88	не в	6	3
89	сказать что	2	3
90	но он	2	3
91	к его	2	3
92	его к	3	3
93	в таких	3	3
94	все его	2	3
95	если бы	2	2
96	в виде	9	2
97	видим что	5	2
98	из нее	2	2
99	с другой	9	2
100	это не	6	2
101	уже в	2	2
102	не как	4	2
103	в других	2	2
104	превращаются в	2	2
105	человека и	2	2
106	к этому	2	2
107	что он	22	2
108	можно сказать	2	2
109	так например	2	2
110	говорит о	2	2
111	он взял	2	2
112	и хотя	4	2
113	и как	3	2
114	но это	7	2
115	а на	2	2
116	одной стороны	7	2
117	и сам	2	2
118	из них	2	2
119	несмотря на	2	2
120	нем и	3	2
121	а в	3	2
122	еще один	2	2
123	все же	10	2
124	в своей	2	2
125	когда он	2	2
126	вместе с	22	2
127	самом деле	2	2
128	данном случае	2	2
129	примеров можно	3	2
130	другой стороны	8	2
131	так же	5	2
132	не может	6	2
133	язык и	2	2
134	того как	4	2
135	образом в	2	2
136	а не	2	2
137	для того	3	2
138	из которых	2	2
139	к нему	3	2
140	и для	2	2
141	его в	9	2
142	мы не	5	2
143	на одном	2	2
144	в данном	3	2
145	с этой	2	2
146	в которых	3	2
147	связан с	2	2
148	и при	2	2
149	здесь как	2	2
150	с тем	8	2
151	с ним	4	2
152	не потому	2	2
