N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	45
2	и не	21	15
3	не только	5	14
4	в этом	8	14
5	но в	5	14
6	в его	8	13
7	во всех	2	13
8	и его	6	13
9	как бы	3	12
10	во время	6	12
11	что в	5	12
12	в своем	8	11
13	то же	7	11
14	в то	6	11
15	прежде всего	5	10
16	в том	12	10
17	в нем	3	10
18	но и	4	10
19	как и	3	10
20	и с	4	10
21	же время	5	9
22	вовсе не	4	8
23	как мы	2	8
24	в ней	4	8
25	таким образом	12	8
26	так же	4	8
27	с его	3	7
28	в конце	7	7
29	он был	4	7
30	том что	13	7
31	не в	4	7
32	что и	8	7
33	все это	5	7
34	в эпоху	2	7
35	потому что	10	7
36	и все	2	7
37	что он	8	6
38	в этой	3	6
39	он не	5	6
40	здесь не	2	6
41	так и	4	6
42	того чтобы	6	6
43	для того	6	6
44	связи с	5	6
45	так как	11	6
46	в них	3	6
47	здесь и	2	5
48	с ним	5	5
49	и к	3	5
50	одной из	3	5
51	одним из	2	5
52	хотя и	5	5
53	как раз	6	5
54	не может	3	5
55	в связи	4	5
56	этом отношении	2	5
57	самом деле	6	5
58	и на	2	5
59	его в	8	5
60	об этом	7	4
61	и во	2	4
62	мы не	2	4
63	у него	4	4
64	и здесь	4	4
65	тому же	6	4
66	по своему	3	4
67	ничего не	3	4
68	в самом	9	4
69	в сущности	2	4
70	и о	2	4
71	известной степени	2	4
72	а также	2	4
73	в их	2	4
74	не мог	2	4
75	а не	4	4
76	и даже	3	4
77	его не	2	4
78	а в	7	4
79	можно было	2	4
80	в основе	2	4
81	в доме	10	4
82	с этим	3	4
83	точки зрения	4	4
84	о том	8	4
85	и это	2	4
86	бы в	4	4
87	как это	5	4
88	не менее	5	3
89	нисколько не	3	3
90	к началу	3	3
91	как в	2	3
92	это не	2	3
93	в одном	2	3
94	ни в	10	3
95	по существу	2	3
96	того же	6	3
97	то время	2	3
98	в своей	5	3
99	от того	2	3
100	до сих	9	3
101	здесь нет	4	3
102	вместе с	9	3
103	сих пор	9	3
104	что она	4	3
105	до нас	4	3
106	этой связи	2	3
107	не было	2	3
108	в течение	3	3
109	с помощью	4	3
110	на этот	3	3
111	и он	2	3
112	не имеет	3	3
113	и для	4	3
114	в которых	5	3
115	нуждается в	2	3
116	он и	2	3
117	в другом	2	3
118	как он	3	3
119	о чем	7	3
120	он знает	4	2
121	только для	2	2
122	не могут	2	2
123	чувствует себя	2	2
124	если мы	2	2
125	с тем	4	2
126	себя и	2	2
127	тут же	4	2
128	и без	2	2
129	говорить о	3	2
130	по тому	2	2
131	хотя бы	4	2
132	это в	2	2
133	к этому	6	2
134	к тому	6	2
135	в отношении	4	2
136	в г	2	2
137	раз в	2	2
138	отличие от	2	2
139	в начале	3	2
140	то что	4	2
141	в пределах	2	2
142	в качестве	2	2
143	из его	2	2
144	было бы	3	2
145	несмотря на	4	2
146	и если	2	2
147	к ней	8	2
148	не хочет	5	2
149	конечно не	3	2
150	может быть	6	2
151	вплоть до	2	2
152	нет и	4	2
153	один из	3	2
154	должен быть	2	2
155	и мысли	3	2
156	все же	4	2
157	в целом	3	2
158	когда он	4	2
159	на него	4	2
160	что эта	2	2
161	при этом	7	2
162	и что	6	2
163	он сумел	2	2
164	с точки	3	2
165	к нему	5	2
166	роль в	2	2
167	больше чем	2	2
168	между тем	2	2
169	мы можем	3	2
170	в известной	2	2
171	же самое	3	2
172	этих слов	2	2
173	нет ни	2	2
174	том как	3	2
