N	2gram	Propp_Russ_2	FransuaR
1	и в	29	41
2	таким образом	6	19
3	в этом	11	15
4	и все	4	14
5	как и	11	14
6	в этой	3	13
7	то же	4	13
8	все эти	3	13
9	прежде всего	2	11
10	в том	22	11
11	как мы	3	11
12	все это	10	10
13	в то	2	10
14	в качестве	3	9
15	не в	4	9
16	но и	8	9
17	что в	22	9
18	и от	3	8
19	по существу	4	8
20	то что	5	8
21	но в	5	8
22	в них	4	7
23	в новой	2	7
24	как бы	18	7
25	это не	5	6
26	есть в	2	6
27	о том	9	6
28	к этому	5	5
29	не только	10	5
30	на этом	3	5
31	вместе с	6	5
32	что и	2	5
33	мы видели	7	5
34	как в	7	5
35	того как	2	5
36	в году	3	5
37	а в	9	5
38	к нему	4	5
39	и для	2	5
40	так же	4	5
41	потому что	5	5
42	на земле	5	4
43	что это	3	4
44	но он	3	4
45	в образе	2	4
46	том что	22	4
47	одна из	11	4
48	после того	2	4
49	было бы	3	4
50	может быть	13	4
51	в виду	2	4
52	к жизни	5	4
53	влияние на	2	4
54	должно быть	2	4
55	и на	6	4
56	та же	2	4
57	и с	10	4
58	и другие	14	3
59	во время	12	3
60	это в	2	3
61	по этому	2	3
62	в руках	2	3
63	совсем не	2	3
64	в своей	2	3
65	в землю	13	3
66	смерти в	2	3
67	кроме того	2	3
68	при этом	6	3
69	из них	4	3
70	земли и	5	3
71	все то	2	3
72	во всех	3	3
73	в форме	2	3
74	в их	2	3
75	в свете	3	3
76	не может	5	3
77	для этой	3	3
78	не было	2	3
79	на них	4	3
80	не имеет	3	3
81	и по	3	3
82	можно было	2	3
83	тем что	3	3
84	связанные с	2	3
85	его в	8	3
86	так как	13	3
87	и всем	2	2
88	именно в	4	2
89	а на	9	2
90	никогда не	2	2
91	связаны с	3	2
92	в этих	3	2
93	с этим	2	2
94	на голову	6	2
95	на самом	2	2
96	и ее	2	2
97	связано с	2	2
98	и еще	2	2
99	нас не	2	2
100	и как	2	2
101	на другой	2	2
102	до конца	3	2
103	еще не	6	2
104	того что	3	2
105	вся эта	2	2
106	не совсем	2	2
107	а также	4	2
108	дело не	2	2
109	должен быть	2	2
110	в самый	2	2
111	же в	6	2
112	на землю	3	2
113	в течение	2	2
114	и других	3	2
115	а не	4	2
116	мы здесь	2	2
117	из которых	2	2
118	уже не	4	2
119	представлений о	2	2
120	жизнь и	2	2
121	мы не	6	2
122	у них	2	2
123	или в	7	2
124	в данном	6	2
125	и то	2	2
126	их в	4	2
127	в которых	4	2
128	далеко не	4	2
129	в которой	2	2
130	мы имеем	6	2
131	представлениями о	2	2
