N	3gram	Bakhtin_Pr_1	Psycholo
1	в том что	7	9
2	не может быть	3	8
3	в самом деле	2	7
4	о том что	2	7
5	во всяком случае	3	6
6	заключается в том	2	6
7	в то время	2	5
8	само по себе	2	5
9	с другой стороны	2	5
10	в зависимости от	3	5
11	подобно тому как	3	5
12	для того чтобы	2	5
13	в отличие от	2	3
14	в конце концов	4	3
15	до сих пор	2	3
16	все то что	3	3
17	в одном из	2	2
18	с точки зрения	15	2
19	в этом отношении	5	2
20	в этом смысле	9	2
21	то есть в	3	2
22	на самом деле	3	2
23	потому что он	2	2
