N	2gram	Losev_Prob_1	Freidism
1	таким образом	6	24
2	и не	31	23
3	не может	8	20
4	точки зрения	3	19
5	прежде всего	10	18
6	и пр	4	15
7	в этом	19	15
8	в его	6	15
9	мы можем	4	13
10	может быть	14	13
11	и его	3	12
12	как и	3	11
13	как бы	14	11
14	то что	42	11
15	все эти	8	11
16	с точки	3	11
17	и потому	2	10
18	так и	12	10
19	как мы	7	10
20	самом деле	6	10
21	его в	6	10
22	с ним	3	10
23	но в	14	10
24	с его	2	9
25	и в	32	9
26	во всех	7	9
27	что он	7	8
28	еще не	9	8
29	в своей	8	8
30	он не	3	8
31	не только	17	8
32	все это	7	8
33	то же	10	8
34	только в	7	8
35	и все	7	8
36	оно и	3	8
37	так как	11	8
38	ни в	7	7
39	к нему	3	7
40	во всяком	7	7
41	один из	4	7
42	в самом	6	7
43	что же	9	7
44	сказать что	13	7
45	мы уже	5	7
46	всяком случае	3	7
47	никогда не	7	6
48	вовсе не	35	6
49	и ее	8	6
50	для него	2	6
51	за пределы	6	6
52	того что	7	6
53	совершенно не	6	6
54	хотя бы	3	6
55	и с	2	6
56	он сам	2	5
57	знаем что	2	5
58	можно сказать	5	5
59	не в	4	5
60	в этой	10	5
61	в чем	3	5
62	для этого	3	5
63	в то	6	5
64	что такое	6	5
65	что в	12	5
66	но и	9	5
67	на самом	6	5
68	для того	8	5
69	а в	4	5
70	и на	8	5
71	могут быть	2	5
72	с этим	3	5
73	в каком	3	5
74	мы должны	5	5
75	я и	2	5
76	не менее	19	4
77	но не	9	4
78	в котором	5	4
79	сознания и	2	4
80	в этих	3	4
81	сознания с	2	4
82	из этих	2	4
83	в жизни	3	4
84	если мы	11	4
85	с другими	2	4
86	к тому	3	4
87	об этом	10	4
88	всех этих	7	4
89	смысле слова	7	4
90	при этом	6	4
91	другими словами	3	4
92	и о	8	4
93	как раз	13	4
94	в нем	13	4
95	данном случае	8	4
96	это только	2	4
97	не было	4	4
98	мы находим	2	4
99	уже не	3	4
100	того чтобы	9	4
101	и для	4	4
102	совсем не	4	4
103	в которой	2	4
104	мы не	2	4
105	в таком	9	4
106	в данном	9	4
107	потому что	16	4
108	говорить о	6	4
109	не могут	2	3
110	нисколько не	3	3
111	если бы	4	3
112	и есть	6	3
113	тому что	4	3
114	в них	7	3
115	от всех	2	3
116	на себя	2	3
117	что все	3	3
118	сознания мы	2	3
119	конечно в	2	3
120	а только	5	3
121	в себе	15	3
122	и как	6	3
123	но это	8	3
124	учение о	3	3
125	по своему	9	3
126	сейчас же	3	3
127	со всеми	2	3
128	случае не	3	3
129	по поводу	4	3
130	она не	2	3
131	и может	2	3
132	было бы	8	3
133	ни о	5	3
134	что может	2	3
135	ни на	4	3
136	ее в	2	3
137	только то	4	3
138	сказать о	2	3
139	вместе с	2	3
140	как в	4	3
141	этой области	2	3
142	и что	9	3
143	на этот	3	3
144	мы имеем	2	3
145	в искусстве	3	3
146	об его	3	3
147	ничего общего	11	3
148	но ведь	3	3
149	таком случае	6	3
150	не является	5	3
151	в сознании	5	3
152	есть и	3	2
153	в отношении	3	2
154	уже в	3	2
155	но все	3	2
156	только не	3	2
157	что это	3	2
158	быть и	3	2
159	и ни	4	2
160	для себя	3	2
161	того же	3	2
162	с другой	3	2
163	с которыми	4	2
164	это не	6	2
165	оно не	3	2
166	в конце	6	2
167	своему содержанию	3	2
168	не можем	2	2
169	же самое	9	2
170	таких случаях	2	2
171	и уже	3	2
172	тем не	18	2
173	для нас	5	2
174	для всего	2	2
175	в ее	3	2
176	да и	3	2
177	том что	12	2
178	на этой	2	2
179	сказать и	3	2
180	не существует	6	2
181	а не	15	2
182	с этими	2	2
183	и часто	2	2
184	из них	3	2
185	же касается	3	2
186	на один	2	2
187	мы говорили	4	2
188	что мы	13	2
189	но для	3	2
190	но если	2	2
191	конце концов	4	2
192	о нем	3	2
193	в него	2	2
194	в своем	5	2
195	и до	2	2
196	что значит	3	2
197	только для	3	2
198	являются только	2	2
199	сих пор	3	2
200	что она	5	2
201	в их	4	2
202	только на	4	2
203	это вовсе	2	2
204	во всей	3	2
205	в нас	2	2
206	даже если	4	2
207	для своего	2	2
208	которых мы	2	2
209	что оно	3	2
210	а потому	2	2
211	все наше	2	2
212	в науке	2	2
213	и даже	11	2
214	и притом	4	2
215	так же	9	2
216	мы видим	2	2
217	в таких	2	2
218	и то	6	2
219	здесь в	3	2
220	очень много	3	2
221	их в	4	2
222	то или	2	2
223	чем же	2	2
224	вещи и	12	2
225	и при	2	2
226	к его	2	2
227	но как	6	2
228	и вообще	4	2
229	при помощи	13	2
230	в первом	2	2
231	до сих	3	2
232	есть та	2	2
233	когда мы	8	2
234	как это	6	2
235	в области	2	2
236	в эту	2	2
237	в виду	6	2
238	это было	2	2
