N	2gram	Bakhtin_Pr_1	Formalny
1	т е	21	34
2	и в	29	24
3	в его	24	23
4	прежде всего	7	22
5	и не	31	20
6	так и	7	18
7	и пр	3	17
8	не может	12	16
9	точки зрения	19	16
10	в этом	22	15
11	в нем	19	14
12	может быть	24	14
13	на почве	3	13
14	с точки	13	13
15	таким образом	12	13
16	и т	4	12
17	в своем	8	11
18	как и	12	11
19	должно быть	4	11
20	социальной жизни	2	11
21	в своей	8	11
22	в их	3	11
23	вовсе не	7	10
24	и ее	2	10
25	то же	14	10
26	в ней	2	10
27	а не	22	10
28	и его	14	10
29	и потому	6	9
30	в процессе	4	9
31	все это	6	9
32	в то	10	9
33	идеологического творчества	2	9
34	произведения в	2	8
35	его целом	6	8
36	же время	9	8
37	именно в	5	8
38	то что	15	8
39	как в	6	8
40	произведения и	2	8
41	и на	7	8
42	не в	7	8
43	и с	4	8
44	должна быть	5	7
45	и от	2	7
46	до конца	8	7
47	в единстве	6	7
48	не только	15	7
49	жизни и	2	7
50	но и	14	7
51	на самом	5	7
52	и здесь	3	6
53	было бы	5	6
54	как таковой	2	6
55	в том	8	6
56	в этой	4	6
57	самом деле	6	6
58	до сих	2	6
59	в пределах	13	6
60	она не	7	6
61	еще не	5	6
62	как бы	19	6
63	сих пор	2	6
64	в целом	6	6
65	входит в	7	6
66	а в	7	6
67	отношения к	3	6
68	все эти	9	6
69	хотя бы	2	5
70	по себе	8	5
71	в литературе	4	5
72	лишь как	7	5
73	при этом	2	5
74	непосредственно в	2	5
75	со всею	2	5
76	и др	5	5
77	в самом	10	5
78	и до	3	5
79	как мы	4	5
80	с другой	3	5
81	художественной воли	4	5
82	но в	7	5
83	с его	9	4
84	никогда не	3	4
85	не как	14	4
86	является лишь	4	4
87	с другими	7	4
88	и к	2	4
89	в мире	6	4
90	на западе	2	4
91	если бы	9	4
92	конечно не	2	4
93	всяком случае	3	4
94	оно не	3	4
95	отношению к	8	4
96	так же	6	4
97	по отношению	8	4
98	т п	3	4
99	что в	8	4
100	друг друга	3	4
101	как на	3	4
102	в которой	2	4
103	не из	3	4
104	с этой	2	4
105	во всяком	5	4
106	идеологическое творчество	2	4
107	в истории	2	4
108	но не	9	3
109	в отношении	2	3
110	всех этих	2	3
111	связи с	2	3
112	подходит к	2	3
113	перестает быть	4	3
114	в них	3	3
115	то ни	2	3
116	в жизни	2	3
117	бы то	2	3
118	что он	8	3
119	изображения и	6	3
120	его как	4	3
121	для него	18	3
122	это и	5	3
123	и как	7	3
124	но это	4	3
125	зависимости от	5	3
126	в большинстве	2	3
127	в каждом	8	3
128	дело идет	5	3
129	не о	2	3
130	он не	5	3
131	лучшем случае	2	3
132	один из	2	3
133	все же	9	3
134	же в	2	3
135	отношение к	2	3
136	отличается от	3	3
137	бытия в	3	3
138	в россии	2	3
139	или же	2	3
140	не было	4	3
141	и наконец	4	3
142	и даже	2	3
143	между ними	2	3
144	его в	6	3
145	наконец в	2	3
146	эти определения	2	3
147	в лучшем	2	3
148	более того	5	3
149	в основе	4	3
150	они не	4	3
151	своеобразие и	2	3
152	в себе	7	3
153	как к	3	3
154	в художественном	3	3
155	так сказать	4	3
156	бы в	3	3
157	говорит он	6	3
158	жизни не	2	2
159	а лишь	2	2
160	а как	7	2
161	нисколько не	2	2
162	ни были	2	2
163	в другой	3	2
164	в зависимости	5	2
165	его и	2	2
166	и со	2	2
167	каждый элемент	3	2
168	сами по	3	2
169	целом ряде	3	2
170	это не	9	2
171	она является	2	2
172	с этим	2	2
173	в одном	10	2
174	с начала	2	2
175	что было	4	2
176	вопрос о	2	2
177	становящемуся ряду	2	2
178	идет о	4	2
179	о мире	6	2
180	но эта	4	2
181	определение романа	2	2
182	таким же	3	2
183	все время	2	2
184	все в	3	2
185	ни было	2	2
186	ни в	3	2
187	какую бы	2	2
188	в самой	6	2
189	уже не	13	2
190	по существу	3	2
191	войти в	2	2
192	но все	5	2
193	одна из	3	2
194	только в	10	2
195	только как	2	2
196	от того	4	2
197	на языке	2	2
198	как раз	6	2
199	за пределы	7	2
200	была бы	3	2
201	однако не	2	2
202	точка зрения	12	2
203	что и	4	2
204	не есть	2	2
205	у тургенева	2	2
206	начала и	2	2
207	на него	3	2
208	из возможных	2	2
209	не дает	3	2
210	он в	3	2
211	во всей	2	2
212	не на	4	2
213	этот кругозор	2	2
214	и что	2	2
215	приводит к	3	2
216	во что	2	2
217	раз и	4	2
218	менее всего	6	2
219	ни одного	2	2
220	как их	3	2
221	следовательно и	2	2
222	мире а	3	2
223	для других	2	2
224	в результате	4	2
225	между тем	5	2
226	стиля и	4	2
227	в своих	3	2
228	на его	2	2
229	данного произведения	2	2
230	является для	2	2
231	отношении к	3	2
232	единство произведения	2	2
233	ничего не	5	2
234	если же	3	2
235	и это	5	2
236	в произведении	4	2
237	большинстве случаев	2	2
238	с ним	5	2
239	мысли в	2	2
240	мира в	5	2
