N	2gram	Vinokur_Vv_1	Problema
1	и в	27	44
2	вовсе не	6	37
3	и не	13	35
4	не есть	4	35
5	может быть	24	28
6	потому что	14	25
7	по себе	9	25
8	не просто	4	23
9	то что	17	23
10	в том	31	21
11	только в	13	19
12	а не	3	18
13	в этом	34	17
14	также и	16	16
15	сказать что	5	16
16	даже и	3	16
17	когда мы	2	15
18	и даже	5	14
19	не только	21	14
20	и то	5	14
21	не в	8	13
22	и т	43	13
23	т д	37	13
24	то же	8	13
25	так что	5	12
26	но в	10	12
27	том что	26	12
28	не менее	8	10
29	то это	3	10
30	но и	5	10
31	в виду	4	10
32	у нас	2	10
33	как и	5	10
34	тем не	8	10
35	это не	8	9
36	и тем	5	9
37	в нем	13	9
38	не имеет	4	9
39	и с	2	9
40	же самое	2	9
41	как бы	5	9
42	так как	13	9
43	что он	4	9
44	в то	5	9
45	в его	10	9
46	что и	3	9
47	как нечто	8	9
48	в данном	11	9
49	во всяком	3	9
50	и это	6	9
51	таким образом	19	9
52	сама по	3	8
53	что в	11	8
54	смысле слова	7	8
55	а именно	6	8
56	того что	12	8
57	что мы	2	8
58	при помощи	2	8
59	было бы	5	8
60	что же	3	8
61	как раз	4	8
62	как мы	9	8
63	в себе	4	8
64	связи с	3	8
65	и вообще	3	8
66	здесь не	2	8
67	с другой	8	7
68	данном случае	5	7
69	не может	13	7
70	в связи	2	7
71	уже не	5	7
72	еще и	3	7
73	все эти	3	7
74	и что	4	7
75	мы не	2	7
76	никогда не	3	6
77	для этого	3	6
78	можно сказать	3	6
79	но если	3	6
80	всяком случае	3	6
81	в целом	5	6
82	такого рода	2	6
83	жизни и	2	6
84	ясно что	9	6
85	о том	15	6
86	все же	8	6
87	мы можем	2	6
88	в виде	4	6
89	в конце	3	5
90	а только	8	5
91	крайней мере	4	5
92	да и	4	5
93	с тем	6	5
94	как о	4	5
95	и сам	2	5
96	и есть	3	5
97	хотя и	3	5
98	в ней	3	5
99	другой стороны	5	5
100	все это	6	5
101	в своем	3	5
102	а в	5	5
103	точки зрения	7	5
104	что здесь	2	5
105	по крайней	4	5
106	значение и	2	5
107	есть не	3	5
108	этом случае	6	5
109	еще не	4	5
110	тех или	3	5
111	с ней	2	5
112	гораздо более	3	5
113	в своей	4	5
114	так же	3	5
115	только на	3	5
116	и его	5	5
117	этого слова	2	5
118	он сам	3	4
119	тому что	2	4
120	иное как	5	4
121	при этом	3	4
122	ни с	2	4
123	и без	2	4
124	языка и	12	4
125	заключается в	4	4
126	есть только	2	4
127	чем же	3	4
128	но как	2	4
129	что даже	2	4
130	же касается	2	4
131	или иных	3	4
132	не что	4	4
133	что иное	4	4
134	а также	3	4
135	в ее	11	4
136	только с	3	4
137	на этот	4	4
138	в чем	4	4
139	можно было	7	4
140	тем что	6	4
141	дело в	3	4
142	мы говорим	2	4
143	уже в	5	3
144	же как	3	3
145	что это	3	3
146	только о	2	3
147	точно так	2	3
148	прежде всего	8	3
149	в тех	2	3
150	к тому	4	3
151	и как	9	3
152	но все	3	3
153	находятся в	2	3
154	это есть	2	3
155	в этой	3	3
156	в самом	12	3
157	значение в	2	3
158	с этой	4	3
159	в которых	6	3
160	его в	6	3
161	конце концов	2	3
162	или как	3	3
163	ни к	2	3
164	если бы	2	3
165	само по	3	3
166	с понятием	3	3
167	об этом	5	3
168	о которых	2	3
169	говорить о	3	3
170	тем более	2	3
171	но не	7	3
172	в качестве	7	3
173	свое значение	2	3
174	но уже	2	3
175	быть и	2	3
176	иной раз	2	3
177	из того	2	3
178	в той	7	3
179	самом деле	6	3
180	и тогда	3	3
181	что такое	10	3
182	хотя бы	5	3
183	отличие от	3	3
184	этот вопрос	4	3
185	имеет свою	2	3
186	и ее	4	3
187	как будто	3	3
188	будто бы	2	3
189	если же	2	3
190	как оно	3	3
191	идет речь	2	3
192	ничего не	2	3
193	в известном	3	2
194	с чем	2	2
195	именно в	8	2
196	в частности	3	2
197	в этих	3	2
198	в отношении	2	2
199	того же	3	2
200	не столько	2	2
201	само собой	2	2
202	но также	14	2
203	этого термина	2	2
204	в известной	3	2
205	от другой	3	2
206	до сих	5	2
207	такого же	2	2
208	совсем не	3	2
209	но что	3	2
210	о чем	4	2
211	от себя	3	2
212	в котором	4	2
213	однако в	3	2
214	из них	3	2
215	и до	2	2
216	от того	3	2
217	в их	11	2
218	во внимание	2	2
219	с одной	4	2
220	что оно	2	2
221	произведения и	2	2
222	как на	11	2
223	широком смысле	8	2
224	в результате	3	2
225	с этим	2	2
226	он и	2	2
227	в начале	3	2
228	как это	5	2
229	мы имеем	3	2
230	есть действительно	2	2
231	а как	3	2
232	нисколько не	3	2
233	это в	2	2
234	на котором	2	2
235	это понятие	2	2
236	быть в	4	2
237	по существу	2	2
238	мы видели	2	2
239	и при	2	2
240	по своему	5	2
241	том виде	3	2
242	есть и	4	2
243	с их	5	2
244	с теми	2	2
245	во всех	2	2
246	дело не	3	2
247	себя в	2	2
248	по сравнению	3	2
249	и именно	12	2
250	вместе с	6	2
251	сих пор	5	2
252	на основании	5	2
253	только что	4	2
254	слова как	2	2
255	в отличие	3	2
256	путь от	2	2
257	xx в	3	2
258	котором он	2	2
259	из которых	2	2
260	целое и	2	2
261	и для	4	2
262	с точки	2	2
263	другое дело	3	2
264	но с	4	2
265	могут быть	4	2
266	как она	4	2
267	в другом	3	2
268	к какому	2	2
269	одна от	2	2
270	сравнению с	3	2
271	нечто целое	2	2
