N	2gram	Propp_Morf_1	FransuaR
1	и в	13	45
2	и не	12	15
3	не только	4	14
4	в этом	14	14
5	но в	2	14
6	во всех	4	13
7	как бы	3	12
8	во время	6	12
9	что в	8	12
10	то же	7	11
11	в то	3	11
12	прежде всего	9	10
13	в том	6	10
14	но и	4	10
15	как и	3	10
16	право на	2	10
17	вовсе не	4	8
18	как мы	6	8
19	и др	10	8
20	таким образом	21	8
21	так же	3	8
22	с его	2	7
23	том что	4	7
24	не в	3	7
25	что и	7	7
26	также и	4	7
27	потому что	3	7
28	что он	4	6
29	в этой	2	6
30	он не	3	6
31	здесь не	2	6
32	так и	6	6
33	того чтобы	3	6
34	для того	2	6
35	связи с	10	6
36	так как	16	6
37	есть и	4	5
38	и к	4	5
39	это и	2	5
40	мы видим	13	5
41	но это	6	5
42	на этом	3	5
43	например в	2	5
44	хотя и	3	5
45	и их	2	5
46	не может	14	5
47	в связи	9	5
48	все эти	2	5
49	на самом	4	5
50	самом деле	4	5
51	и как	5	5
52	его в	2	5
53	перед нами	10	4
54	об этом	4	4
55	очень часто	6	4
56	мы не	8	4
57	и здесь	5	4
58	но не	4	4
59	по своему	2	4
60	ничего не	4	4
61	дается в	2	4
62	в сущности	3	4
63	между собою	2	4
64	а также	4	4
65	а не	11	4
66	а в	7	4
67	можно было	2	4
68	сказать что	2	4
69	с этим	11	4
70	точки зрения	2	4
71	только в	2	4
72	о том	2	4
73	как это	3	4
74	это было	3	4
75	не менее	5	3
76	к началу	4	3
77	и другие	6	3
78	как в	3	3
79	это не	6	3
80	здесь же	3	3
81	по существу	12	3
82	то время	3	3
83	от того	3	3
84	что она	2	3
85	этот момент	3	3
86	того что	3	3
87	не имеет	2	3
88	и для	2	3
89	в которых	2	3
90	в другом	2	3
91	там где	5	3
92	не могут	4	2
93	если мы	5	2
94	с тем	2	2
95	независимо от	3	2
96	и есть	2	2
97	себя и	2	2
98	говорить о	3	2
99	хотя бы	4	2
100	он должен	2	2
101	чтобы его	2	2
102	к этому	3	2
103	можно сказать	2	2
104	к тому	4	2
105	видим что	10	2
106	в начале	3	2
107	то что	8	2
108	в пределах	3	2
109	они и	3	2
110	нельзя было	2	2
111	в качестве	5	2
112	в большинстве	3	2
113	из его	2	2
114	так например	3	2
115	было бы	3	2
116	это явление	4	2
117	несмотря на	4	2
118	может быть	52	2
119	вступают в	3	2
120	если в	5	2
121	один из	5	2
122	все же	7	2
123	благодаря этому	3	2
124	в целом	3	2
125	и за	2	2
126	на него	3	2
127	не будем	4	2
128	в различных	2	2
129	что эта	2	2
130	на котором	3	2
131	и что	2	2
132	с точки	2	2
133	к нему	3	2
134	между тем	5	2
135	мы можем	2	2
136	ту же	2	2
137	но мы	3	2
138	большинстве случаев	3	2
139	заметить что	8	2
