N	2gram	Losev_Vlad_3	Marksizm
1	может быть	8	28
2	и в	40	19
3	как бы	3	19
4	и не	25	19
5	не может	14	18
6	точки зрения	13	17
7	то же	4	16
8	и его	10	16
9	как мы	8	15
10	в этом	16	15
11	таким образом	11	14
12	в сущности	2	14
13	не только	25	13
14	с точки	6	13
15	связи с	2	13
16	в нем	3	11
17	если бы	3	11
18	вовсе не	13	11
19	не в	3	10
20	но и	18	10
21	том что	18	10
22	так и	6	10
23	для него	8	9
24	при этом	3	9
25	как и	7	9
26	на почве	2	9
27	а не	8	9
28	отнюдь не	5	8
29	же время	2	8
30	не является	2	8
31	в то	7	8
32	с его	2	8
33	только в	13	8
34	никогда не	11	7
35	в связи	3	7
36	в том	18	7
37	его в	2	7
38	но в	4	7
39	и более	2	7
40	прежде всего	10	7
41	на самом	3	7
42	и для	3	7
43	в таком	3	7
44	в смысле	6	6
45	к тому	7	6
46	ни в	10	6
47	и как	7	6
48	того чтобы	3	6
49	в самом	4	6
50	же самое	3	6
51	и все	4	6
52	мы уже	5	6
53	быть и	2	6
54	если мы	4	6
55	для того	2	6
56	хотя бы	6	6
57	то ни	3	5
58	является не	3	5
59	смысле слова	6	5
60	к нему	3	5
61	в их	2	5
62	так же	8	5
63	и на	6	5
64	и здесь	6	5
65	к этому	2	5
66	того же	2	5
67	совершенно не	2	5
68	в его	14	5
69	все же	4	5
70	в данном	5	5
71	должна быть	2	4
72	тому что	4	4
73	в отношении	5	4
74	это не	3	4
75	на то	4	4
76	той или	2	4
77	то что	28	4
78	и тем	3	4
79	мы видели	3	4
80	бы то	3	4
81	ведь если	4	4
82	того что	7	4
83	сказать что	12	4
84	бы в	2	4
85	как раз	10	4
86	что он	5	4
87	было бы	4	4
88	вполне понятно	3	4
89	в основном	4	4
90	для себя	5	4
91	только на	5	4
92	в себе	9	4
93	ничего не	5	4
94	не существует	2	3
95	учение о	24	3
96	перед нами	3	3
97	в этих	2	3
98	в какой	2	3
99	с другой	5	3
100	и от	6	3
101	для понимания	2	3
102	да и	6	3
103	в этой	8	3
104	одной стороны	3	3
105	это вполне	2	3
106	не имеют	2	3
107	в ней	5	3
108	за пределы	3	3
109	в котором	4	3
110	в каком	4	3
111	а в	7	3
112	с этим	2	3
113	с одной	3	3
114	все эти	5	3
115	в другом	2	3
116	не имеет	4	3
117	должно быть	5	3
118	же деле	2	3
119	не было	5	3
120	в истории	5	3
121	о том	11	3
122	так как	7	3
123	таком случае	2	3
124	не как	2	3
125	по себе	6	3
126	у нас	5	3
127	самом же	2	3
128	в качестве	3	3
129	одно и	2	3
130	еще не	4	3
131	одной из	2	3
132	не к	2	3
133	он не	8	3
134	что и	7	3
135	не есть	10	3
136	не будет	6	3
137	в своей	9	3
138	только что	2	3
139	в отличие	3	3
140	и то	9	3
141	во всяком	3	3
142	и это	6	3
143	отличие от	3	3
144	уже в	3	2
145	независимо от	3	2
146	что в	17	2
147	что это	9	2
148	в нашем	2	2
149	является как	2	2
150	вопрос о	4	2
151	является для	2	2
152	мы знаем	3	2
153	он был	2	2
154	тому же	5	2
155	более или	5	2
156	но что	2	2
157	до конца	4	2
158	не так	3	2
159	и у	3	2
160	всяком случае	3	2
161	в своем	8	2
162	отношения к	5	2
163	именно в	3	2
164	и даже	6	2
165	друг друга	2	2
166	как на	3	2
167	но для	3	2
168	и с	9	2
169	даже и	12	2
170	xix века	6	2
171	к его	2	2
172	но как	2	2
173	в начале	2	2
174	все то	3	2
175	то есть	24	2
176	или как	4	2
177	от этого	2	2
178	однако и	4	2
179	у него	24	2
180	в жизни	2	2
181	стороны и	2	2
182	не с	4	2
183	но не	4	2
184	здесь в	4	2
185	бы это	2	2
186	и о	4	2
187	и потому	10	2
188	или менее	5	2
189	и речи	2	2
190	не на	2	2
191	а с	4	2
192	сводится к	3	2
193	и эта	3	2
194	мы не	2	2
195	свидетельствует о	2	2
196	тем что	5	2
197	является в	2	2
198	в виде	13	2
199	это же	2	2
200	далеко не	3	2
201	только с	2	2
202	это было	3	2
203	вместе с	7	2
