N	2gram	Vygotskiy__4	Tvorches
1	и в	33	20
2	не только	7	13
3	и т	6	13
4	никогда не	5	11
5	т д	2	11
6	как бы	25	11
7	в его	10	10
8	таким образом	13	10
9	в то	3	10
10	и его	5	9
11	и не	13	9
12	прежде всего	2	8
13	в том	21	8
14	при этом	2	8
15	но и	3	8
16	может быть	22	8
17	в этом	28	8
18	и с	2	8
19	это не	6	7
20	же время	2	7
21	что в	21	7
22	не может	10	7
23	то же	9	7
24	потому что	24	7
25	у него	6	6
26	в конце	8	6
27	что он	20	6
28	как и	5	6
29	в целом	5	6
30	в своей	4	6
31	так и	3	6
32	все это	13	6
33	именно в	2	6
34	а не	6	6
35	если он	2	5
36	в мире	3	5
37	но не	3	5
38	читателя в	2	5
39	например в	3	5
40	все же	5	5
41	так же	13	5
42	и на	5	5
43	в этой	9	5
44	о том	20	5
45	то есть	13	5
46	об этом	4	4
47	что у	4	4
48	и от	2	4
49	мы не	5	4
50	том что	22	4
51	мы видим	6	4
52	что они	6	4
53	что она	10	4
54	когда он	7	4
55	как в	3	4
56	все эти	6	4
57	тем самым	3	4
58	не в	2	4
59	а в	4	4
60	и потому	2	4
61	ничего не	2	4
62	если бы	10	4
63	но в	2	4
64	место в	2	3
65	а с	2	3
66	же как	3	3
67	казалось бы	5	3
68	с этой	4	3
69	в одной	2	3
70	к этому	4	3
71	с ним	5	3
72	характера и	8	3
73	в дневнике	3	3
74	одна из	4	3
75	так например	4	3
76	что не	4	3
77	в самом	12	3
78	и мы	15	3
79	он не	11	3
80	в котором	2	3
81	не является	2	3
82	один из	2	3
83	в нем	7	3
84	то что	44	3
85	и это	5	3
86	вместе с	8	3
87	сих пор	3	3
88	в их	2	3
89	так как	12	3
90	в таком	4	3
91	этот вопрос	4	3
92	в рассказе	8	3
93	тем что	3	3
94	заставляет нас	2	3
95	в своих	3	3
96	в которых	3	3
97	в себе	6	3
98	его в	3	3
99	до сих	3	3
100	уже в	2	2
101	и вдруг	3	2
102	для анализа	2	2
103	все время	24	2
104	по словам	2	2
105	и есть	4	2
106	его и	2	2
107	с другой	2	2
108	в такой	2	2
109	в одном	3	2
110	фабулы и	5	2
111	трагедии в	2	2
112	я не	4	2
113	вовсе не	5	2
114	во всяком	3	2
115	такой же	2	2
116	и ее	2	2
117	гамлета и	8	2
118	в ее	2	2
119	в искусстве	2	2
120	что его	3	2
121	тому же	3	2
122	у нас	4	2
123	так что	7	2
124	мы узнаем	4	2
125	и если	9	2
126	в частности	4	2
127	но если	3	2
128	в руки	2	2
129	всяком случае	3	2
130	точка зрения	2	2
131	себя в	4	2
132	критики и	2	2
133	на него	4	2
134	к самому	2	2
135	т п	3	2
136	бы не	2	2
137	не было	3	2
138	и других	4	2
139	к анализу	3	2
140	сводится к	2	2
141	самом деле	12	2
142	и что	25	2
143	связь с	5	2
144	и наконец	2	2
145	на этот	3	2
146	другой стороны	2	2
147	и он	3	2
148	из этой	3	2
149	что этот	3	2
150	в основе	3	2
151	этой сцене	2	2
152	из них	4	2
153	в виде	3	2
154	здравого смысла	3	2
155	в которой	4	2
156	говорить о	3	2
157	и только	7	2
158	только в	4	2
159	действия и	2	2
160	в русской	2	2
161	при помощи	4	2
162	героя и	2	2
163	сюжета и	2	2
164	из этого	5	2
165	их в	3	2
166	только с	2	2
167	едва ли	2	2
