N	2gram	Vinokur_Ku_1	VerxiiNi
1	и в	24	26
2	таким образом	12	22
3	с тем	5	18
4	вместе с	7	15
5	в этом	14	15
6	точки зрения	14	13
7	как бы	7	12
8	в том	30	11
9	может быть	13	10
10	не только	10	10
11	и с	5	10
12	из этих	4	10
13	связи с	7	9
14	что в	17	9
15	но и	6	9
16	в области	7	9
17	так как	9	9
18	с другой	7	8
19	но не	5	8
20	в общем	3	8
21	и не	12	8
22	как на	3	8
23	том что	21	7
24	но все	2	7
25	из них	4	7
26	то что	9	7
27	а с	3	7
28	потому что	23	7
29	но в	2	7
30	представление о	3	6
31	к тому	5	6
32	и потому	4	6
33	того же	4	6
34	несмотря на	3	6
35	всяком случае	5	6
36	что и	4	6
37	все же	12	6
38	так и	7	6
39	все это	6	6
40	все эти	6	6
41	с точки	9	6
42	во всяком	5	6
43	в себе	3	6
44	о том	9	6
45	крайней мере	5	5
46	до сих	4	5
47	в его	12	5
48	никогда не	2	5
49	к жизни	2	5
50	сих пор	4	5
51	или менее	3	5
52	так же	4	5
53	лишь в	2	5
54	а не	8	5
55	того чтобы	17	5
56	для того	16	5
57	не имеет	2	5
58	в силу	10	5
59	и для	2	5
60	более или	3	5
61	по крайней	5	5
62	учение о	4	4
63	в этих	4	4
64	что все	2	4
65	что он	6	4
66	в нем	4	4
67	в смысле	2	4
68	в самом	10	4
69	в котором	3	4
70	целый ряд	5	4
71	не может	7	4
72	а в	5	4
73	то же	8	4
74	что оно	3	4
75	и что	5	4
76	и тогда	4	4
77	на этот	2	4
78	в которых	6	4
79	он не	2	4
80	в то	2	4
81	только в	11	4
82	в этой	3	4
83	не менее	7	3
84	в рамках	4	3
85	что это	5	3
86	если бы	9	3
87	подойти к	2	3
88	так или	2	3
89	как о	2	3
90	хотя бы	10	3
91	ясно что	3	3
92	можно сказать	3	3
93	так что	4	3
94	и как	2	3
95	и при	2	3
96	в своем	3	3
97	так называемые	3	3
98	в качестве	7	3
99	и если	3	3
100	если в	2	3
101	духовной культуры	2	3
102	тем не	4	3
103	отношению к	9	3
104	когда он	3	3
105	в связи	3	3
106	при этом	6	3
107	но с	2	3
108	уже не	8	3
109	того что	9	3
110	и даже	3	3
111	в которой	6	3
112	в таком	3	3
113	или иначе	2	3
114	с этой	2	3
115	в результате	5	3
116	что эти	4	3
117	в одном	3	3
118	поэтому что	2	2
119	уже в	3	2
120	не могут	2	2
121	с его	4	2
122	именно в	6	2
123	состоит в	3	2
124	одно из	2	2
125	в них	7	2
126	превращается в	2	2
127	образом если	2	2
128	тогда когда	6	2
129	прежде всего	9	2
130	так называемой	2	2
131	не всегда	2	2
132	в свою	3	2
133	на то	4	2
134	или иной	3	2
135	и здесь	3	2
136	по существу	4	2
137	же время	2	2
138	так например	2	2
139	связано с	3	2
140	ли это	2	2
141	тот же	2	2
142	еще не	5	2
143	конечно не	2	2
144	но если	2	2
145	и является	4	2
146	один из	4	2
147	не с	3	2
148	и сами	2	2
149	по своим	2	2
150	для этого	3	2
151	иной раз	2	2
152	в разных	2	2
153	не было	3	2
154	если не	3	2
155	этом отношении	5	2
156	мы имеем	6	2
157	этой точки	2	2
158	в самой	4	2
159	свидетельствует о	2	2
160	одним из	2	2
161	и на	4	2
162	в русском	4	2
163	не в	11	2
164	о котором	2	2
165	и все	2	2
166	очень много	2	2
167	относится к	2	2
168	не потому	5	2
169	к которому	3	2
170	между тем	5	2
171	в виду	5	2
