N	2gram	Losev_Prob_4	RusskieA
1	и в	20	36
2	не только	24	22
3	что в	3	19
4	том что	12	19
5	в том	20	17
6	но и	14	16
7	так как	5	15
8	в этом	9	12
9	в других	2	11
10	это не	7	10
11	как мы	3	10
12	как и	6	10
13	и т	4	10
14	вместе с	5	10
15	и на	3	10
16	потому что	15	10
17	об этом	6	9
18	т д	3	9
19	а в	4	9
20	с тем	4	8
21	у нас	14	8
22	из них	3	8
23	может быть	9	8
24	и по	2	8
25	о том	5	8
26	как это	3	8
27	что они	2	7
28	что и	3	7
29	так и	10	7
30	и не	28	6
31	для нас	6	6
32	при этом	6	6
33	в них	5	6
34	уже не	5	6
35	таким образом	8	6
36	мы не	7	6
37	все это	9	6
38	не имеет	4	6
39	в виде	22	6
40	то что	15	6
41	будто бы	2	6
42	все же	2	5
43	как будто	11	5
44	как бы	4	5
45	с ними	2	5
46	как в	5	5
47	там же	2	5
48	с собой	3	4
49	к тому	3	4
50	еще не	7	4
51	связи с	3	4
52	вплоть до	3	4
53	во всех	4	4
54	не может	5	4
55	в связи	3	4
56	мы имеем	6	4
57	и что	2	4
58	но это	6	4
59	тем что	3	4
60	только в	23	4
61	не менее	10	3
62	для них	2	3
63	что это	2	3
64	по этому	2	3
65	в этих	5	3
66	в качестве	10	3
67	в своем	3	3
68	но все	3	3
69	но они	2	3
70	в одном	4	3
71	и к	3	3
72	тем не	10	3
73	в это	2	3
74	несмотря на	4	3
75	в целях	5	3
76	только на	2	3
77	а также	6	3
78	по содержанию	2	3
79	не будем	2	3
80	в разных	4	3
81	то же	7	3
82	она в	2	3
83	всякого рода	3	3
84	с точки	11	3
85	так же	5	3
86	точки зрения	14	3
87	то есть	27	3
88	далеко не	2	3
89	в области	3	3
90	не было	3	2
91	всех этих	6	2
92	и более	3	2
93	до того	2	2
94	независимо от	3	2
95	в частности	2	2
96	но даже	4	2
97	в нашем	12	2
98	между собой	2	2
99	только для	3	2
100	с этим	4	2
101	и потому	7	2
102	не просто	16	2
103	на все	2	2
104	что именно	2	2
105	в нем	5	2
106	не что	2	2
107	в жизни	3	2
108	он был	3	2
109	так что	6	2
110	и как	3	2
111	и непосредственно	2	2
112	но не	5	2
113	они и	2	2
114	отнюдь не	10	2
115	как они	2	2
116	в ней	7	2
117	в его	3	2
118	и с	7	2
119	на этой	2	2
120	значит что	8	2
121	с ней	2	2
122	но она	3	2
123	что она	4	2
124	как символ	6	2
125	для этого	2	2
126	между прочим	3	2
127	все эти	16	2
128	в какой	4	2
129	на самом	5	2
130	а не	7	2
131	и для	4	2
132	с ним	4	2
133	или в	5	2
134	тут же	3	2
135	мы можем	3	2
136	хотя и	5	2
137	к ней	2	2
138	что иное	2	2
139	но в	8	2
140	ничего общего	5	2
141	мы должны	3	2
142	иное как	2	2
