N	2gram	Medvedev_F_3	Istorich
1	и в	27	24
2	что он	6	21
3	не только	9	21
4	и т	11	17
5	т е	32	16
6	т д	6	16
7	может быть	25	14
8	не может	24	14
9	в этих	3	13
10	что в	8	13
11	как в	4	12
12	в этом	18	12
13	но и	10	11
14	это не	3	10
15	том что	4	10
16	и что	3	10
17	с другой	6	9
18	не в	12	9
19	все же	6	9
20	о том	4	9
21	потому что	7	9
22	еще не	6	8
23	что и	2	8
24	все это	7	8
25	другой стороны	5	8
26	то же	15	8
27	а не	17	8
28	так как	9	8
29	в том	7	7
30	мы видели	4	7
31	одна из	2	7
32	во всех	3	7
33	то что	8	7
34	вместе с	6	7
35	таким образом	18	7
36	тем что	5	6
37	всех этих	2	6
38	для нас	3	6
39	как и	14	6
40	так же	9	6
41	но не	5	6
42	мы увидим	2	6
43	в нем	15	6
44	и все	8	6
45	того что	3	6
46	только в	8	6
47	как он	2	6
48	что это	3	6
49	не менее	7	5
50	дело не	2	5
51	так и	21	5
52	что она	2	5
53	ничего не	2	5
54	героя и	2	5
55	там где	7	5
56	но в	6	5
57	никогда не	5	4
58	вовсе не	28	4
59	он может	2	4
60	тем не	2	4
61	при этом	8	4
62	одной из	2	4
63	мы уже	3	4
64	же как	3	4
65	как бы	8	4
66	и не	30	4
67	мы не	4	4
68	так в	2	4
69	точки зрения	16	4
70	в данном	6	4
71	мы должны	2	4
72	мы можем	4	4
73	уже в	4	3
74	с его	2	3
75	из одного	2	3
76	в них	3	3
77	превращается в	2	3
78	тогда когда	4	3
79	пришли к	3	3
80	в дальнейшем	5	3
81	что они	5	3
82	кажется что	2	3
83	его в	7	3
84	связано с	2	3
85	ее в	3	3
86	данном случае	4	3
87	как мы	8	3
88	приема в	2	3
89	эта связь	2	3
90	и даже	2	3
91	и его	19	3
92	но это	2	3
93	знаем что	2	3
94	уже знаем	2	3
95	из этих	2	3
96	от него	2	3
97	связи с	5	3
98	в конце	3	3
99	на земле	2	2
100	сам он	2	2
101	тому что	3	2
102	того же	3	2
103	вообще не	2	2
104	и от	11	2
105	же что	2	2
106	что собственно	2	2
107	к этому	2	2
108	прежде всего	4	2
109	не могут	10	2
110	в литературе	6	2
111	не можем	2	2
112	стороны и	2	2
113	и ее	6	2
114	в целях	2	2
115	в то	7	2
116	мы знаем	4	2
117	ни в	8	2
118	в ее	4	2
119	это значит	2	2
120	связаны с	2	2
121	она не	4	2
122	было бы	6	2
123	в каких	2	2
124	в действительности	9	2
125	не от	2	2
126	здесь и	6	2
127	в самом	11	2
128	и эта	3	2
129	но оно	2	2
130	ни с	2	2
131	но для	2	2
132	в основном	2	2
133	в котором	2	2
134	и др	2	2
135	и тем	3	2
136	от всех	4	2
137	со стороны	4	2
138	отличается от	2	2
139	вытекает из	2	2
140	здесь не	2	2
141	в связи	4	2
142	уже не	3	2
143	характерно что	2	2
144	но эта	2	2
145	друг друга	5	2
146	как это	4	2
147	увидим что	2	2
148	всех других	3	2
149	что этот	2	2
150	сказать что	3	2
151	в основе	3	2
152	из них	2	2
153	в одной	5	2
154	и на	3	2
155	они не	4	2
156	только на	4	2
157	все эти	6	2
158	и это	2	2
159	конечно не	4	2
160	но при	2	2
