N	2gram	Potebnia_M_2	Problemy
1	и в	24	34
2	и не	19	29
3	как бы	9	27
4	что он	4	23
5	в его	2	22
6	к другому	4	20
7	может быть	23	19
8	в нем	9	19
9	не может	12	19
10	и все	3	19
11	как и	7	18
12	но в	4	16
13	все это	2	16
14	и его	2	16
15	в этом	8	16
16	прежде всего	7	15
17	то же	12	14
18	самом деле	2	13
19	для него	10	13
20	но и	9	12
21	же время	2	12
22	потому что	49	12
23	в то	6	12
24	вовсе не	9	11
25	то что	20	11
26	на самом	2	11
27	не только	15	10
28	слова и	3	10
29	не в	13	9
30	а не	18	9
31	самого начала	2	8
32	никогда не	4	8
33	себя и	2	8
34	с самого	2	8
35	в самом	4	8
36	и т	6	8
37	так же	2	8
38	с ним	5	8
39	и для	3	8
40	в другом	2	8
41	слова в	5	7
42	что в	16	7
43	отношении к	2	7
44	этого слова	6	7
45	все же	5	7
46	на него	3	7
47	что не	5	7
48	там где	4	7
49	что они	5	6
50	от себя	2	6
51	что у	2	6
52	и на	8	6
53	с ними	3	6
54	слово с	2	6
55	с его	2	6
56	от него	4	6
57	так и	5	6
58	т п	3	6
59	в себе	10	6
60	только в	11	6
61	что это	3	5
62	это не	3	5
63	и от	3	5
64	так что	10	5
65	но все	2	5
66	и что	4	5
67	того что	7	5
68	всяком случае	7	5
69	в целом	3	5
70	из них	5	5
71	по отношению	2	5
72	таким образом	11	5
73	а в	8	5
74	мы должны	2	5
75	с тем	4	5
76	в одном	6	5
77	что и	11	5
78	и у	3	5
79	хотя бы	2	5
80	в слове	13	5
81	во всяком	7	5
82	в чем	7	5
83	на вопрос	3	4
84	но на	2	4
85	ни был	2	4
86	с другой	6	4
87	что все	2	4
88	ни было	3	4
89	но это	3	4
90	на этом	2	4
91	у него	2	4
92	при этом	13	4
93	в общем	2	4
94	его с	2	4
95	все эти	2	4
96	рядом с	3	4
97	даже и	2	4
98	его в	3	4
99	так как	10	4
100	если бы	11	4
101	этом смысле	2	4
102	но не	12	4
103	еще не	4	4
104	с таким	3	4
105	как в	10	4
106	с другими	5	4
107	собою и	2	4
108	тем что	7	4
109	и это	2	4
110	вместе с	11	4
111	не менее	5	3
112	уже в	5	3
113	в каждом	2	3
114	в том	18	3
115	что его	3	3
116	такой же	4	3
117	совсем не	2	3
118	что с	2	3
119	хотя и	3	3
120	в котором	4	3
121	есть только	6	3
122	другой стороны	2	3
123	должно быть	2	3
124	их в	2	3
125	в ней	3	3
126	но он	2	3
127	во всем	2	3
128	как он	4	3
129	бы в	2	3
130	от другого	3	3
131	под влиянием	8	3
132	этого не	2	3
133	не как	3	3
134	и во	3	3
135	по крайней	5	3
136	по себе	15	3
137	том что	8	3
138	между тем	6	3
139	другим и	3	3
140	крайней мере	5	3
141	только что	3	3
142	а с	2	3
143	если не	4	3
144	и как	6	3
145	и то	3	3
146	далеко не	3	3
147	а между	4	3
148	это было	2	3
149	в человеке	4	2
150	не было	6	2
151	сама по	2	2
152	в душе	23	2
153	тому что	2	2
154	столь же	5	2
155	эти последние	2	2
156	становится для	3	2
157	вопрос о	2	2
158	тем не	6	2
159	мы знаем	2	2
160	такого же	2	2
161	было в	2	2
162	мог бы	3	2
163	и если	4	2
164	кажется что	3	2
165	например в	3	2
166	что такое	2	2
167	к другим	3	2
168	один из	2	2
169	друг друга	2	2
170	и только	6	2
171	сделать его	2	2
172	т д	3	2
173	которых мы	3	2
174	что оно	4	2
175	те же	3	2
176	но только	2	2
177	как на	3	2
178	несколько раз	2	2
179	с этим	7	2
180	о том	5	2
181	с которыми	2	2
182	сказать что	2	2
183	то все	4	2
184	к которому	2	2
185	вне себя	2	2
186	во время	4	2
187	всех этих	2	2
188	смысле этого	3	2
189	мысли о	4	2
190	в них	5	2
191	а тогда	2	2
192	в жизни	2	2
193	не с	3	2
194	и того	6	2
195	а к	2	2
196	того же	14	2
197	тот же	5	2
198	было бы	13	2
199	если б	5	2
200	за пределы	2	2
201	во всех	7	2
202	к ней	2	2
203	как для	2	2
204	и потому	2	2
205	оно должно	3	2
206	входят в	3	2
207	находится в	3	2
208	так в	4	2
209	бы не	5	2
210	уже не	4	2
211	в которой	5	2
212	той же	3	2
213	у человека	2	2
214	тому как	4	2
215	с такою	2	2
216	между двумя	6	2
217	не то	2	2
218	подобно тому	4	2
219	и вообще	3	2
220	так сказать	4	2
221	если и	2	2
