N	2gram	Bakhtin_Fr_1	Istorich
1	что он	3	24
2	не только	10	18
3	может быть	6	17
4	никогда не	6	15
5	и в	65	15
6	но и	10	14
7	так как	6	14
8	что в	3	12
9	то что	3	12
10	в этих	2	11
11	и не	22	11
12	в этом	15	11
13	его в	7	10
14	еще не	6	9
15	все же	6	9
16	и здесь	3	9
17	потому что	5	9
18	связи с	4	8
19	он не	2	8
20	мы видим	2	8
21	том что	6	7
22	и пр	5	7
23	в нем	13	7
24	сих пор	4	7
25	смерти и	2	7
26	не в	4	7
27	ничего не	3	7
28	связана с	5	6
29	до сих	4	6
30	мы уже	12	6
31	наряду с	2	6
32	в его	9	6
33	как бы	22	6
34	мы здесь	2	6
35	в том	16	6
36	только в	7	6
37	но в	14	6
38	связан с	3	5
39	прежде всего	11	5
40	в одном	5	5
41	к тому	2	5
42	но все	3	5
43	как в	5	5
44	на него	2	5
45	так и	10	5
46	не может	3	5
47	и наконец	2	5
48	к нему	3	5
49	представления о	2	5
50	с одной	2	4
51	и другие	8	4
52	и др	24	4
53	для нас	4	4
54	но это	3	4
55	в этой	4	4
56	при этом	6	4
57	в ней	6	4
58	о нем	3	4
59	связь с	5	4
60	и с	3	4
61	и на	11	4
62	в себе	3	4
63	все эти	10	4
64	всех этих	8	3
65	в состоянии	3	3
66	и его	10	3
67	из этих	2	3
68	он был	2	3
69	одной стороны	2	3
70	между прочим	2	3
71	о том	2	3
72	в их	4	3
73	все это	9	3
74	в себя	3	3
75	того что	2	3
76	роль в	2	3
77	он и	3	3
78	что мы	2	3
79	и это	2	3
80	в других	3	3
81	во время	4	2
82	они были	6	2
83	могут быть	2	2
84	на котором	3	2
85	с другой	3	2
86	это не	3	2
87	и так	2	2
88	но с	2	2
89	в жизни	4	2
90	к себе	2	2
91	на самом	6	2
92	главным образом	6	2
93	не знает	6	2
94	итак в	3	2
95	в тех	3	2
96	человеческого тела	2	2
97	да и	2	2
98	а затем	2	2
99	в основном	2	2
100	как и	5	2
101	но не	2	2
102	одно из	6	2
103	здесь в	8	2
104	кроме того	2	2
105	и часто	2	2
106	например в	2	2
107	на его	2	2
108	и для	2	2
109	в сущности	16	2
110	здесь на	2	2
111	на этой	3	2
112	из них	4	2
113	во всех	9	2
114	и их	3	2
115	и именно	2	2
116	в некоторых	2	2
117	уже очень	2	2
118	приводит к	2	2
119	в свете	2	2
120	не просто	3	2
121	превращается в	5	2
122	самом деле	3	2
123	в системе	3	2
124	и по	2	2
125	или в	2	2
126	сказать что	6	2
127	говорили что	2	2
128	он дает	3	2
129	его на	2	2
130	в таких	2	2
131	нет ничего	3	2
132	так сказать	4	2
133	в особенности	2	2
134	их в	2	2
135	в мир	2	2
136	в виду	3	2
