N	2gram	Vygotskiy__1	Vladivir
1	и в	31	31
2	не только	13	24
3	но и	2	19
4	то что	32	18
5	и не	16	17
6	у него	4	15
7	и даже	6	15
8	том что	16	14
9	что в	23	14
10	в этом	12	14
11	и с	2	14
12	там же	2	13
13	что он	7	12
14	по поводу	2	12
15	в его	6	12
16	но в	3	12
17	в том	30	11
18	потому что	10	11
19	о том	7	11
20	так что	5	10
21	и то	2	10
22	он не	3	10
23	никогда не	8	9
24	как мы	2	9
25	а в	6	9
26	только в	14	9
27	в конце	3	9
28	и по	3	8
29	в то	5	8
30	так как	18	8
31	уже в	3	7
32	как раз	2	7
33	и его	7	7
34	как это	4	7
35	сказать что	7	7
36	к этому	4	6
37	и к	3	6
38	у нас	4	6
39	в качестве	2	6
40	того же	2	6
41	и потому	2	6
42	может быть	22	6
43	в котором	4	6
44	так и	3	6
45	не может	17	6
46	то же	5	6
47	и что	8	6
48	все это	8	5
49	вовсе не	6	5
50	на то	10	5
51	не в	11	5
52	но как	2	5
53	и если	4	5
54	и от	2	5
55	что и	13	5
56	жизни и	3	5
57	когда он	2	5
58	и психологии	2	5
59	что же	2	5
60	не было	3	5
61	в своих	4	5
62	с ним	2	5
63	в своем	3	4
64	что у	3	4
65	и все	5	4
66	и теперь	2	4
67	этом смысле	2	4
68	в нем	2	4
69	главным образом	2	4
70	для нас	5	4
71	в себе	4	4
72	как и	16	4
73	и как	2	4
74	в этой	3	4
75	совсем не	3	4
76	никак не	4	4
77	хотя и	3	4
78	один из	4	4
79	в своей	3	4
80	мысли и	2	4
81	в нас	2	4
82	говорит что	5	4
83	и у	4	4
84	что для	2	4
85	несмотря на	5	4
86	из его	3	4
87	во всем	3	4
88	как он	2	4
89	к нему	2	4
90	в которой	4	4
91	мы увидим	4	3
92	под влиянием	3	3
93	но только	3	3
94	вот что	2	3
95	к тому	4	3
96	отнюдь не	6	3
97	с другой	5	3
98	и так	4	3
99	в жизни	2	3
100	как в	9	3
101	настоящей работы	2	3
102	но не	3	3
103	но это	3	3
104	что они	2	3
105	более или	2	3
106	но что	2	3
107	ничего не	2	3
108	тот же	2	3
109	конце концов	3	3
110	все же	5	3
111	в целом	5	3
112	отношение к	2	3
113	вместе с	8	3
114	или менее	2	3
115	только на	3	3
116	другой стороны	5	3
117	в связи	2	3
118	таким образом	20	3
119	и вот	3	3
120	уже не	2	3
121	в науке	2	3
122	и очень	2	3
123	это можно	2	3
124	с в	3	3
125	и здесь	2	3
126	то есть	26	3
127	с и	5	2
128	с тем	3	2
129	уже и	2	2
130	не менее	2	2
131	в частности	3	2
132	по этому	2	2
133	но даже	2	2
134	в них	2	2
135	по существу	4	2
136	указывает на	4	2
137	что все	3	2
138	ясно что	19	2
139	этом не	2	2
140	тем не	2	2
141	мы знаем	3	2
142	ни в	9	2
143	тому же	3	2
144	это и	3	2
145	что я	4	2
146	от него	2	2
147	все что	3	2
148	то время	5	2
149	это мы	2	2
150	что с	2	2
151	и тот	2	2
152	никак нельзя	2	2
153	при этом	19	2
154	того что	10	2
155	было бы	6	2
156	совершенно не	5	2
157	что на	3	2
158	в самом	11	2
159	том чтобы	7	2
160	и о	4	2
161	на это	2	2
162	всяком случае	6	2
163	к жизни	2	2
164	даже в	2	2
165	и т	26	2
166	из них	2	2
167	него в	2	2
168	из этого	2	2
169	со стороны	4	2
170	что она	6	2
171	только что	2	2
172	но мы	3	2
173	то и	2	2
174	как к	2	2
175	т д	8	2
176	и для	5	2
177	и других	3	2
178	на основании	7	2
179	и сейчас	2	2
180	этой области	2	2
181	тем самым	2	2
182	того чтобы	7	2
183	для того	6	2
184	что мы	8	2
185	что такое	2	2
186	как на	3	2
187	той же	3	2
188	существу дела	2	2
189	в результате	4	2
190	во всяком	8	2
191	к этой	2	2
192	точки зрения	15	2
193	связи со	2	2
194	в каком	2	2
195	из этих	6	2
196	у меня	3	2
197	и это	3	2
198	тех же	2	2
199	в чем	2	2
