N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	41
2	то есть	7	24
3	мы уже	2	18
4	во всех	3	17
5	таким образом	3	17
6	в нем	4	16
7	и с	14	16
8	и его	6	13
9	но и	8	13
10	как мы	11	12
11	в этом	20	12
12	все это	5	11
13	все эти	5	11
14	прежде всего	6	10
15	в самом	2	10
16	не только	12	10
17	так как	5	10
18	то что	20	10
19	здесь в	2	9
20	кроме того	9	9
21	и на	4	9
22	и все	7	9
23	о том	4	9
24	никогда не	7	8
25	в сущности	2	8
26	в этой	4	8
27	но в	8	8
28	у него	19	7
29	в них	3	7
30	вовсе не	4	7
31	том что	12	7
32	как бы	5	7
33	и до	2	7
34	как и	5	7
35	что в	12	7
36	в его	11	7
37	что он	13	6
38	в году	24	6
39	вместе с	8	6
40	также и	6	6
41	сказать что	11	6
42	в то	9	6
43	то же	4	5
44	с его	4	5
45	так же	4	5
46	же время	3	5
47	и он	4	5
48	а также	10	5
49	так и	5	5
50	в своем	8	5
51	в той	2	5
52	и что	5	5
53	той же	4	5
54	еще в	2	5
55	но он	3	5
56	в себе	6	5
57	что это	4	5
58	уже в	3	4
59	борьба с	2	4
60	и от	2	4
61	он был	6	4
62	именно в	4	4
63	у нас	6	4
64	и как	3	4
65	не в	9	4
66	и вообще	10	4
67	тот же	5	4
68	в ней	4	4
69	в котором	5	4
70	даже в	2	4
71	все же	9	4
72	не может	9	4
73	как в	3	4
74	того чтобы	2	4
75	и наконец	4	4
76	и даже	10	4
77	а в	11	4
78	в результате	5	4
79	того же	5	4
80	с ним	5	4
81	из этого	5	4
82	он сам	2	3
83	с этой	4	3
84	с этим	5	3
85	первый план	2	3
86	на все	2	3
87	на первый	2	3
88	мы будем	3	3
89	но это	4	3
90	как у	2	3
91	было бы	9	3
92	и сам	2	3
93	в начале	4	3
94	конечно не	4	3
95	не мог	8	3
96	никак не	3	3
97	и особенно	3	3
98	людей в	2	3
99	жизни и	6	3
100	к этим	2	3
101	и для	3	3
102	при этом	5	3
103	и не	18	3
104	те же	3	3
105	того что	5	3
106	что не	2	3
107	к нему	2	3
108	в данном	3	3
109	народа и	2	3
110	только в	6	3
111	в чем	2	3
112	потому что	9	3
113	также что	2	3
114	не был	2	2
115	отрывок из	2	2
116	всех этих	3	2
117	что если	2	2
118	но уже	2	2
119	в частности	2	2
120	будем говорить	2	2
121	в этих	4	2
122	и во	2	2
123	себе в	2	2
124	в конце	13	2
125	а за	2	2
126	для нас	7	2
127	в том	18	2
128	так что	5	2
129	в дальнейшем	5	2
130	тем более	3	2
131	связи с	8	2
132	на этом	2	2
133	но не	3	2
134	есть и	2	2
135	до конца	7	2
136	и часто	2	2
137	кажется что	2	2
138	может быть	7	2
139	в своей	5	2
140	только его	2	2
141	хотя и	6	2
142	он не	4	2
143	и очень	2	2
144	и потому	2	2
145	в эти	7	2
146	этой книги	2	2
147	мы видели	2	2
148	себя в	2	2
149	был в	2	2
150	данном случае	2	2
151	а именно	6	2
152	есть нечто	2	2
153	и прежде	2	2
154	не на	2	2
155	еще более	3	2
156	как это	7	2
157	мы находим	2	2
158	заключается в	2	2
159	возможно что	2	2
160	а не	7	2
161	с точки	3	2
162	мы не	2	2
163	и то	5	2
164	их в	2	2
165	точки зрения	7	2
166	на его	4	2
167	из этих	3	2
168	начиная с	2	2
169	всем и	2	2
170	как он	2	2
171	в области	3	2
172	тогда когда	2	2
173	это было	4	2
174	в новом	2	2
