N	2gram	Bakhtin_Fr_3	Literetu
1	и не	13	22
2	и в	40	16
3	в мире	4	16
4	при этом	3	15
5	не только	13	14
6	но и	11	14
7	в этом	15	14
8	а не	5	12
9	то что	5	12
10	может быть	9	12
11	в том	8	12
12	в частности	3	11
13	такого рода	3	10
14	своего рода	2	10
15	то же	7	9
16	так и	3	9
17	в то	6	9
18	том что	4	8
19	не может	3	8
20	в этой	3	8
21	как бы	3	8
22	в своей	6	7
23	же время	6	7
24	точки зрения	2	7
25	только в	3	7
26	с его	3	6
27	с другой	2	6
28	еще не	3	6
29	в его	13	6
30	и т.п	10	6
31	и его	17	6
32	в себе	3	6
33	в другом	3	6
34	о том	4	6
35	это не	2	5
36	в году	5	5
37	что он	2	5
38	в ее	3	5
39	как и	11	5
40	лишь в	2	5
41	в целом	2	5
42	вместе с	3	5
43	как в	3	5
44	в отличие	3	5
45	а в	3	5
46	этом отношении	2	5
47	именно в	2	5
48	в основе	5	5
49	то есть	18	5
50	отличие от	3	5
51	но не	2	4
52	даже в	4	4
53	до конца	6	4
54	и если	2	4
55	в начале	3	4
56	и для	5	4
57	одним из	2	4
58	отношению к	2	4
59	из них	4	4
60	данном случае	2	4
61	по отношению	3	4
62	а также	4	4
63	в данном	4	4
64	одно из	3	4
65	в одном	7	4
66	том числе	3	3
67	только для	3	3
68	прежде всего	16	3
69	в романе	15	3
70	и как	3	3
71	о чем	2	3
72	например в	2	3
73	и к	3	3
74	на его	2	3
75	в самом	6	3
76	еще в	3	3
77	жизни и	4	3
78	самом деле	3	3
79	и наконец	3	3
80	той же	8	3
81	потому что	2	3
82	там где	3	3
83	в области	4	3
84	но в	8	3
85	между тем	3	3
86	что в	12	2
87	не менее	2	2
88	если бы	3	2
89	как о	2	2
90	в конце	3	2
91	одного из	2	2
92	к этому	6	2
93	или иной	2	2
94	в нем	5	2
95	и ее	2	2
96	раз в	2	2
97	у нас	4	2
98	связи с	6	2
99	числе и	2	2
100	того же	2	2
101	для него	5	2
102	можно сказать	2	2
103	и перед	2	2
104	было бы	4	2
105	и сам	2	2
106	со всеми	5	2
107	в первой	2	2
108	во всех	6	2
109	вплоть до	3	2
110	той или	2	2
111	о нем	3	2
112	к жизни	2	2
113	один из	4	2
114	что и	3	2
115	все же	2	2
116	отношение к	8	2
117	в ту	7	2
118	как мы	10	2
119	во всей	3	2
120	как раз	5	2
121	еще и	2	2
122	и вот	2	2
123	того чтобы	4	2
124	для того	3	2
125	и даже	4	2
126	своей жизни	2	2
127	в своих	5	2
128	и на	8	2
129	и с	8	2
130	тем что	3	2
131	он в	2	2
132	далеко не	2	2
133	он и	7	2
134	xix века	4	2
135	и потому	4	2
136	здесь не	3	2
137	одном из	2	2
