N	2gram	Voloshinov_1	Hudozhes
1	том что	5	16
2	и в	12	14
3	так и	4	13
4	а не	5	12
5	в том	6	12
6	не только	4	12
7	при этом	6	12
8	о том	3	12
9	прежде всего	8	11
10	в этом	4	11
11	в себе	3	11
12	для него	3	10
13	в своей	3	10
14	как и	5	9
15	то же	5	9
16	как в	5	8
17	то что	5	8
18	отношению к	11	8
19	по отношению	11	8
20	между тем	3	8
21	в то	2	8
22	в его	2	8
23	ничего не	2	8
24	это не	2	7
25	уже не	4	7
26	не в	4	7
27	еще не	3	7
28	как бы	13	7
29	не может	16	7
30	никогда не	5	6
31	что в	2	6
32	не менее	3	5
33	с его	2	5
34	в этих	2	5
35	может быть	14	5
36	только в	6	5
37	но и	3	5
38	жизни и	4	5
39	самом деле	3	5
40	и его	13	5
41	ни в	3	5
42	точки зрения	14	5
43	героя и	5	5
44	но в	5	5
45	в своем	2	4
46	и все	2	4
47	можно сказать	5	4
48	и к	4	4
49	тем не	3	4
50	она не	2	4
51	в самом	4	4
52	в ней	6	4
53	того что	3	4
54	он не	2	4
55	с ним	3	4
56	и с	3	4
57	но не	2	3
58	если бы	9	3
59	отнюдь не	5	3
60	в литературе	4	3
61	в пределах	3	3
62	в нем	6	3
63	все же	4	3
64	и для	3	3
65	все эти	3	3
66	с точки	2	3
67	и по	3	3
68	или не	3	3
69	такой же	2	3
70	и на	4	3
71	как к	3	3
72	его в	4	3
73	в творчестве	3	3
74	едва ли	2	3
75	автора и	2	2
76	себя и	2	2
77	и так	2	2
78	и потому	2	2
79	в себя	2	2
80	ясно что	3	2
81	в такой	3	2
82	по себе	3	2
83	да и	3	2
84	и что	2	2
85	до конца	2	2
86	только на	3	2
87	для других	2	2
88	лежит на	2	2
89	сих пор	3	2
90	на него	2	2
91	в форме	2	2
92	все это	3	2
93	влияние на	2	2
94	и не	10	2
95	жизнью и	2	2
96	на самом	4	2
97	что не	4	2
98	и герой	3	2
99	с этой	2	2
100	еще раз	2	2
101	в художественном	3	2
102	нет ничего	2	2
103	здесь не	3	2
104	мы не	3	2
105	до сих	3	2
