N	2gram	Trubetskoy_1	FransuaR
1	и в	23	65
2	то есть	2	45
3	как бы	10	22
4	и не	8	22
5	вовсе не	2	18
6	в сущности	2	16
7	в том	30	16
8	в этом	12	15
9	но в	4	14
10	в нем	3	13
11	мы уже	4	12
12	прежде всего	3	11
13	и на	6	11
14	и потому	3	10
15	не только	7	10
16	но и	9	10
17	так и	10	10
18	все эти	19	10
19	в его	5	9
20	во всех	10	9
21	все это	11	9
22	по своему	5	8
23	в своем	10	8
24	в основе	2	8
25	всех этих	4	8
26	в дальнейшем	2	8
27	культуры и	9	8
28	его в	5	7
29	в области	4	7
30	жизни и	2	7
31	точки зрения	13	7
32	только в	6	7
33	никогда не	4	6
34	не знает	2	6
35	том что	19	6
36	все же	13	6
37	как мы	2	6
38	еще не	5	6
39	при этом	9	6
40	может быть	16	6
41	в ней	3	6
42	на самом	7	6
43	и у	4	6
44	одно из	3	6
45	так как	7	6
46	в частности	2	5
47	в них	2	5
48	потому что	9	5
49	отличие от	3	5
50	есть в	2	5
51	между людьми	2	5
52	для него	2	5
53	как и	9	5
54	в своих	2	5
55	между тем	12	5
56	и все	7	5
57	в общем	6	4
58	этой культуры	3	4
59	связи с	4	4
60	и к	5	4
61	не в	8	4
62	в этой	6	4
63	отношение к	4	4
64	совершенно не	3	4
65	в самом	8	4
66	из них	5	4
67	и до	3	4
68	сих пор	8	4
69	до сих	8	4
70	в их	4	4
71	для нас	3	4
72	между ними	2	4
73	культуры в	10	4
74	в жизни	3	4
75	не могут	4	3
76	мы будем	3	3
77	но на	2	3
78	что в	8	3
79	в состоянии	4	3
80	это не	3	3
81	европейской культуры	6	3
82	в тех	3	3
83	что он	7	3
84	но все	5	3
85	мы и	2	3
86	в самой	2	3
87	самом деле	12	3
88	но для	2	3
89	по своей	7	3
90	даже в	3	3
91	к нему	2	3
92	с точки	8	3
93	то что	18	3
94	на этой	2	3
95	и их	5	3
96	не может	17	3
97	и других	2	3
98	в себя	2	3
99	с другой	6	3
100	по его	2	3
101	друг друга	2	3
102	в себе	5	3
103	и вообще	3	3
104	далеко не	5	3
105	но как	2	3
106	с ним	6	3
107	и с	5	3
108	в виду	2	3
109	но не	2	2
110	к тому	8	2
111	и без	5	2
112	не подлежит	3	2
113	и от	5	2
114	из этих	8	2
115	этих двух	2	2
116	на все	5	2
117	конечно в	2	2
118	исторического развития	2	2
119	и так	2	2
120	либо как	2	2
121	начало и	6	2
122	а затем	2	2
123	из всех	5	2
124	многие из	5	2
125	от него	3	2
126	культуры все	2	2
127	одной стороны	2	2
128	несмотря на	6	2
129	между прочим	2	2
130	от того	3	2
131	хотя и	4	2
132	он не	3	2
133	не вполне	3	2
134	и особенно	2	2
135	и для	6	2
136	приобщение к	6	2
137	в целом	5	2
138	на него	2	2
139	в процессе	2	2
140	с одной	3	2
141	того что	6	2
142	при таком	2	2
143	что мы	4	2
144	и наконец	3	2
145	и по	3	2
146	одним из	4	2
147	в таком	4	2
148	образом в	3	2
149	этот вопрос	2	2
150	их в	2	2
151	в этих	3	2
152	различия между	3	2
153	но с	2	2
154	совершенно иной	2	2
155	во всем	3	2
156	культуре и	4	2
157	о том	7	2
158	и это	3	2
