N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	45	29
2	том что	7	27
3	в том	8	27
4	в этом	20	21
5	но и	15	19
6	что в	6	19
7	не только	16	19
8	о том	3	17
9	что он	7	13
10	в его	22	13
11	то что	5	11
12	все это	5	11
13	в которой	2	11
14	таким образом	11	10
15	в своем	5	9
16	так и	3	9
17	этом отношении	2	9
18	и не	42	9
19	как на	2	9
20	потому что	8	9
21	он не	9	9
22	и пр	2	8
23	как раз	6	8
24	но в	6	8
25	но все	4	7
26	в самом	13	7
27	в ней	7	7
28	в виду	2	7
29	в котором	7	7
30	я не	6	7
31	в своей	6	7
32	того как	3	7
33	об этом	3	6
34	в одном	6	6
35	вовсе не	7	6
36	до сих	2	6
37	одним из	3	6
38	все же	4	6
39	и что	2	6
40	и его	8	6
41	и на	7	6
42	прежде всего	11	5
43	была бы	3	5
44	в той	3	5
45	было бы	4	5
46	как бы	15	5
47	сих пор	2	5
48	а не	10	5
49	того что	3	5
50	точки зрения	19	5
51	в русской	2	5
52	а как	4	4
53	именно в	3	4
54	что у	4	4
55	но с	3	4
56	к этому	4	4
57	в романе	3	4
58	не в	8	4
59	для него	9	4
60	и к	2	4
61	и о	2	4
62	хотя и	2	4
63	в нем	20	4
64	ничего не	3	4
65	и с	7	4
66	не менее	2	3
67	не был	2	3
68	же как	4	3
69	в этих	4	3
70	не является	3	3
71	в образе	3	3
72	по себе	8	3
73	идет о	2	3
74	ни в	2	3
75	у нас	2	3
76	так что	2	3
77	но это	2	3
78	в начале	2	3
79	как у	2	3
80	но не	6	3
81	до конца	7	3
82	кажется что	2	3
83	одной из	2	3
84	например в	2	3
85	у меня	3	3
86	никогда не	17	3
87	и даже	3	3
88	из них	9	3
89	самом деле	4	3
90	подчеркнуть что	3	3
91	как в	4	3
92	в их	4	3
93	а с	3	3
94	не было	2	3
95	тем что	2	3
96	и он	3	3
97	и по	2	3
98	ни одного	3	3
99	хотя бы	5	3
100	так же	5	3
101	связан с	2	3
102	и здесь	2	3
103	что эта	2	3
104	с его	8	2
105	и более	2	2
106	совершенно так	2	2
107	и другие	4	2
108	если бы	2	2
109	и др	4	2
110	в них	4	2
111	видел в	2	2
112	в одной	5	2
113	если не	2	2
114	в конце	4	2
115	в чисто	2	2
116	не раз	2	2
117	связь с	2	2
118	конечно в	2	2
119	выражение в	3	2
120	что и	5	2
121	и положений	2	2
122	в ее	3	2
123	не потому	2	2
124	как и	14	2
125	и как	2	2
126	что они	3	2
127	в истории	2	2
128	в то	5	2
129	художественного изображения	3	2
130	и сам	3	2
131	на его	5	2
132	может быть	18	2
133	не по	3	2
134	и потому	6	2
135	на то	2	2
136	на почве	4	2
137	даже в	6	2
138	нет и	3	2
139	полное право	2	2
140	только в	9	2
141	ее в	2	2
142	в некоторых	2	2
143	ни с	2	2
144	в процессе	2	2
145	со стороны	4	2
146	только что	2	2
147	не на	4	2
148	не может	24	2
149	нигде не	6	2
150	в особенности	2	2
151	то же	5	2
152	все эти	4	2
153	при этом	2	2
154	там где	6	2
155	они не	2	2
156	не имеет	3	2
157	с точки	9	2
158	конечно и	2	2
159	в результате	3	2
160	сказать что	5	2
161	которую он	3	2
162	в себе	5	2
163	этот вопрос	4	2
164	от его	2	2
165	его в	3	2
166	как он	4	2
167	и всегда	2	2
168	так как	5	2
169	как это	2	2
170	отметить что	2	2
171	в области	2	2
172	это очень	2	2
173	это было	2	2
174	о мире	5	2
