N	2gram	Vinokur_Ku_2	Dialekti
1	т е	22	30
2	и не	16	30
3	может быть	15	20
4	и в	23	19
5	не только	20	19
6	по себе	10	18
7	и т	39	17
8	а не	10	16
9	т д	14	15
10	то что	9	14
11	что она	3	14
12	и даже	2	14
13	в том	19	14
14	как бы	4	14
15	так как	15	14
16	потому что	25	14
17	вовсе не	9	13
18	но и	7	12
19	то же	6	12
20	не просто	2	12
21	точки зрения	14	12
22	и все	2	12
23	что это	7	10
24	ни в	4	10
25	как и	2	10
26	в нем	4	10
27	так и	4	10
28	том что	11	10
29	это не	6	10
30	сказать что	4	10
31	никогда не	2	9
32	по крайней	6	9
33	крайней мере	6	9
34	не может	9	9
35	же и	2	9
36	прежде всего	8	8
37	она не	2	8
38	с точки	8	8
39	не в	8	8
40	в этом	18	8
41	в своей	2	8
42	как это	5	7
43	но это	3	7
44	но что	2	7
45	совершенно не	3	7
46	что в	10	7
47	должно быть	4	7
48	и то	5	7
49	как будто	2	7
50	я не	5	6
51	что он	5	6
52	что не	6	6
53	да и	6	6
54	что они	2	6
55	отнюдь не	4	6
56	в то	4	6
57	но не	6	6
58	конечно не	2	6
59	того что	3	6
60	чтобы не	2	6
61	и вообще	2	6
62	сознания и	2	5
63	должна быть	5	5
64	с другой	8	5
65	в одну	2	5
66	же время	3	5
67	в силу	7	5
68	можно сказать	4	5
69	и пр	8	5
70	в самом	12	5
71	и следовательно	2	5
72	и потому	2	5
73	что и	3	5
74	и это	3	5
75	а именно	2	5
76	как раз	3	5
77	все равно	2	5
78	и что	8	5
79	и его	3	5
80	говорить о	4	5
81	только в	5	5
82	не то	2	5
83	и с	7	5
84	в виду	3	5
85	уже в	3	4
86	или иное	3	4
87	нисколько не	3	4
88	и есть	2	4
89	в своем	2	4
90	ясно что	5	4
91	не могут	5	4
92	все же	7	4
93	при этом	2	4
94	еще не	5	4
95	и если	2	4
96	к нему	2	4
97	он не	3	4
98	хотя бы	9	4
99	связи с	3	4
100	от того	4	4
101	все это	5	4
102	другой стороны	7	4
103	в связи	4	4
104	таким образом	5	4
105	что оно	3	4
106	и вот	5	4
107	заключается в	2	4
108	самом деле	9	4
109	и по	3	4
110	то или	3	4
111	а в	3	4
112	могут быть	4	4
113	в каком	4	4
114	в другом	2	4
115	это конечно	2	4
116	думаю что	2	3
117	не менее	7	3
118	всех этих	3	3
119	и более	2	3
120	же как	2	3
121	можно ли	4	3
122	и от	2	3
123	была бы	4	3
124	вопрос о	9	3
125	а только	3	3
126	об этом	5	3
127	как мы	3	3
128	но только	4	3
129	уже не	8	3
130	это и	3	3
131	одно время	2	3
132	в этой	6	3
133	что если	2	3
134	только как	2	3
135	было бы	15	3
136	в целях	2	3
137	себе не	2	3
138	тех пор	2	3
139	мы говорим	2	3
140	с этим	3	3
141	не было	4	3
142	мы имеем	5	3
143	в той	2	3
144	должны быть	2	3
145	что такое	3	3
146	в данном	4	3
147	от этого	2	3
148	нуждается в	2	3
149	и где	2	3
150	это только	2	3
151	о котором	2	3
152	будто бы	2	3
153	то не	2	3
154	ничего не	4	3
155	смысла и	2	2
156	что же	5	2
157	быть только	2	2
158	само по	5	2
159	в узком	4	2
160	в частности	2	2
161	в зависимости	4	2
162	следует что	3	2
163	что у	2	2
164	перед нами	4	2
165	в конце	4	2
166	на самом	2	2
167	не должно	2	2
168	именно в	3	2
169	если мы	4	2
170	большею частью	2	2
171	к тому	4	2
172	что на	4	2
173	тем не	6	2
174	же в	3	2
175	в широком	2	2
176	только потому	8	2
177	но все	4	2
178	что я	4	2
179	зависимости от	5	2
180	с тем	2	2
181	очевидно что	2	2
182	мы в	2	2
183	в сущности	9	2
184	несмотря на	5	2
185	в ней	3	2
186	в сфере	3	2
187	всяком случае	5	2
188	так или	2	2
189	говоря уже	2	2
190	на все	2	2
191	как не	3	2
192	не говоря	2	2
193	дело не	2	2
194	данном случае	2	2
195	в их	2	2
196	так же	4	2
197	не на	2	2
198	т п	24	2
199	смысл и	3	2
200	того как	2	2
201	с одной	2	2
202	как в	3	2
203	с первого	2	2
204	тем же	2	2
205	бы и	4	2
206	также что	2	2
207	или в	4	2
208	или иначе	3	2
209	с ними	2	2
210	широком смысле	4	2
211	в своих	2	2
212	также и	5	2
213	в результате	4	2
214	между тем	6	2
215	не как	2	2
216	тем что	3	2
217	только о	2	2
218	на который	2	2
219	что мы	6	2
220	мы должны	2	2
221	того или	2	2
222	во всяком	5	2
223	но вот	2	2
224	все эти	12	2
225	есть в	3	2
226	уже о	3	2
227	ни на	2	2
228	иметь в	2	2
229	в области	11	2
230	но в	11	2
231	вместе с	5	2
232	на этом	3	2
