N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	41
2	то есть	11	24
3	и т.п	5	19
4	таким образом	3	17
5	в нем	3	16
6	и с	2	16
7	и его	5	13
8	но и	17	13
9	как мы	2	12
10	в этом	13	12
11	все эти	2	11
12	прежде всего	6	10
13	в самом	6	10
14	не только	15	10
15	так как	2	10
16	то что	6	10
17	и на	5	9
18	и все	3	9
19	о том	5	9
20	никогда не	2	8
21	в сущности	6	8
22	в этой	5	8
23	но в	8	8
24	вовсе не	2	7
25	том что	12	7
26	как бы	5	7
27	и до	2	7
28	как и	13	7
29	что в	5	7
30	в его	13	7
31	что он	3	6
32	один из	2	6
33	вместе с	4	6
34	также и	2	6
35	в то	9	6
36	то же	9	5
37	с его	3	5
38	в литературе	4	5
39	же время	6	5
40	а также	3	5
41	из них	2	5
42	так и	4	5
43	в той	8	5
44	той же	2	5
45	еще в	2	5
46	в себе	11	5
47	в эпизоде	2	5
48	с другой	4	4
49	роль в	2	4
50	именно в	4	4
51	и как	5	4
52	не в	14	4
53	большей или	4	4
54	одной стороны	3	4
55	в котором	3	4
56	даже в	3	4
57	все же	4	4
58	не может	22	4
59	с одной	3	4
60	самом деле	2	4
61	того чтобы	3	4
62	одним из	3	4
63	а в	9	4
64	более того	3	4
65	в основе	6	4
66	в другом	4	4
67	того же	4	4
68	с ним	4	4
69	первом случае	2	3
70	или меньшей	4	3
71	романа в	2	3
72	на все	2	3
73	было бы	2	3
74	и сам	2	3
75	в начале	2	3
76	в искусстве	2	3
77	не остается	2	3
78	этом отношении	2	3
79	при этом	12	3
80	и не	21	3
81	того что	4	3
82	что не	3	3
83	к нему	3	3
84	с другими	4	3
85	в данном	2	3
86	только в	6	3
87	в первом	2	3
88	потому что	2	3
89	времени и	6	2
90	не могут	3	2
91	в частности	19	2
92	для этого	2	2
93	одного и	2	2
94	себе в	2	2
95	что именно	2	2
96	внешнем мире	2	2
97	в том	27	2
98	тем более	2	2
99	на этом	2	2
100	но не	10	2
101	как известно	3	2
102	никто не	3	2
103	может быть	29	2
104	за пределы	2	2
105	в своей	6	2
106	он не	3	2
107	и потому	2	2
108	должен быть	6	2
109	себя в	6	2
110	данном случае	2	2
111	а именно	3	2
112	другой стороны	2	2
113	из того	4	2
114	лишь в	5	2
115	а не	17	2
116	с точки	4	2
117	из четырех	2	2
118	каждый из	2	2
119	самим собой	2	2
120	и то	2	2
121	то он	2	2
122	между тем	5	2
123	точки зрения	6	2
124	на его	2	2
125	из этих	2	2
126	в наиболее	3	2
127	что мы	3	2
128	как он	3	2
129	в области	4	2
130	тогда когда	2	2
131	мира в	2	2
132	в новом	2	2
