N	2gram	Tiupa_Hudo_1	TeoriaLi
1	в мире	3	24
2	не только	12	18
3	в качестве	9	17
4	тогда как	7	16
5	и не	2	16
6	а в	7	14
7	в частности	5	13
8	и в	14	13
9	состоит в	2	13
10	может быть	5	12
11	так и	13	12
12	при этом	12	11
13	в этом	11	11
14	в том	12	11
15	но не	3	10
16	в тексте	3	10
17	а не	12	10
18	и его	5	10
19	в его	8	9
20	то же	9	9
21	что в	6	8
22	своего рода	7	8
23	такого рода	3	8
24	отношению к	8	8
25	но и	5	8
26	по отношению	8	8
27	себя в	4	7
28	в себе	11	7
29	том что	16	7
30	во второй	5	7
31	точки зрения	5	7
32	по своей	4	7
33	в то	8	7
34	только в	5	7
35	с его	5	6
36	же время	8	6
37	художественной реальности	3	6
38	еще не	7	6
39	картина мира	4	6
40	в первой	6	6
41	лишь в	3	6
42	как бы	7	6
43	в русской	4	6
44	но в	5	6
45	в рамках	2	5
46	однако в	2	5
47	в своем	4	5
48	или иного	2	5
49	а также	3	5
50	в ее	3	5
51	как и	9	5
52	не в	7	5
53	в пределах	3	5
54	в самом	4	5
55	того или	2	5
56	в нем	3	5
57	как в	8	5
58	а а	2	5
59	он не	4	5
60	уже не	7	5
61	жизни как	2	5
62	не случайно	7	5
63	между тем	8	5
64	героя и	5	5
65	художественного восприятия	2	4
66	личности и	2	4
67	не менее	5	4
68	конечном счете	2	4
69	не столько	2	4
70	художественности в	2	4
71	личности в	7	4
72	можно сказать	4	4
73	в ходе	3	4
74	ни в	5	4
75	внутреннего я	2	4
76	читателя в	6	4
77	и а	5	4
78	в конечном	2	4
79	в своей	10	4
80	то что	8	4
81	по преимуществу	3	4
82	в форме	2	4
83	в их	2	4
84	приводит к	3	4
85	не может	7	4
86	художественного мира	2	4
87	хотя и	2	4
88	но он	3	4
89	а и	2	4
90	говорить о	3	4
91	не знает	2	4
92	как правило	6	4
93	всего лишь	4	4
94	слова в	2	3
95	ни к	2	3
96	перед нами	5	3
97	никогда не	6	3
98	в этих	5	3
99	прежде всего	11	3
100	и к	4	3
101	а только	4	3
102	тем не	4	3
103	по своему	3	3
104	для него	10	3
105	того что	4	3
106	например в	2	3
107	и потому	2	3
108	авторской позиции	2	3
109	с ее	2	3
110	картины мира	4	3
111	художественного письма	2	3
112	как раз	4	3
113	так в	2	3
114	а с	2	3
115	именно в	7	3
116	художественного целого	4	3
117	в другом	2	3
118	и что	2	3
119	и по	3	3
120	потому что	5	3
121	в финале	3	3
122	в этой	8	3
123	его в	3	3
124	все эти	3	3
125	в художественном	2	3
126	если бы	3	2
127	себя и	2	2
128	в следующей	3	2
129	в конце	4	2
130	жизни в	6	2
131	способ существования	2	2
132	в аспекте	5	2
133	это не	7	2
134	человеческого я	4	2
135	на фоне	2	2
136	по себе	2	2
137	в литературе	3	2
138	что он	9	2
139	совершенно иной	2	2
140	к тому	7	2
141	об этом	5	2
142	но как	2	2
143	его я	2	2
144	казалось бы	7	2
145	внутреннего мира	2	2
146	одной из	2	2
147	иначе говоря	2	2
148	слова как	2	2
149	к жизни	5	2
150	так или	2	2
151	даже в	3	2
152	своей природе	2	2
153	в целом	2	2
154	русской литературе	3	2
155	со стороны	3	2
156	личности к	2	2
157	человеческой жизни	4	2
158	в анекдоте	4	2
159	здесь не	2	2
160	как к	3	2
161	мышления и	2	2
162	и для	3	2
163	от себя	2	2
164	читательского восприятия	3	2
165	в себя	2	2
166	и о	4	2
167	с точки	3	2
168	и даже	3	2
169	или иначе	2	2
170	человеческого бытия	3	2
171	в рассказе	11	2
172	автора и	2	2
173	у него	9	2
174	человеческих отношений	5	2
175	как будто	4	2
176	не следует	2	2
177	в равной	3	2
178	о том	12	2
179	и это	4	2
180	я и	2	2
