N	2gram	Vygotskiy__5	FransuaR
1	и в	30	41
2	то есть	13	20
3	таким образом	20	19
4	в этом	14	15
5	и все	4	14
6	как и	6	14
7	в этой	5	13
8	то же	7	13
9	все эти	2	13
10	мы уже	6	12
11	в его	4	12
12	прежде всего	4	11
13	в том	27	11
14	как мы	5	11
15	в себе	5	11
16	так и	3	10
17	все это	2	10
18	в то	2	10
19	в качестве	2	9
20	и его	6	9
21	не в	8	9
22	но и	6	9
23	в своем	6	9
24	что в	24	9
25	в конце	4	8
26	по существу	2	8
27	то что	37	8
28	но в	5	8
29	в них	4	7
30	вовсе не	3	7
31	в романе	2	7
32	как бы	19	7
33	в нем	7	7
34	и не	6	7
35	у него	3	6
36	это не	3	6
37	ни в	3	6
38	мы видим	8	6
39	для него	3	6
40	и до	2	6
41	с помощью	2	6
42	только в	5	6
43	о том	10	6
44	уже в	6	5
45	к этому	3	5
46	не только	16	5
47	и к	4	5
48	на этом	6	5
49	в ней	4	5
50	вместе с	12	5
51	что и	3	5
52	как в	3	5
53	того как	2	5
54	а в	4	5
55	и для	6	5
56	так же	13	5
57	на одном	4	5
58	точки зрения	7	5
59	и это	8	5
60	потому что	23	5
61	что это	8	4
62	но он	3	4
63	и здесь	6	4
64	том что	21	4
65	но все	2	4
66	одна из	3	4
67	слов и	2	4
68	было бы	5	4
69	в сущности	12	4
70	может быть	11	4
71	он не	3	4
72	в виду	4	4
73	целый ряд	3	4
74	и наконец	3	4
75	должно быть	2	4
76	рядом с	5	4
77	и на	3	4
78	и с	2	4
79	он дает	2	4
80	конце концов	2	4
81	ничего не	2	4
82	из самых	2	3
83	и другие	3	3
84	и есть	5	3
85	в отношении	2	3
86	что у	3	3
87	того же	2	3
88	в одном	2	3
89	и потому	5	3
90	это в	3	3
91	он был	2	3
92	в нее	2	3
93	по этому	5	3
94	совсем не	2	3
95	в своей	4	3
96	в свою	3	3
97	смерти в	2	3
98	при этом	8	3
99	из них	2	3
100	несмотря на	5	3
101	все то	2	3
102	и эта	2	3
103	что он	17	3
104	жизни и	6	3
105	во всех	2	3
106	в форме	2	3
107	в их	3	3
108	не может	9	3
109	мы найдем	4	3
110	в той	3	3
111	с точки	2	3
112	той же	3	3
113	можно было	3	3
114	тем что	6	3
115	не знает	2	3
116	и вся	3	3
117	так как	9	3
118	перед нами	2	2
119	что все	6	2
120	с его	2	2
121	все время	20	2
122	находит свое	2	2
123	именно в	6	2
124	никогда не	9	2
125	он только	3	2
126	что между	2	2
127	в этих	3	2
128	и так	2	2
129	в одной	2	2
130	с этим	2	2
131	на самом	2	2
132	человека в	3	2
133	том и	2	2
134	есть то	2	2
135	есть не	4	2
136	о котором	6	2
137	к тому	8	2
138	нас не	2	2
139	и как	7	2
140	в себя	2	2
141	до конца	2	2
142	одно и	3	2
143	тот же	3	2
144	еще не	5	2
145	того что	8	2
146	на том	2	2
147	он заставляет	3	2
148	должен быть	2	2
149	в состоянии	3	2
150	не есть	4	2
151	остановимся на	3	2
152	же в	2	2
153	в образах	2	2
154	входят в	2	2
155	образом и	2	2
156	по отношению	2	2
157	дает ему	2	2
158	имеет дело	4	2
159	этом отношении	3	2
160	в течение	2	2
161	находится в	2	2
162	и вот	2	2
163	только на	4	2
164	а не	8	2
165	с самого	3	2
166	говорит что	6	2
167	из которых	4	2
168	мы не	3	2
169	или в	6	2
170	в данном	3	2
171	и то	9	2
172	в результате	4	2
173	что есть	2	2
174	сейчас увидим	2	2
175	в словах	2	2
176	к самому	2	2
177	в которых	2	2
178	ту же	2	2
179	как он	2	2
180	дело в	2	2
181	мы сейчас	3	2
182	бы в	5	2
183	в каждой	3	2
184	в которой	3	2
185	мы имеем	8	2
186	нет ни	2	2
