N	2gram	Medvedev_F_1	slovoVRo
1	и в	24	41
2	в нем	14	30
3	и т	12	28
4	т п	4	23
5	во всех	5	17
6	но и	7	16
7	и не	20	16
8	точки зрения	16	16
9	не только	7	16
10	а не	10	15
11	то же	10	14
12	в пределах	6	14
13	может быть	14	14
14	и др	5	14
15	не может	16	14
16	и его	10	14
17	и на	8	14
18	в то	9	14
19	в его	23	13
20	же время	8	12
21	до конца	7	12
22	как бы	6	12
23	в этом	15	12
24	так и	18	11
25	в большинстве	3	10
26	таким образом	13	9
27	все эти	6	9
28	прежде всего	22	8
29	на его	2	8
30	точка зрения	2	8
31	в особенности	3	8
32	но в	5	8
33	как в	8	8
34	как мы	5	8
35	с точки	13	8
36	не в	8	7
37	у тургенева	2	7
38	отношение к	3	7
39	стиля и	2	7
40	с ним	2	7
41	на фоне	3	7
42	вовсе не	10	7
43	в своей	11	7
44	все же	3	7
45	во всяком	4	7
46	в отношении	3	6
47	это не	2	6
48	при этом	5	6
49	поэтического стиля	2	6
50	и даже	3	6
51	а в	6	6
52	большинстве случаев	2	6
53	в них	3	6
54	оно не	4	6
55	только в	2	6
56	отношении к	2	6
57	с другой	5	5
58	роман и	2	5
59	в самом	5	5
60	всяком случае	4	5
61	и непосредственно	3	5
62	все это	9	5
63	т д	8	5
64	в основе	3	5
65	подхода к	2	5
66	на своем	2	5
67	и к	4	5
68	не на	2	5
69	с другими	4	5
70	он в	2	5
71	так сказать	3	5
72	и от	7	4
73	в каждом	3	4
74	одной стороны	4	4
75	в ней	10	4
76	один из	3	4
77	с ее	7	4
78	в их	11	4
79	за пределы	2	4
80	с одной	4	4
81	лишь в	8	4
82	и наконец	3	4
83	и с	8	4
84	в которой	4	4
85	и все	6	4
86	с его	4	4
87	всех этих	3	4
88	не как	4	4
89	как и	11	4
90	здесь в	2	4
91	еще не	6	4
92	и потому	9	4
93	на почве	13	4
94	в процессе	9	4
95	быть и	4	4
96	входит в	6	4
97	ничего не	2	4
98	все время	2	3
99	никогда не	4	3
100	хотя бы	5	3
101	формы и	5	3
102	на всю	2	3
103	является лишь	4	3
104	к тому	3	3
105	от всякой	2	3
106	в том	6	3
107	следовательно и	2	3
108	слово оно	2	3
109	лишь как	5	3
110	более или	6	3
111	в свою	8	3
112	не выходит	2	3
113	для него	3	3
114	нем и	2	3
115	в него	2	3
116	в зависимости	2	3
117	в понимании	5	3
118	его и	2	3
119	в своем	11	3
120	ни были	2	3
121	именно в	8	3
122	и других	3	3
123	форм и	6	3
124	того что	5	3
125	как такового	2	3
126	друг друга	4	3
127	в результате	2	3
128	и здесь	6	3
129	не было	3	3
130	в истории	4	3
131	его в	3	3
132	взаимодействии с	3	3
133	влияния на	2	3
134	произведения как	2	3
135	с этим	2	3
136	не могло	5	3
137	единство и	2	3
138	бы ни	5	3
139	в себе	3	3
140	с этой	4	3
141	по существу	2	3
142	зависимости от	3	3
143	и чисто	2	3
144	она не	6	3
145	и может	4	3
146	было бы	6	3
147	одной из	2	3
148	конечно не	4	3
149	он не	3	3
150	в основном	3	3
151	или менее	6	3
152	более того	3	3
153	и ее	10	3
154	свою очередь	6	2
155	же как	2	2
156	в другой	2	2
157	в частности	4	2
158	на все	3	2
159	и форм	2	2
160	войти в	2	2
161	ни было	2	2
162	его как	3	2
163	в широком	3	2
164	они были	2	2
165	на язык	3	2
166	между ними	3	2
167	со всею	5	2
168	в целом	6	2
169	как к	3	2
170	не могла	2	2
171	уже не	2	2
172	а вовсе	2	2
173	у них	3	2
174	произведения и	8	2
175	должно быть	11	2
176	так же	4	2
177	и те	2	2
178	не из	4	2
179	именно как	12	2
180	того или	2	2
181	между тем	2	2
182	оно было	2	2
183	а как	2	2
184	нисколько не	2	2
185	перестает быть	3	2
186	и всякое	3	2
187	в одном	2	2
188	или иного	3	2
189	у нас	5	2
190	не с	2	2
191	одна из	2	2
192	но не	3	2
193	лучшем случае	3	2
194	до сих	6	2
195	идеологической жизни	2	2
196	наконец в	3	2
197	одним словом	5	2
198	сих пор	6	2
199	в ее	8	2
200	как раз	2	2
201	язык поэзии	2	2
202	социальной группы	4	2
203	на самом	7	2
204	если мы	2	2
205	только на	5	2
206	не есть	2	2
207	эпохи и	2	2
208	в лучшем	3	2
209	мы не	3	2
210	от этого	2	2
211	связи с	3	2
212	жизни но	2	2
213	здесь не	3	2
214	в эту	2	2
