N	2gram	Propp_Isto_6	Literetu
1	не только	10	24
2	при этом	3	19
3	в качестве	3	17
4	но и	9	17
5	а не	2	16
6	в том	12	16
7	в частности	3	15
8	том что	10	14
9	может быть	11	13
10	тогда как	2	13
11	и не	10	12
12	в этом	12	12
13	прежде всего	4	11
14	в своем	2	11
15	своего рода	2	11
16	то что	6	10
17	в русской	6	10
18	не в	3	8
19	и в	26	8
20	только в	5	8
21	как это	5	8
22	в его	5	7
23	как бы	4	7
24	уже не	7	7
25	в себе	3	7
26	как и	5	6
27	и сам	2	6
28	того что	2	6
29	с его	4	5
30	с этой	2	5
31	что он	9	5
32	а также	4	5
33	как в	6	5
34	не может	6	5
35	то же	5	5
36	тем самым	2	5
37	в данном	3	5
38	в то	5	5
39	это не	4	4
40	представляет собой	2	4
41	но не	2	4
42	еще не	9	4
43	еще в	3	4
44	и тем	4	4
45	все же	8	4
46	в своей	3	4
47	данном случае	3	4
48	со стороны	3	4
49	так и	5	4
50	никогда не	13	4
51	и его	7	4
52	в своих	3	4
53	в этой	2	4
54	с собой	2	4
55	не было	3	3
56	что в	12	3
57	с другой	10	3
58	самого себя	2	3
59	сводится к	2	3
60	одна из	2	3
61	например в	7	3
62	у него	7	3
63	один из	3	3
64	и др	2	3
65	жизни и	2	3
66	по отношению	2	3
67	а в	3	3
68	таким образом	12	3
69	потому что	13	3
70	во всяком	2	3
71	он и	2	3
72	к себе	2	3
73	но в	7	3
74	далеко не	3	3
75	его в	5	3
76	должна быть	3	2
77	обращается к	2	2
78	однако в	2	2
79	превращается в	7	2
80	та же	3	2
81	из этих	4	2
82	но при	2	2
83	к тому	2	2
84	из его	2	2
85	того же	2	2
86	одной стороны	7	2
87	было бы	2	2
88	относится к	2	2
89	всяком случае	2	2
90	даже в	2	2
91	не могло	2	2
92	в нем	8	2
93	то это	5	2
94	не есть	2	2
95	отношению к	2	2
96	только то	2	2
97	на том	8	2
98	то он	2	2
99	могло быть	2	2
100	то и	2	2
101	и только	3	2
102	с одной	7	2
103	все эти	8	2
104	имеется в	3	2
105	что не	2	2
106	можно было	2	2
107	и то	3	2
108	тем что	5	2
109	одну из	4	2
110	могут быть	3	2
111	себе в	4	2
112	как будто	3	2
113	ту же	2	2
114	о том	7	2
115	как он	6	2
