N	2gram	Bakhtin_Pr_5	Istorich
1	и в	35	25
2	что он	24	22
3	вместе с	2	22
4	может быть	14	17
5	не только	10	13
6	но и	14	13
7	в его	21	12
8	и не	27	11
9	уже не	3	11
10	так как	4	11
11	все же	8	10
12	в этом	14	10
13	тем что	4	10
14	с другой	4	9
15	его в	4	9
16	и его	14	9
17	таким образом	7	9
18	героя в	5	9
19	в виде	7	9
20	с тем	3	8
21	что в	6	8
22	мы знаем	2	8
23	том что	3	8
24	еще не	7	8
25	на него	5	8
26	другой стороны	3	8
27	все эти	3	8
28	и что	6	8
29	и на	6	8
30	во время	5	7
31	мы видели	2	7
32	а затем	2	7
33	как и	18	7
34	но это	6	7
35	то что	10	7
36	в нем	16	7
37	потому что	8	7
38	только в	6	7
39	о том	2	7
40	в этих	2	6
41	это не	3	6
42	прежде всего	12	6
43	что и	3	6
44	себя в	2	6
45	как в	5	6
46	не может	18	6
47	и он	2	6
48	не в	10	6
49	или в	2	6
50	в том	5	6
51	там где	7	6
52	что это	4	5
53	него и	3	5
54	с этим	3	5
55	как мы	8	5
56	но все	4	5
57	но не	6	5
58	мы увидим	2	5
59	например в	2	5
60	в ней	2	5
61	в него	3	5
62	так же	7	5
63	не менее	2	4
64	что у	6	4
65	не как	3	4
66	что все	2	4
67	с другими	2	4
68	в ее	3	4
69	в дальнейшем	2	4
70	мы уже	8	4
71	в пределах	11	4
72	все это	14	4
73	то же	15	4
74	он не	13	4
75	за ним	2	4
76	мы должны	3	4
77	и это	5	4
78	в которой	2	4
79	с ним	7	4
80	никогда не	4	3
81	и как	2	3
82	и все	15	3
83	в целом	3	3
84	что его	2	3
85	в то	11	3
86	но эти	2	3
87	о нем	2	3
88	но уже	2	3
89	в форме	3	3
90	по которому	2	3
91	на этом	2	3
92	к нему	13	3
93	друг друга	2	3
94	а в	7	3
95	его к	3	3
96	в которых	2	3
97	их в	2	3
98	и с	12	3
99	здесь еще	2	3
100	и вообще	2	3
101	героя и	10	3
102	герой не	2	3
103	уже в	3	2
104	уже и	2	2
105	под влиянием	3	2
106	это уже	2	2
107	у него	4	2
108	его и	3	2
109	но так	3	2
110	на них	7	2
111	не знал	2	2
112	вовсе не	7	2
113	а как	2	2
114	вопрос о	2	2
115	по себе	4	2
116	меня в	2	2
117	так что	5	2
118	с этой	2	2
119	такое же	2	2
120	такой же	3	2
121	и сам	7	2
122	друг с	4	2
123	им и	3	2
124	от себя	5	2
125	но для	2	2
126	как бы	31	2
127	еще в	4	2
128	даже в	5	2
129	как можно	2	2
130	в своей	4	2
131	отношению к	7	2
132	еще один	2	2
133	когда он	3	2
134	во всех	3	2
135	здесь он	2	2
136	говорит о	2	2
137	по отношению	6	2
138	с которым	4	2
139	и для	8	2
140	в голове	2	2
141	самом деле	10	2
142	а не	4	2
143	того что	3	2
144	и по	2	2
145	на которой	2	2
146	так в	2	2
147	то в	2	2
148	связан с	2	2
149	сказать что	3	2
150	но он	4	2
151	точки зрения	7	2
152	во всем	4	2
153	которой он	3	2
154	из них	3	2
155	с другом	4	2
156	особенно в	2	2
157	на нее	2	2
158	героя но	2	2
159	ничего не	3	2
160	все его	4	2
161	или как	3	2
162	это было	2	2
163	мы можем	2	2
