N	2gram	Medvedev_F_1	FransuaR
1	и в	24	41
2	во всех	5	17
3	таким образом	13	17
4	в нем	14	16
5	и с	8	16
6	и его	10	13
7	но и	7	13
8	как мы	5	12
9	в этом	15	12
10	все это	9	11
11	все эти	6	11
12	прежде всего	22	10
13	в самом	5	10
14	не только	7	10
15	и др	5	10
16	то что	8	10
17	здесь в	2	9
18	и на	8	9
19	и все	6	9
20	никогда не	4	8
21	в этой	6	8
22	но в	5	8
23	в них	3	7
24	вовсе не	10	7
25	этот образ	2	7
26	как бы	6	7
27	и до	5	7
28	в особенности	3	7
29	как и	11	7
30	что в	4	7
31	в его	23	7
32	что он	3	6
33	в году	2	6
34	один из	3	6
35	вместе с	2	6
36	с помощью	3	6
37	в то	9	6
38	то же	10	5
39	с его	4	5
40	в одном	2	5
41	в литературе	5	5
42	в ее	8	5
43	так же	4	5
44	же время	8	5
45	так и	18	5
46	в своем	11	5
47	большинстве случаев	2	5
48	и что	2	5
49	еще в	2	5
50	в себе	3	5
51	во всем	2	5
52	все время	2	4
53	борьба с	3	4
54	с другой	5	4
55	и от	7	4
56	именно в	8	4
57	у нас	5	4
58	и как	3	4
59	не в	8	4
60	в большинстве	3	4
61	одной стороны	4	4
62	в ней	10	4
63	все же	3	4
64	не может	16	4
65	с одной	4	4
66	как в	8	4
67	самом деле	6	4
68	и наконец	3	4
69	и даже	3	4
70	а в	6	4
71	более того	3	4
72	в результате	2	4
73	в основе	3	4
74	с ним	2	4
75	мы увидим	4	3
76	с этой	4	3
77	с этим	2	3
78	на все	3	3
79	одной из	2	3
80	нас не	2	3
81	но это	3	3
82	до сих	6	3
83	они были	2	3
84	было бы	6	3
85	конечно не	4	3
86	и их	10	3
87	в искусстве	5	3
88	в него	2	3
89	и особенно	2	3
90	жизни и	7	3
91	сих пор	6	3
92	и самый	2	3
93	при этом	5	3
94	на языке	2	3
95	и не	20	3
96	они не	3	3
97	того что	5	3
98	литературе и	2	3
99	между ними	3	3
100	с другими	4	3
101	только в	2	3
102	всех этих	3	2
103	в частности	4	2
104	отчасти и	4	2
105	для этого	4	2
106	значение в	3	2
107	стороны и	4	2
108	если мы	2	2
109	в том	6	2
110	это и	3	2
111	в предыдущей	2	2
112	связи с	3	2
113	литературы и	2	2
114	но не	3	2
115	должна быть	7	2
116	до конца	7	2
117	со всеми	3	2
118	может быть	14	2
119	за пределы	2	2
120	в своей	11	2
121	вполне понятно	2	2
122	он не	3	2
123	и потому	9	2
124	страх и	2	2
125	должен быть	5	2
126	мы видели	2	2
127	и отчасти	3	2
128	как раз	2	2
129	не на	2	2
130	как это	6	2
131	но эта	2	2
132	в истории	4	2
133	лишь в	8	2
134	а не	10	2
135	с точки	13	2
136	и те	2	2
137	мы не	3	2
138	от всех	3	2
139	для глаза	2	2
140	между тем	2	2
141	говорит он	3	2
142	он в	2	2
143	точки зрения	16	2
144	влияние и	2	2
145	на его	2	2
146	изобразительных искусств	3	2
147	тех же	2	2
148	так сказать	3	2
149	бы в	3	2
150	в области	3	2
151	в эту	2	2
152	как она	3	2
153	влияния на	2	2
154	мира в	2	2
155	как о	4	2
