N	2gram	Propp_Isto_1	FransuaR
1	и в	28	40
2	и его	3	17
3	прежде всего	10	16
4	в этом	8	15
5	не только	12	13
6	и не	9	13
7	в его	5	13
8	что в	12	12
9	вовсе не	2	12
10	как и	4	11
11	но и	10	11
12	таким образом	8	10
13	как мы	3	10
14	может быть	25	9
15	он не	2	9
16	во время	3	8
17	в том	9	8
18	все эти	4	8
19	в эпоху	2	8
20	и с	4	8
21	и на	4	8
22	но в	8	8
23	в своем	5	7
24	в одном	5	7
25	и др	7	7
26	в ту	2	7
27	то же	12	7
28	мы еще	3	6
29	в этих	7	6
30	к этому	2	6
31	во всех	2	6
32	связь с	4	6
33	связи с	4	6
34	в то	3	6
35	мы видим	11	5
36	как раз	2	5
37	в нем	2	5
38	то что	9	5
39	в связи	4	5
40	а не	15	5
41	и для	4	5
42	в основе	4	5
43	в особенности	2	5
44	для него	2	5
45	xix века	2	4
46	том что	7	4
47	здесь в	2	4
48	до сих	5	4
49	было бы	7	4
50	в ней	7	4
51	в основном	2	4
52	из них	3	4
53	и потому	2	4
54	даже в	4	4
55	один из	4	4
56	сих пор	5	4
57	в их	3	4
58	все это	4	4
59	так в	4	4
60	о том	9	4
61	и даже	4	4
62	из всех	2	4
63	также и	3	4
64	и здесь	7	4
65	видно что	6	4
66	так как	6	4
67	в области	2	4
68	только для	2	3
69	всех этих	2	3
70	поэтому он	2	3
71	если бы	8	3
72	в частности	2	3
73	и от	2	3
74	об этом	4	3
75	в ее	2	3
76	мы видели	2	3
77	но это	4	3
78	в начале	3	3
79	хотя он	2	3
80	в этой	6	3
81	для этого	3	3
82	одна из	2	3
83	большей или	2	3
84	еще не	7	3
85	как бы	2	3
86	о нем	2	3
87	в таких	2	3
88	еще в	2	3
89	что и	6	3
90	другими словами	4	3
91	вместе с	6	3
92	дело не	5	3
93	так и	9	3
94	как в	2	3
95	во всей	2	3
96	по отношению	3	3
97	не может	15	3
98	а в	7	3
99	там где	4	3
100	между ними	2	3
101	и как	2	3
102	не так	2	3
103	но все	4	3
104	можно было	5	3
105	или меньшей	2	3
106	связь между	3	3
107	сказать что	5	3
108	между тем	2	3
109	тем что	3	3
110	при этом	3	3
111	в отличие	2	3
112	они не	4	3
113	в себе	2	3
114	в другом	3	3
115	во всем	3	3
116	только в	11	3
117	связанные с	2	3
118	в свете	2	3
119	здесь не	4	3
120	их в	5	3
121	отличие от	2	3
122	не менее	6	2
123	в книге	3	2
124	еще и	2	2
125	поэтому в	2	2
126	хотя бы	4	2
127	большую роль	2	2
128	с другой	6	2
129	это не	7	2
130	одном месте	2	2
131	что он	10	2
132	и вот	2	2
133	мы знаем	4	2
134	все же	10	2
135	в дальнейшем	5	2
136	эту связь	2	2
137	на этом	3	2
138	но не	5	2
139	очень часто	3	2
140	мы увидим	10	2
141	конечно не	2	2
142	и другие	4	2
143	и если	2	2
144	например в	5	2
145	одним из	2	2
146	из этого	2	2
147	ни одной	2	2
148	в котором	3	2
149	отношению к	3	2
150	дело в	3	2
151	в целом	2	2
152	образов и	2	2
153	в форме	3	2
154	именно в	3	2
155	на них	2	2
156	здесь мы	7	2
157	должны быть	4	2
158	этого явления	3	2
159	на основе	5	2
160	нас в	2	2
161	особое внимание	2	2
162	потому что	4	2
163	одной из	2	2
164	он в	2	2
165	с этим	4	2
166	с того	3	2
167	как он	2	2
168	мы не	10	2
169	как о	2	2
