N	2gram	Tiupa_Narr_2	Problema
1	то есть	9	39
2	то что	8	38
3	и не	14	37
4	вовсе не	2	37
5	и в	13	35
6	сказать что	3	24
7	не только	26	24
8	том что	13	19
9	о том	5	18
10	может быть	10	18
11	у нас	2	18
12	в этом	13	17
13	но и	15	16
14	такого рода	12	15
15	только в	11	14
16	не менее	4	13
17	и что	2	13
18	потому что	2	13
19	не может	8	13
20	тем не	5	12
21	в том	14	12
22	того что	6	12
23	хотя бы	2	12
24	что в	4	11
25	прежде всего	6	11
26	и даже	3	11
27	никак не	3	11
28	не будет	2	11
29	в таком	3	11
30	говорить о	2	10
31	тем более	2	10
32	еще не	2	10
33	да и	3	10
34	а не	17	10
35	в данном	10	10
36	ничего не	6	10
37	для нас	2	9
38	в этой	4	9
39	едва ли	3	9
40	для себя	3	9
41	только на	2	9
42	пока еще	3	9
43	уже не	4	8
44	было бы	2	8
45	как раз	3	8
46	все же	6	8
47	в конце	4	7
48	не является	4	7
49	все эти	3	7
50	не имеет	2	7
51	того или	3	7
52	в его	6	7
53	так и	9	7
54	тем самым	5	7
55	мы не	2	7
56	с другой	5	6
57	можно сказать	6	6
58	но это	2	6
59	о чем	2	6
60	и т	2	6
61	в то	5	6
62	на то	2	6
63	и для	3	6
64	или иначе	2	6
65	в виде	2	6
66	но в	6	6
67	в области	2	6
68	в частности	11	5
69	или иной	3	5
70	в самом	2	5
71	той или	3	5
72	отнюдь не	4	5
73	данном случае	6	5
74	или иного	3	5
75	с одной	5	5
76	так же	2	5
77	и более	2	5
78	между собой	3	5
79	и все	4	5
80	как и	4	5
81	по своему	2	5
82	то же	4	5
83	одной стороны	5	5
84	можно было	2	5
85	в себе	8	5
86	в своем	6	4
87	как бы	6	4
88	не вполне	2	4
89	и тем	5	4
90	что она	2	4
91	таким образом	5	4
92	а в	9	4
93	в результате	2	4
94	и здесь	2	4
95	если бы	4	4
96	представить себе	3	4
97	что он	5	4
98	но не	3	4
99	если не	2	4
100	на самом	2	4
101	самом деле	3	4
102	то и	3	4
103	которой он	3	4
104	далеко не	5	4
105	не все	2	4
106	он сам	2	3
107	в нашем	2	3
108	тому что	3	3
109	или даже	3	3
110	из этих	2	3
111	точно так	2	3
112	к тому	9	3
113	что они	3	3
114	несмотря на	2	3
115	хотя и	5	3
116	один из	3	3
117	в целом	3	3
118	при этом	14	3
119	и по	3	3
120	в своих	2	3
121	о котором	3	3
122	могли бы	2	3
123	бы в	2	3
124	только не	2	3
125	в случае	2	3
126	и к	6	3
127	и того	3	3
128	одна из	3	3
129	все что	4	3
130	не являются	2	3
131	на том	3	3
132	оно не	2	3
133	от всего	2	3
134	внимание на	3	3
135	в слове	3	3
136	тому как	2	3
137	как о	2	3
138	он является	3	2
139	перед нами	4	2
140	о них	2	2
141	они все	2	2
142	но зато	2	2
143	в той	5	2
144	не в	8	2
145	только по	2	2
146	что с	2	2
147	и сам	3	2
148	по поводу	2	2
149	себе и	2	2
150	в него	2	2
151	сводится к	9	2
152	нам в	3	2
153	как на	2	2
154	в ней	2	2
155	мере в	2	2
156	точки зрения	5	2
157	но при	4	2
158	с нею	2	2
159	об этом	4	2
160	представляет собой	16	2
161	в качестве	14	2
162	мысль о	2	2
163	о своем	2	2
164	он не	5	2
165	о нем	3	2
166	а также	6	2
167	что и	2	2
168	на него	5	2
169	собственно говоря	2	2
170	того чтобы	3	2
171	свидетельствует о	4	2
172	той же	2	2
173	роль в	2	2
174	подобно тому	2	2
175	от его	2	2
176	здесь не	2	2
177	то чтобы	2	2
