N	2gram	Tiupa_Disk_2	Problemy
1	и в	16	35
2	как бы	4	31
3	и не	15	27
4	что он	2	24
5	в его	3	21
6	но в	11	19
7	не может	9	18
8	как и	16	18
9	себе самому	2	18
10	в нем	7	16
11	то есть	12	16
12	то же	6	15
13	и все	3	15
14	но и	11	14
15	для него	5	14
16	может быть	16	14
17	все это	2	14
18	и его	3	14
19	в этом	16	14
20	он не	3	13
21	прежде всего	7	12
22	и с	2	12
23	в другом	3	12
24	в пределах	4	11
25	в то	5	11
26	не в	3	10
27	же время	5	10
28	не только	10	10
29	то что	5	10
30	рассказа в	2	10
31	так и	9	8
32	потому что	4	8
33	все же	6	8
34	и для	2	8
35	а в	2	7
36	и наконец	3	7
37	точки зрения	4	7
38	с его	6	7
39	еще не	6	7
40	для себя	2	7
41	отношению к	4	7
42	что же	2	7
43	что в	5	6
44	но это	3	6
45	отношение к	2	6
46	стремится к	2	6
47	и на	5	6
48	не знает	3	6
49	в одном	4	6
50	но не	7	6
51	и т.п	12	6
52	по отношению	4	6
53	только в	3	6
54	рассказчика и	2	5
55	в том	8	5
56	как в	8	5
57	внутренней речи	3	5
58	к своему	2	5
59	героя в	5	5
60	и то	4	5
61	в себе	19	5
62	и это	2	5
63	никогда не	2	4
64	с другой	5	4
65	или иной	3	4
66	в мире	11	4
67	не о	2	4
68	между тем	2	4
69	той или	3	4
70	его в	3	4
71	в них	3	4
72	еще в	3	4
73	в своей	6	4
74	и прежде	2	4
75	другого в	2	4
76	в той	2	4
77	а не	14	4
78	я в	5	4
79	как будто	3	4
80	в творчестве	3	4
81	такой же	2	3
82	с ее	2	3
83	в целом	2	3
84	из них	3	3
85	другой стороны	2	3
86	я как	2	3
87	все эти	3	3
88	должно быть	2	3
89	это не	3	3
90	говорить о	2	3
91	рассказ в	2	3
92	в котором	3	3
93	том что	10	3
94	одно и	2	3
95	что и	2	3
96	а с	5	3
97	сводится к	2	3
98	уже не	3	3
99	не менее	7	2
100	времени и	2	2
101	в этих	3	2
102	столь же	3	2
103	как все	2	2
104	это в	2	2
105	что на	2	2
106	ни в	7	2
107	в большинстве	2	2
108	при этом	17	2
109	было в	3	2
110	со своим	2	2
111	например в	3	2
112	уже как	2	2
113	совпадает с	2	2
114	речи в	2	2
115	в своем	5	2
116	тому как	2	2
117	их в	2	2
118	в ней	2	2
119	по своей	6	2
120	о том	4	2
121	я и	4	2
122	мире и	3	2
123	и другого	2	2
124	и того	3	2
125	здесь в	3	2
126	с таким	2	2
127	но уже	2	2
128	себя в	6	2
129	слова не	2	2
130	своего рода	10	2
131	вместе с	2	2
132	приводит к	3	2
133	в отличие	12	2
134	и как	3	2
135	с точки	2	2
136	той же	2	2
137	в рассказе	4	2
138	в записках	2	2
139	пока еще	2	2
140	подобно тому	2	2
141	всей своей	3	2
142	отличие от	12	2
