N	2gram	Tiupa_Lite_2	FransuaR
1	и в	19	45
2	то есть	5	25
3	и т.п	10	16
4	и не	11	15
5	не только	8	14
6	в этом	9	14
7	но в	2	14
8	в его	4	13
9	во всех	3	13
10	и его	3	13
11	как бы	2	12
12	что в	4	12
13	то же	12	11
14	в то	9	11
15	прежде всего	4	10
16	в том	10	10
17	в нем	3	10
18	но и	10	10
19	как и	10	10
20	право на	3	10
21	и с	3	10
22	же время	9	9
23	вовсе не	2	8
24	в ней	4	8
25	и др	3	8
26	жизни и	4	8
27	в конце	2	7
28	том что	7	7
29	не в	4	7
30	что и	2	7
31	потому что	2	7
32	что он	3	6
33	в этой	3	6
34	он не	5	6
35	так и	7	6
36	мысли и	2	6
37	для того	2	6
38	так как	3	6
39	в них	2	6
40	с ним	2	5
41	и к	2	5
42	одной из	2	5
43	но это	3	5
44	на этом	2	5
45	одним из	3	5
46	с ее	2	5
47	как раз	2	5
48	не может	9	5
49	этом отношении	3	5
50	в себя	3	5
51	и как	3	5
52	и на	6	5
53	же как	2	4
54	том числе	2	4
55	мы не	4	4
56	у него	2	4
57	такой же	3	4
58	но не	5	4
59	ничего не	3	4
60	своего рода	13	4
61	в сущности	3	4
62	а также	2	4
63	в их	3	4
64	а не	20	4
65	и даже	8	4
66	как на	3	4
67	а в	3	4
68	той же	2	4
69	в основе	2	4
70	точки зрения	4	4
71	о том	2	4
72	как это	2	4
73	не менее	6	3
74	в одном	2	3
75	по существу	3	3
76	того же	4	3
77	для него	4	3
78	для всех	5	3
79	вместе с	5	3
80	и одновременно	2	3
81	не было	2	3
82	в году	5	3
83	того что	5	3
84	и он	3	3
85	и для	3	3
86	он и	2	3
87	в другом	3	3
88	в поэзии	3	3
89	как он	2	3
90	с тем	2	2
91	на фоне	5	2
92	себя и	2	2
93	и без	2	2
94	жизни в	4	2
95	хотя бы	2	2
96	перестает быть	3	2
97	из своих	2	2
98	в начале	3	2
99	то что	7	2
100	права на	3	2
101	в качестве	5	2
102	него не	2	2
103	ведь это	2	2
104	было бы	2	2
105	этот путь	3	2
106	может быть	17	2
107	внутренней свободы	2	2
108	вплоть до	3	2
109	еще в	4	2
110	если в	2	2
111	даже в	4	2
112	один из	4	2
113	в каждом	2	2
114	слова и	7	2
115	все же	2	2
116	в целом	2	2
117	и за	2	2
118	и до	2	2
119	данном случае	3	2
120	а именно	3	2
121	так в	5	2
122	и только	2	2
123	при этом	6	2
124	в истории	2	2
125	и что	2	2
126	ко всему	2	2
127	и наконец	2	2
128	с точки	3	2
129	в данном	3	2
130	не столько	3	2
131	одно из	2	2
132	под названием	2	2
133	ту же	2	2
134	и т.д	7	2
135	и жизни	3	2
