N	2gram	Propp_Isto_1	Freidism
1	таким образом	8	24
2	и не	9	23
3	не может	15	20
4	прежде всего	10	18
5	и пр	4	15
6	в этом	8	15
7	в его	5	15
8	может быть	25	13
9	и его	3	12
10	как и	4	11
11	как бы	2	11
12	то что	9	11
13	все эти	4	11
14	и потому	2	10
15	так и	9	10
16	как мы	3	10
17	его в	6	10
18	с ним	2	10
19	но в	8	10
20	и в	28	9
21	во всех	2	9
22	по отношению	3	9
23	что он	10	8
24	отношению к	3	8
25	еще не	7	8
26	он не	2	8
27	не только	12	8
28	все это	4	8
29	то же	12	8
30	только в	11	8
31	так как	6	8
32	мы знаем	4	7
33	тот же	2	7
34	один из	4	7
35	мы видели	2	7
36	что же	3	7
37	сказать что	5	7
38	никогда не	14	6
39	точку зрения	3	6
40	вовсе не	2	6
41	для него	2	6
42	того что	4	6
43	в ней	7	6
44	хотя бы	4	6
45	и с	4	6
46	связь с	4	5
47	но мы	2	5
48	не в	9	5
49	в этой	6	5
50	для этого	3	5
51	в то	3	5
52	в большинстве	4	5
53	что такое	2	5
54	что в	12	5
55	но и	10	5
56	а в	7	5
57	и на	4	5
58	могут быть	4	5
59	с этим	4	5
60	мы должны	13	5
61	большинстве случаев	4	5
62	не менее	6	4
63	но не	5	4
64	я не	3	4
65	в котором	3	4
66	и др	7	4
67	в этих	7	4
68	то ни	2	4
69	в пределах	4	4
70	не дает	2	4
71	если мы	3	4
72	к тому	6	4
73	об этом	4	4
74	всех этих	2	4
75	на этом	3	4
76	связанные с	2	4
77	при этом	3	4
78	другими словами	4	4
79	конечно не	2	4
80	как раз	2	4
81	в основе	4	4
82	в зависимости	2	4
83	в нем	2	4
84	все же	10	4
85	между ними	2	4
86	уже не	3	4
87	с самого	2	4
88	и для	4	4
89	мы не	10	4
90	этот вопрос	7	4
91	потому что	4	4
92	во время	3	4
93	зависимости от	2	4
94	не могут	2	3
95	самого начала	2	3
96	нисколько не	2	3
97	если бы	8	3
98	развития как	2	3
99	и от	2	3
100	в конечном	2	3
101	а только	2	3
102	в себе	2	3
103	и как	2	3
104	но это	4	3
105	было бы	7	3
106	и тот	2	3
107	один и	2	3
108	и она	2	3
109	ее в	5	3
110	себя в	2	3
111	бы то	2	3
112	когда он	6	3
113	на него	4	3
114	вместе с	6	3
115	со стороны	2	3
116	приводит к	2	3
117	не знает	5	3
118	как в	2	3
119	и вот	2	3
120	и что	10	3
121	на этот	2	3
122	и по	3	3
123	мы имеем	13	3
124	и этим	2	3
125	одна из	2	3
126	борьбы с	2	2
127	которые на	2	2
128	зависит от	2	2
129	видели что	3	2
130	но все	4	2
131	и другие	4	2
132	что это	8	2
133	для всех	2	2
134	его и	2	2
135	между собой	4	2
136	в какой	3	2
137	с другой	6	2
138	это не	7	2
139	к этому	2	2
140	в такой	2	2
141	большую роль	2	2
142	не можем	3	2
143	же самое	3	2
144	таких случаях	2	2
145	тем не	6	2
146	для нас	13	2
147	в ее	2	2
148	ни было	2	2
149	в основном	2	2
150	том что	7	2
151	тому кто	2	2
152	не существует	2	2
153	а не	15	2
154	связано с	2	2
155	социальной жизни	4	2
156	одной стороны	4	2
157	и часто	2	2
158	из них	3	2
159	не совсем	3	2
160	что мы	7	2
161	но если	2	2
162	о нем	2	2
163	относится к	2	2
164	в своем	5	2
165	точка зрения	2	2
166	ответ на	2	2
167	только для	2	2
168	дело не	5	2
169	сих пор	5	2
170	что она	5	2
171	в их	3	2
172	во всей	2	2
173	от этих	2	2
174	отношения к	2	2
175	а с	2	2
176	с одной	4	2
177	в отличие	2	2
178	чтобы не	3	2
179	должны быть	4	2
180	и даже	4	2
181	на первых	2	2
182	половой зрелости	3	2
183	так же	7	2
184	отличие от	2	2
185	на основе	5	2
186	мы видим	11	2
187	в таких	2	2
188	здесь в	2	2
189	очень много	3	2
190	их в	5	2
191	от этого	2	2
192	может оказаться	3	2
193	они не	4	2
194	что и	6	2
195	в другом	3	2
196	при помощи	2	2
197	до сих	5	2
198	в глубине	2	2
199	когда мы	2	2
200	только с	2	2
201	как это	3	2
202	в области	2	2
203	оно может	2	2
204	это было	2	2
