N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	49
2	то есть	7	32
3	прежде всего	6	19
4	в его	11	18
5	не только	12	17
6	и его	6	17
7	и на	4	17
8	и не	18	15
9	в этом	20	15
10	в них	3	13
11	только в	6	13
12	но и	8	13
13	в году	24	13
14	как и	5	11
15	как бы	5	11
16	вовсе не	4	10
17	в этой	4	10
18	все это	5	9
19	для него	9	9
20	в нем	4	9
21	в сущности	2	8
22	отношение к	4	8
23	все же	9	7
24	жизни и	6	7
25	не может	9	7
26	таким образом	3	7
27	то же	4	7
28	все эти	5	7
29	как мы	11	7
30	именно в	4	6
31	то что	20	6
32	же время	3	6
33	здесь в	2	6
34	мы уже	2	6
35	во всех	3	6
36	так и	5	6
37	сказать что	11	6
38	и с	14	6
39	но он	3	6
40	точки зрения	7	6
41	в то	9	6
42	так как	5	6
43	с его	4	5
44	никогда не	7	5
45	в своем	8	5
46	уже в	3	5
47	из этих	3	5
48	в начале	4	5
49	но не	3	5
50	при этом	5	5
51	тот же	5	5
52	может быть	7	5
53	в основном	5	5
54	и потому	2	5
55	в своей	5	5
56	с точки	3	5
57	и во	2	4
58	и к	6	4
59	в себе	6	4
60	том что	12	4
61	но все	2	4
62	и о	4	4
63	в своих	2	4
64	в этих	4	4
65	и до	2	4
66	отношения к	3	4
67	не было	10	4
68	а в	11	4
69	мы находим	2	4
70	в области	3	4
71	с ним	5	4
72	но в	8	4
73	всех этих	3	3
74	о чем	6	3
75	в течение	5	3
76	жизни в	2	3
77	другими словами	5	3
78	на все	2	3
79	не был	2	3
80	что он	13	3
81	был и	3	3
82	же в	2	3
83	в том	18	3
84	да и	3	3
85	было бы	9	3
86	несмотря на	4	3
87	в самом	2	3
88	наконец в	3	3
89	даже в	2	3
90	и особенно	3	3
91	мы видели	2	3
92	к этим	2	3
93	ни в	7	3
94	он пишет	2	3
95	на земле	2	3
96	что для	2	3
97	и все	7	3
98	и вот	3	3
99	на первом	2	3
100	к нему	2	3
101	можно было	2	3
102	также и	6	3
103	их в	2	3
104	и вообще	10	3
105	о том	4	3
106	и это	3	3
107	в виду	2	3
108	под влиянием	3	2
109	учение о	3	2
110	содержит в	4	2
111	связи с	8	2
112	что в	12	2
113	что касается	3	2
114	даже и	3	2
115	это в	3	2
116	на то	2	2
117	можно сказать	4	2
118	там же	12	2
119	в отношении	3	2
120	он был	6	2
121	есть для	2	2
122	без всякого	2	2
123	здравого смысла	2	2
124	по существу	3	2
125	в дальнейшем	5	2
126	но это	4	2
127	мы сказали	2	2
128	ничего не	2	2
129	до конца	7	2
130	по поводу	4	2
131	такого рода	2	2
132	вплоть до	3	2
133	очень много	2	2
134	у него	19	2
135	хотя и	6	2
136	в ней	4	2
137	к ней	3	2
138	еще в	2	2
139	к числу	2	2
140	себе и	2	2
141	перед смертью	2	2
142	вместе с	8	2
143	в их	2	2
144	должен был	3	2
145	в связи	8	2
146	того как	2	2
147	ко всему	4	2
148	того чтобы	2	2
149	и даже	10	2
150	и прежде	2	2
151	так же	4	2
152	во всяком	6	2
153	он дает	2	2
154	себе в	2	2
155	на его	4	2
156	под названием	3	2
157	как к	2	2
158	мы должны	4	2
159	на эту	2	2
160	в конце	13	2
161	здесь не	4	2
162	же с	13	2
163	всяком случае	6	2
