N	2gram	Bakhtin_Pr_3	Psycholo
1	и в	34	38
2	то что	11	35
3	все время	5	30
4	в том	3	25
5	в самом	8	25
6	самом деле	13	21
7	что в	7	20
8	может быть	19	19
9	и что	5	18
10	точки зрения	8	16
11	в ней	3	15
12	если бы	4	14
13	том что	3	14
14	как бы	27	14
15	и т	8	14
16	потому что	12	14
17	в этом	16	13
18	было бы	2	12
19	не только	10	12
20	мы увидим	2	12
21	таким образом	5	12
22	не в	9	12
23	что он	23	11
24	что это	5	10
25	в сущности	11	10
26	то же	14	10
27	и не	29	10
28	и все	19	10
29	с точки	4	9
30	увидим что	2	9
31	все же	7	8
32	с тем	5	8
33	с этим	2	8
34	в одном	5	8
35	вовсе не	11	8
36	как и	18	8
37	так что	5	8
38	и как	3	8
39	как раз	4	8
40	но только	2	8
41	и то	3	8
42	и это	4	8
43	с другой	4	7
44	в ее	3	7
45	а не	9	7
46	не может	19	7
47	показать что	2	7
48	что у	6	7
49	как мы	7	7
50	а в	5	7
51	между тем	3	7
52	мы уже	6	7
53	из них	5	6
54	к тому	5	6
55	мы видели	3	6
56	с самого	8	6
57	один из	2	6
58	и если	2	6
59	в котором	3	6
60	тому что	2	6
61	он не	15	6
62	которых мы	2	6
63	так как	4	6
64	к чему	2	6
65	и его	16	6
66	и на	6	6
67	в которых	2	6
68	самого начала	8	6
69	о том	2	6
70	там где	7	6
71	я не	7	5
72	в своем	2	5
73	на этом	4	5
74	в своей	3	5
75	вместе с	4	5
76	но и	12	5
77	другой стороны	3	5
78	т п	6	5
79	в той	2	5
80	в другом	8	5
81	в его	22	5
82	так сказать	2	5
83	в которой	2	5
84	никогда не	8	4
85	мысль что	2	4
86	что они	6	4
87	по своему	3	4
88	при этом	4	4
89	что с	3	4
90	когда он	2	4
91	и для	8	4
92	конечно не	2	4
93	во всех	2	4
94	не мог	5	4
95	в нем	19	4
96	что и	5	4
97	раз в	2	4
98	в целом	5	4
99	как в	4	4
100	т д	2	4
101	все эти	4	4
102	того что	5	4
103	и даже	7	4
104	сказать что	2	4
105	у него	4	4
106	только в	6	4
107	как будто	7	4
108	в себе	6	4
109	не то	2	4
110	в виду	3	4
111	как на	2	3
112	были бы	2	3
113	в них	2	3
114	та же	2	3
115	что все	4	3
116	в такой	3	3
117	и к	12	3
118	она в	2	3
119	ни в	4	3
120	конечно в	2	3
121	а я	10	3
122	но это	4	3
123	к концу	3	3
124	совсем не	3	3
125	того же	2	3
126	тот же	2	3
127	когда она	2	3
128	и этот	2	3
129	был бы	2	3
130	уже говорили	3	3
131	все это	16	3
132	и только	2	3
133	бы не	2	3
134	что не	7	3
135	где он	3	3
136	тем что	4	3
137	далеко не	3	3
138	в то	12	3
139	бы в	3	3
140	его в	4	3
141	рассказ в	2	3
142	на тему	2	3
143	в плане	6	3
144	но в	16	3
145	в общем	4	2
146	признать что	2	2
147	он хочет	4	2
148	всех этих	2	2
149	к своему	5	2
150	смысле этого	2	2
151	отнюдь не	2	2
152	от этой	2	2
153	в глаза	3	2
154	а вовсе	2	2
155	хотя бы	5	2
156	столь же	2	2
157	с этой	2	2
158	и во	3	2
159	лежит в	2	2
160	на самом	11	2
161	во всяком	5	2
162	друг другу	4	2
163	на всю	2	2
164	надо было	2	2
165	что оно	2	2
166	и ее	2	2
167	очень часто	2	2
168	о мире	8	2
169	только что	3	2
170	до конца	3	2
171	уже не	2	2
172	такой же	3	2
173	для него	13	2
174	ли это	2	2
175	он все	3	2
176	со всеми	2	2
177	например в	2	2
178	но он	3	2
179	что сам	2	2
180	совпадает с	2	2
181	к ней	2	2
182	всяком случае	5	2
183	все те	2	2
184	для этого	3	2
185	с ее	3	2
186	он может	2	2
187	благодаря этому	2	2
188	говорит о	2	2
189	к самому	3	2
190	что же	8	2
191	всего этого	2	2
192	не могу	3	2
193	что его	3	2
194	так же	8	2
195	в одной	3	2
196	в виде	4	2
197	а с	3	2
198	и вот	5	2
199	материалом для	2	2
200	и наконец	5	2
201	есть только	3	2
202	той же	2	2
203	в конце	5	2
204	их в	3	2
205	он в	4	2
206	говорит он	3	2
207	эти слова	3	2
208	к себе	17	2
209	как к	4	2
210	но как	4	2
211	что даже	2	2
212	его к	3	2
213	этого слова	7	2
214	этими двумя	2	2
215	как ты	3	2
216	с ним	8	2
217	ничего не	4	2
218	себя как	2	2
