N	2gram	Losev_Prob_4	KulturaY
1	и т	4	33
2	в том	20	30
3	и в	20	24
4	потому что	15	23
5	том что	12	21
6	что в	3	17
7	того чтобы	2	17
8	для того	3	16
9	было бы	14	15
10	т д	3	14
11	в этом	9	14
12	точки зрения	14	14
13	может быть	9	13
14	все же	2	12
15	таким образом	8	12
16	в его	3	12
17	и не	28	12
18	не в	13	11
19	только в	23	11
20	вовсе не	21	10
21	в самом	2	10
22	у нас	14	10
23	не только	24	10
24	хотя бы	7	10
25	если бы	8	9
26	то что	15	9
27	прежде всего	11	9
28	самом деле	3	9
29	с точки	11	9
30	о том	5	9
31	так как	5	9
32	а только	6	8
33	том чтобы	2	8
34	то же	7	8
35	уже не	5	8
36	а не	7	8
37	как раз	4	8
38	тем что	3	8
39	не менее	10	7
40	в них	5	7
41	с другой	7	7
42	связи с	3	7
43	в качестве	10	7
44	как бы	4	7
45	вместе с	5	7
46	не может	5	7
47	это не	7	7
48	в области	3	7
49	так и	10	7
50	однако не	4	6
51	в какой	4	6
52	именно в	7	6
53	что он	8	6
54	зависимости от	3	6
55	при этом	6	6
56	на себе	3	6
57	в ней	7	6
58	но и	14	6
59	все это	9	6
60	другой стороны	6	6
61	можно было	4	6
62	все эти	16	6
63	мы имеем	6	6
64	в которой	2	6
65	еще и	3	5
66	с тем	4	5
67	что это	2	5
68	в зависимости	3	5
69	по крайней	6	5
70	к тому	3	5
71	крайней мере	6	5
72	но не	5	5
73	еще не	7	5
74	что не	4	5
75	всяком случае	4	5
76	и что	2	5
77	в виду	6	5
78	не просто	16	5
79	в той	8	5
80	а в	4	5
81	и его	10	5
82	в результате	8	5
83	во всяком	8	5
84	xix века	2	5
85	с ним	4	5
86	и с	7	5
87	учение о	3	4
88	с его	2	4
89	в частности	2	4
90	в этих	5	4
91	и потому	7	4
92	в нем	5	4
93	же в	4	4
94	что они	2	4
95	есть в	7	4
96	того же	2	4
97	в пределах	2	4
98	из них	3	4
99	это и	4	4
100	что и	3	4
101	не есть	12	4
102	тем не	10	4
103	как в	5	4
104	и тогда	2	4
105	с этим	4	4
106	в самой	4	4
107	тем самым	4	4
108	так что	6	4
109	так же	5	4
110	с ними	2	4
111	и на	3	4
112	в данном	6	4
113	и является	3	4
114	того или	3	4
115	уже в	4	3
116	если не	3	3
117	казалось бы	3	3
118	уже и	3	3
119	для этого	2	3
120	ясно что	7	3
121	этом смысле	3	3
122	была бы	2	3
123	или иного	3	3
124	или иной	13	3
125	то это	3	3
126	можно сказать	5	3
127	в этой	4	3
128	и может	2	3
129	и если	5	3
130	в котором	2	3
131	в истории	3	3
132	на его	2	3
133	что она	4	3
134	или менее	2	3
135	в своем	3	3
136	в связи	3	3
137	не было	3	3
138	только и	5	3
139	более или	2	3
140	и даже	9	3
141	и он	2	3
142	в таком	6	3
143	несмотря на	4	3
144	и то	2	3
145	то мы	2	3
146	хотя и	5	3
147	даже и	13	3
148	себе в	3	3
149	в себе	12	3
150	здесь не	7	3
151	а это	3	3
152	а если	3	3
153	как это	3	3
154	в одном	4	3
155	том как	2	3
156	только к	3	2
157	и более	3	2
158	до того	2	2
159	для них	2	2
160	и есть	4	2
161	можно ли	3	2
162	не является	10	2
163	и все	8	2
164	этого не	2	2
165	на самом	5	2
166	не раз	2	2
167	и говорит	2	2
168	как они	2	2
169	по себе	11	2
170	так называемая	2	2
171	если мы	5	2
172	в смысле	5	2
173	слова но	3	2
174	к своему	2	2
175	в то	4	2
176	как о	3	2
177	для нас	6	2
178	и прочих	2	2
179	что его	4	2
180	как и	6	2
181	и как	3	2
182	с основной	2	2
183	но все	3	2
184	это есть	3	2
185	а то	2	2
186	тот же	2	2
187	в это	2	2
188	конечно не	3	2
189	между прочим	3	2
190	в своей	4	2
191	по преимуществу	2	2
192	очень много	2	2
193	между собою	2	2
194	никак не	4	2
195	же и	3	2
196	но если	6	2
197	относится к	2	2
198	себе и	3	2
199	тем более	4	2
200	эти категории	2	2
201	и тем	7	2
202	то только	2	2
203	ни в	17	2
204	меньше всего	3	2
205	были бы	3	2
206	не говоря	3	2
207	дело не	3	2
208	был в	2	2
209	бы и	3	2
210	а именно	2	2
211	то и	5	2
212	он не	2	2
213	свидетельствуют о	2	2
214	и для	4	2
215	в разных	4	2
216	все равно	3	2
217	как именно	2	2
218	свидетельствует о	2	2
219	не имеет	4	2
220	другое дело	2	2
221	действия и	2	2
222	когда мы	5	2
223	или в	5	2
224	также и	13	2
225	иное как	2	2
226	которое в	2	2
227	в каком	6	2
228	во все	2	2
229	заключается в	2	2
230	идет речь	2	2
231	здесь как	4	2
232	но в	8	2
233	это было	2	2
