N	2gram	Propp_Russ_2	Formalny
1	и в	29	38
2	в этом	11	27
3	т е	24	26
4	может быть	13	23
5	и пр	2	21
6	таким образом	6	20
7	прежде всего	2	15
8	не в	4	15
9	и т	5	14
10	не может	5	14
11	но и	8	13
12	связи с	2	13
13	с тем	6	11
14	в том	22	11
15	с другими	3	10
16	и с	10	9
17	как и	11	9
18	при этом	6	9
19	не только	10	9
20	что и	2	8
21	все же	2	8
22	тем что	3	8
23	что в	22	7
24	по существу	4	7
25	в своей	2	7
26	в других	15	7
27	как мы	3	7
28	уже не	4	7
29	не было	2	6
30	то что	5	6
31	и ее	2	6
32	в этой	3	6
33	было бы	3	6
34	вместе с	6	6
35	в их	2	6
36	то же	4	6
37	все эти	3	6
38	а не	4	6
39	могут быть	2	6
40	а в	9	6
41	именно в	4	5
42	это и	2	5
43	во всех	3	5
44	с этим	2	5
45	т д	5	5
46	и для	2	5
47	в то	2	5
48	не столько	2	4
49	к этому	5	4
50	мы видели	7	4
51	совершенно не	2	4
52	как бы	18	4
53	из них	4	4
54	в некоторых	9	4
55	как в	7	4
56	там где	2	4
57	так как	13	4
58	но в	5	4
59	же как	4	3
60	для них	2	3
61	главным образом	3	3
62	с другой	2	3
63	из этих	2	3
64	а наоборот	3	3
65	и как	2	3
66	должно было	3	3
67	все это	10	3
68	так в	2	3
69	то и	4	3
70	на самом	2	3
71	к нему	4	3
72	того что	3	3
73	того чтобы	6	3
74	для того	6	3
75	мы не	6	3
76	или в	7	3
77	каждый из	2	3
78	и на	6	3
79	и все	4	3
80	его в	8	3
81	что это	3	3
82	и другие	14	2
83	никогда не	2	2
84	по этому	2	2
85	состоит в	15	2
86	в этих	3	2
87	в качестве	3	2
88	для этого	5	2
89	и многие	2	2
90	или даже	3	2
91	это не	5	2
92	представление о	5	2
93	тем и	2	2
94	ее и	2	2
95	это время	2	2
96	в ее	3	2
97	до конца	3	2
98	том что	22	2
99	должна была	5	2
100	но не	5	2
101	совсем не	2	2
102	очевидно что	2	2
103	или же	5	2
104	кроме того	2	2
105	она не	3	2
106	в целях	2	2
107	что на	2	2
108	на первый	3	2
109	и о	3	2
110	в котором	3	2
111	один из	2	2
112	в самый	2	2
113	не к	2	2
114	а к	2	2
115	ее в	8	2
116	а именно	3	2
117	на этом	3	2
118	должны были	2	2
119	и других	3	2
120	не имеет	3	2
121	и по	3	2
122	должно быть	2	2
123	что для	3	2
124	отличие от	3	2
125	в таком	4	2
126	вряд ли	2	2
127	этот вопрос	2	2
128	и то	2	2
129	их в	4	2
130	между тем	3	2
131	и от	3	2
132	в отличие	3	2
133	как например	3	2
134	можно будет	2	2
135	из этого	2	2
136	должен был	3	2
137	потому что	5	2
138	как это	4	2
139	в которой	2	2
140	та же	2	2
141	в виду	2	2
