N	2gram	Bakhtin_Pr_3	KulturaY
1	и в	53	23
2	точки зрения	4	23
3	в том	14	22
4	не только	4	17
5	было бы	5	16
6	в этом	8	16
7	с точки	2	16
8	в области	3	14
9	может быть	12	14
10	что в	2	13
11	в самом	2	13
12	не менее	3	12
13	потому что	5	12
14	том что	5	11
15	а не	11	11
16	в его	8	11
17	и не	15	10
18	прежде всего	15	9
19	тем не	2	9
20	еще не	5	9
21	хотя бы	2	9
22	таким образом	6	9
23	так как	7	9
24	зависимости от	2	8
25	до сих	5	8
26	сих пор	5	8
27	с другой	2	7
28	слова и	3	7
29	в зависимости	2	7
30	сказать что	10	7
31	все эти	9	7
32	как это	2	7
33	что и	3	6
34	что он	4	6
35	тот же	2	6
36	при этом	3	6
37	и тем	2	6
38	так и	6	6
39	в их	2	6
40	не может	2	6
41	то же	6	6
42	могут быть	4	6
43	говорить о	2	6
44	только в	4	6
45	о том	2	6
46	ничего не	6	6
47	я не	4	5
48	вовсе не	3	5
49	как и	11	5
50	не в	2	5
51	хотя и	4	5
52	как бы	14	5
53	всякого рода	3	5
54	не будем	3	5
55	в связи	2	5
56	как мы	5	5
57	а в	2	5
58	но это	3	5
59	также и	4	5
60	тем более	2	5
61	тем что	2	5
62	далеко не	2	5
63	один из	6	4
64	а также	4	4
65	того же	2	4
66	в сущности	10	4
67	в своей	3	4
68	в ее	3	4
69	то что	9	4
70	как в	7	4
71	не было	4	4
72	в той	2	4
73	в таком	2	4
74	между тем	2	4
75	уже в	2	3
76	и более	2	3
77	что это	2	3
78	это не	6	3
79	формы и	3	3
80	именно в	2	3
81	и к	5	3
82	по существу	5	3
83	мы видели	2	3
84	что именно	2	3
85	но не	5	3
86	он не	3	3
87	отношение к	6	3
88	но и	7	3
89	по отношению	2	3
90	тому же	2	3
91	пор еще	2	3
92	мы находим	2	3
93	мы не	4	3
94	они не	3	3
95	в ней	7	3
96	и с	6	3
97	той же	5	3
98	слово в	2	3
99	в то	5	3
100	мы должны	4	3
101	отметить что	2	3
102	так сказать	5	2
103	том числе	11	2
104	все это	8	2
105	смысле этого	2	2
106	типа в	3	2
107	в условиях	4	2
108	главным образом	3	2
109	можно сказать	8	2
110	в дальнейшем	7	2
111	эти два	2	2
112	более или	3	2
113	по своему	6	2
114	это еще	2	2
115	кроме того	3	2
116	в большей	2	2
117	и тот	3	2
118	и если	3	2
119	конечно не	4	2
120	не о	2	2
121	его в	2	2
122	своего рода	3	2
123	в некоторых	4	2
124	вместе с	2	2
125	значение в	4	2
126	подчеркнуть что	3	2
127	собственном смысле	2	2
128	или менее	3	2
129	и без	3	2
130	и самый	5	2
131	в особенности	2	2
132	и через	3	2
133	еще более	5	2
134	в двух	2	2
135	мы найдем	3	2
136	перейти к	2	2
137	с другими	3	2
138	не знает	4	2
139	он в	2	2
140	еще раз	5	2
141	на протяжении	5	2
142	как он	2	2
143	в этих	5	2
144	здесь не	4	2
145	не то	3	2
146	здесь как	3	2
147	это конечно	2	2
148	но в	5	2
