N	2gram	Bakhtin_Fr_4	Myslijsy
1	то есть	21	34
2	то что	4	29
3	может быть	2	26
4	таким образом	20	24
5	в том	7	23
6	и в	29	23
7	в этом	11	23
8	в слове	2	22
9	и не	16	18
10	при этом	3	15
11	только в	2	15
12	как и	12	14
13	в себе	3	14
14	то же	10	14
15	того что	3	14
16	так как	7	14
17	том что	3	12
18	что я	2	11
19	но и	9	11
20	не может	2	11
21	не только	10	10
22	тем что	4	10
23	мы можем	3	10
24	в своем	3	8
25	другими словами	2	8
26	сказать что	5	8
27	о том	2	8
28	но в	12	8
29	что это	5	7
30	это не	5	7
31	в нем	5	7
32	вовсе не	9	7
33	как в	2	7
34	и к	2	6
35	для того	3	6
36	в которой	4	6
37	так и	11	6
38	уже в	2	5
39	и мы	2	5
40	хотя и	2	5
41	в его	8	5
42	как бы	8	5
43	к нему	3	5
44	все это	4	5
45	с ним	2	5
46	образом в	3	5
47	и то	2	5
48	один и	2	5
49	есть в	2	5
50	так сказать	2	5
51	и все	13	4
52	быть может	2	4
53	что он	4	4
54	на котором	2	4
55	и о	5	4
56	в котором	2	4
57	между ними	2	4
58	да и	2	4
59	в той	2	4
60	того чтобы	3	4
61	так же	7	4
62	точки зрения	4	4
63	в то	10	4
64	если же	2	4
65	его в	9	4
66	и с	9	4
67	и есть	4	3
68	никогда не	2	3
69	связи с	2	3
70	в этих	2	3
71	в них	7	3
72	там же	3	3
73	именно в	2	3
74	но это	4	3
75	же время	8	3
76	кроме того	2	3
77	еще не	4	3
78	было в	2	3
79	мы уже	10	3
80	к тому	2	3
81	на его	2	3
82	между прочим	2	3
83	в виду	2	3
84	и их	3	3
85	нет ничего	2	3
86	со стороны	2	3
87	бы не	2	3
88	той же	3	3
89	в разных	3	3
90	все эти	9	3
91	и других	3	3
92	что у	3	3
93	на самом	4	3
94	уже не	2	3
95	и по	5	3
96	с ними	3	3
97	и на	11	3
98	и до	5	3
99	то в	3	3
100	их в	2	3
101	и так	3	3
102	даже и	2	3
103	с точки	2	3
104	там где	3	3
105	и тот	2	3
106	тому как	3	2
107	только для	4	2
108	во время	10	2
109	самого начала	3	2
110	в другой	2	2
111	том же	2	2
112	и как	3	2
113	в нашем	4	2
114	превращается в	3	2
115	с другой	4	2
116	то он	2	2
117	в шахматы	3	2
118	в образе	4	2
119	а как	2	2
120	в различных	2	2
121	это значение	2	2
122	все в	2	2
123	и здесь	3	2
124	в ее	3	2
125	из этого	2	2
126	по своему	4	2
127	уже и	2	2
128	в большинстве	6	2
129	есть и	4	2
130	тот же	3	2
131	в сущности	6	2
132	в ней	3	2
133	он не	3	2
134	и др	4	2
135	один из	4	2
136	и это	2	2
137	конечно не	4	2
138	и вполне	3	2
139	этот образ	4	2
140	мы видим	3	2
141	и для	2	2
142	и они	3	2
143	как мы	10	2
144	и у	2	2
145	с образами	2	2
146	и даже	3	2
147	что значит	3	2
148	друг друга	2	2
149	и его	8	2
150	в других	2	2
151	тела и	4	2
152	в своих	2	2
153	подобно тому	3	2
154	и при	2	2
155	но мы	2	2
156	его к	2	2
157	эти образы	3	2
158	в ту	2	2
159	большинстве случаев	5	2
