N	2gram	Tiupa_Anal_1	Formalny
1	и в	18	24
2	художественного произведения	5	23
3	в его	13	23
4	прежде всего	6	22
5	и не	21	20
6	так и	4	18
7	не может	22	16
8	точки зрения	6	16
9	в этом	13	15
10	в нем	3	14
11	может быть	29	14
12	с точки	4	13
13	таким образом	3	13
14	истории литературы	4	12
15	и т	3	12
16	как и	13	11
17	должно быть	2	11
18	в своей	6	11
19	в их	5	11
20	вовсе не	2	10
21	литературное произведение	12	10
22	то же	9	10
23	а не	17	10
24	и его	5	10
25	и потому	2	9
26	в процессе	2	9
27	в то	9	9
28	произведения в	11	8
29	же время	6	8
30	именно в	4	8
31	то что	6	8
32	лишь в	5	8
33	и на	5	8
34	не в	14	8
35	и с	2	8
36	место в	3	7
37	не только	15	7
38	но и	17	7
39	на самом	2	7
40	отнюдь не	15	6
41	и все	3	6
42	было бы	2	6
43	в том	27	6
44	в этой	5	6
45	самом деле	2	6
46	в пределах	2	6
47	еще не	3	6
48	как бы	5	6
49	в целом	5	6
50	о литературе	3	6
51	художественное произведение	5	6
52	а в	9	6
53	отношения к	2	6
54	все эти	2	6
55	на основе	2	6
56	хотя бы	3	5
57	должен быть	6	5
58	по себе	4	5
59	бы ни	2	5
60	в литературе	4	5
61	в искусстве	2	5
62	при этом	12	5
63	в самом	6	5
64	и до	2	5
65	со стороны	2	5
66	как мы	2	5
67	того что	4	5
68	с другой	4	5
69	но в	8	5
70	с его	3	4
71	искусства в	4	4
72	в частности	19	4
73	никогда не	2	4
74	с другими	4	4
75	и к	3	4
76	в мире	8	4
77	для этого	2	4
78	одной стороны	3	4
79	литературного произведения	41	4
80	если бы	3	4
81	отношению к	5	4
82	по отношению	6	4
83	т п	3	4
84	что в	5	4
85	с одной	3	4
86	в которой	2	4
87	но не	10	3
88	то ни	3	3
89	бы то	3	3
90	на все	2	3
91	или иного	3	3
92	что он	3	3
93	к тому	7	3
94	для него	2	3
95	в широком	4	3
96	и как	5	3
97	литературы как	2	3
98	не о	2	3
99	он не	3	3
100	об искусстве	2	3
101	произведение в	2	3
102	один из	2	3
103	все же	4	3
104	отношение к	2	3
105	отличается от	2	3
106	на фоне	2	3
107	особенно в	2	3
108	сводится к	5	3
109	тем самым	7	3
110	более того	3	3
111	в литературоведении	2	3
112	в основе	6	3
113	в себе	11	3
114	как к	2	3
115	этого слова	7	3
116	произведения искусства	3	3
117	в художественном	3	3
118	исторической поэтики	2	3
119	здесь не	2	3
120	думать что	2	3
121	в области	4	3
122	того или	3	2
123	а как	2	2
124	вступает в	3	2
125	и более	4	2
126	в нашем	3	2
127	его и	2	2
128	сами по	2	2
129	это не	6	2
130	произведение искусства	9	2
131	она есть	2	2
132	художественного восприятия	7	2
133	вопрос о	2	2
134	вопрос об	3	2
135	не сводится	2	2
136	том чтобы	7	2
137	и заключается	2	2
138	ни было	4	2
139	ни в	4	2
140	уже не	4	2
141	из виду	2	2
142	в противовес	2	2
143	в ряду	2	2
144	во внешнем	3	2
145	только в	6	2
146	подхода к	3	2
147	и является	2	2
148	только не	2	2
149	за пределы	2	2
150	еще в	2	2
151	была бы	2	2
152	однако не	3	2
153	нет и	2	2
154	не с	4	2
155	что и	3	2
156	не есть	8	2
157	вместе с	4	2
158	из возможных	2	2
159	художественного целого	10	2
160	науки о	2	2
161	между тем	5	2
162	на его	2	2
163	данного произведения	3	2
164	могла бы	3	2
165	жизни но	2	2
166	бы быть	3	2
167	в произведении	5	2
168	с ним	4	2
169	мира в	2	2
170	произведения как	7	2
