N	2gram	Potebnia_M_1	Literetu
1	а не	21	20
2	и в	39	19
3	может быть	27	17
4	то же	6	12
5	и не	18	11
6	в том	26	10
7	как и	9	10
8	но и	20	10
9	же время	4	9
10	не может	22	9
11	тогда как	2	9
12	в мире	3	9
13	в этом	15	9
14	в то	4	9
15	с другой	7	8
16	не только	21	8
17	и даже	4	8
18	том что	16	7
19	то что	10	7
20	так и	13	7
21	с одной	3	7
22	слова и	4	7
23	не менее	6	6
24	однако в	4	6
25	в себе	13	6
26	одной стороны	3	6
27	при этом	6	6
28	для всех	5	5
29	столь же	3	5
30	у нас	2	5
31	но не	8	5
32	он не	3	5
33	вместе с	8	5
34	того что	8	5
35	то есть	42	5
36	что в	22	4
37	прежде всего	4	4
38	не в	15	4
39	того же	3	4
40	но тем	3	4
41	для него	4	4
42	в ней	7	4
43	в его	5	4
44	жизни и	2	4
45	и других	4	4
46	так что	16	4
47	другой стороны	5	4
48	мы не	10	4
49	по отношению	13	4
50	тем что	9	4
51	точки зрения	8	4
52	никогда не	4	3
53	в нем	20	3
54	и как	6	3
55	одним из	2	3
56	но это	5	3
57	в начале	2	3
58	в этой	3	3
59	в сущности	2	3
60	во всех	5	3
61	в пути	2	3
62	отношению к	13	3
63	со стороны	8	3
64	в их	2	3
65	то и	7	3
66	и для	5	3
67	так как	21	3
68	но с	2	3
69	сознания в	2	3
70	тем самым	4	3
71	тем же	2	3
72	с точки	3	3
73	как на	3	3
74	а в	5	3
75	и его	5	3
76	в глазах	3	3
77	и то	3	3
78	и с	3	3
79	не было	4	2
80	ни было	2	2
81	с тем	5	2
82	для этого	2	2
83	в них	3	2
84	с этой	2	2
85	по крайней	2	2
86	в виду	2	2
87	в одном	8	2
88	в жизни	3	2
89	в каждом	4	2
90	вовсе не	5	2
91	из того	2	2
92	крайней мере	2	2
93	для нас	9	2
94	тем не	6	2
95	очевидно что	3	2
96	все что	2	2
97	и без	3	2
98	еще не	6	2
99	было бы	12	2
100	не так	3	2
101	не по	4	2
102	как бы	6	2
103	для себя	3	2
104	что и	6	2
105	все же	6	2
106	с ее	2	2
107	и т	6	2
108	но уже	2	2
109	же в	2	2
110	в целом	2	2
111	могут быть	9	2
112	в истории	7	2
113	мысли и	9	2
114	т п	4	2
115	и только	2	2
116	быть не	4	2
117	той же	3	2
118	а потому	10	2
119	уже не	2	2
120	и что	10	2
121	не более	4	2
122	для того	3	2
123	что не	10	2
124	хотя бы	2	2
125	в сравнении	3	2
126	друг друга	5	2
127	сравнении с	2	2
128	в своих	4	2
129	то в	5	2
130	потому что	52	2
131	одно из	3	2
132	даже и	2	2
133	подобно тому	3	2
134	но как	3	2
135	с другим	3	2
136	о том	2	2
137	тому как	4	2
138	к этой	3	2
139	с ним	3	2
140	могло бы	3	2
141	но в	9	2
