N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	11	32
2	может быть	23	25
3	но и	14	23
4	и не	29	20
5	и в	43	19
6	то есть	4	19
7	в том	6	18
8	в этом	13	17
9	том что	2	14
10	не в	11	14
11	а не	7	12
12	то что	7	11
13	а в	5	11
14	не может	18	10
15	точки зрения	13	10
16	при этом	6	9
17	так и	3	9
18	в его	10	9
19	с другой	4	8
20	героя в	3	8
21	в себе	5	8
22	времени и	2	7
23	как и	14	7
24	еще не	9	7
25	к тому	4	7
26	все же	3	7
27	как в	2	7
28	по отношению	5	7
29	с его	4	6
30	что он	13	6
31	отношению к	5	6
32	но не	5	6
33	в себя	3	6
34	в той	5	6
35	о том	5	6
36	но в	10	6
37	и как	2	5
38	по себе	11	5
39	или иной	3	5
40	тому же	3	5
41	себя в	3	5
42	в форме	2	5
43	уже не	3	5
44	к нему	5	5
45	и его	8	5
46	в отличие	4	5
47	к себе	7	5
48	отличие от	4	5
49	далеко не	4	5
50	перед нами	7	4
51	прежде всего	10	4
52	в нем	12	4
53	у него	6	4
54	что не	2	4
55	то же	8	4
56	да и	5	4
57	но все	2	4
58	же время	5	4
59	было бы	5	4
60	той или	3	4
61	как бы	22	4
62	о нем	6	4
63	хотя бы	2	4
64	другой стороны	3	4
65	отличается от	2	4
66	в рассказе	3	4
67	сказать что	2	4
68	только в	4	4
69	героя и	5	4
70	здесь не	6	4
71	и с	5	4
72	же не	4	4
73	не менее	3	3
74	а с	2	3
75	ни было	2	3
76	что в	4	3
77	могут быть	3	3
78	никогда не	9	3
79	двуголосого слова	3	3
80	уже в	2	3
81	из этих	2	3
82	тем не	2	3
83	ни в	2	3
84	одна из	2	3
85	в сущности	9	3
86	на том	2	3
87	хотя и	5	3
88	он не	9	3
89	и даже	3	3
90	не есть	2	3
91	в первом	2	3
92	из них	2	3
93	когда он	3	3
94	на него	3	3
95	особенно в	2	3
96	как мы	10	3
97	и он	5	3
98	высказывания и	2	3
99	и на	10	3
100	между тем	3	3
101	тем что	3	3
102	на себя	2	3
103	в то	7	3
104	что это	2	3
105	в произведении	4	3
106	бы не	2	2
107	он сам	3	2
108	должна быть	3	2
109	с человеком	2	2
110	себя и	3	2
111	между собой	2	2
112	в своем	4	2
113	героя с	3	2
114	что у	2	2
115	та же	2	2
116	не как	6	2
117	на свой	6	2
118	себе самом	3	2
119	что на	2	2
120	точек зрения	4	2
121	по существу	3	2
122	есть в	3	2
123	том или	3	2
124	более или	3	2
125	о своей	3	2
126	между ними	4	2
127	для него	8	2
128	сюжета в	2	2
129	в пределах	16	2
130	она не	3	2
131	от одного	2	2
132	например в	2	2
133	к другому	5	2
134	наконец в	3	2
135	для автора	2	2
136	и др	2	2
137	даже в	3	2
138	его жизни	2	2
139	зрения и	3	2
140	и до	4	2
141	или менее	3	2
142	приводит к	6	2
143	отношение к	2	2
144	так же	2	2
145	как раз	4	2
146	к самому	3	2
147	не на	4	2
148	одного сознания	2	2
149	и только	3	2
150	отношения к	2	2
151	все эти	5	2
152	человека в	4	2
153	совершенно не	4	2
154	самом деле	5	2
155	со словами	2	2
156	и для	3	2
157	с точки	8	2
158	это не	3	2
159	в таком	2	2
160	или в	8	2
161	можно было	3	2
162	в результате	4	2
163	каждый из	2	2
164	и ее	3	2
165	этого слова	2	2
166	и все	6	2
167	его в	3	2
168	рассказ в	4	2
169	это все	3	2
170	ничего не	3	2
