N	2gram	Vinokur_Ku_2	Vladivir
1	и в	23	30
2	в году	2	24
3	то что	9	20
4	в этом	18	20
5	у него	3	19
6	в том	19	18
7	и не	16	18
8	и с	7	14
9	что он	5	13
10	в конце	4	13
11	том что	11	12
12	что в	10	12
13	не только	20	12
14	в его	5	11
15	а в	3	11
16	как мы	3	11
17	сказать что	4	11
18	а также	3	10
19	и вообще	2	10
20	и даже	2	10
21	не было	4	10
22	не в	8	9
23	было бы	15	9
24	все же	7	9
25	потому что	25	9
26	не может	9	9
27	в то	4	9
28	связи с	3	8
29	в своем	2	8
30	вместе с	5	8
31	но и	7	8
32	что же	5	8
33	в связи	4	8
34	но в	11	8
35	не менее	7	7
36	никогда не	2	7
37	точки зрения	14	7
38	и все	2	7
39	ни в	4	7
40	до конца	3	7
41	может быть	15	7
42	между прочим	2	7
43	для нас	4	7
44	а не	10	7
45	как это	5	7
46	еще и	2	6
47	хотя и	4	6
48	к этому	4	6
49	прежде всего	8	6
50	об этом	5	6
51	тем не	6	6
52	у нас	12	6
53	только в	5	6
54	всяком случае	5	6
55	во всяком	5	6
56	а именно	2	6
57	всякого рода	2	6
58	и его	3	6
59	также и	5	6
60	и то	5	5
61	по себе	10	5
62	как и	2	5
63	при этом	2	5
64	того же	3	5
65	но что	2	5
66	тот же	5	5
67	в своей	2	5
68	он уже	2	5
69	как бы	4	5
70	так и	4	5
71	все это	5	5
72	с этим	3	5
73	и что	8	5
74	того что	3	5
75	в результате	4	5
76	все эти	12	5
77	так как	15	5
78	именно в	3	4
79	с этой	2	4
80	я не	5	4
81	вовсе не	9	4
82	можно сказать	4	4
83	мы знаем	4	4
84	в этой	6	4
85	мы с	2	4
86	и если	2	4
87	что это	7	4
88	конечно не	2	4
89	несмотря на	5	4
90	и о	4	4
91	в ней	3	4
92	он не	3	4
93	в нем	4	4
94	крайней мере	6	4
95	со стороны	4	4
96	то же	6	4
97	на этот	2	4
98	так же	4	4
99	той же	2	4
100	по поводу	2	4
101	и на	6	4
102	но это	3	4
103	мы должны	2	4
104	здесь не	3	4
105	по крайней	6	4
106	уже в	3	3
107	всех этих	3	3
108	мы будем	2	3
109	в них	4	3
110	в отношении	2	3
111	хотя бы	9	3
112	точно так	3	3
113	что касается	2	3
114	это в	2	3
115	же время	3	3
116	в свою	2	3
117	что и	3	3
118	да и	6	3
119	по существу	5	3
120	можно говорить	2	3
121	что я	4	3
122	но не	6	3
123	он и	2	3
124	в данном	4	3
125	и для	2	3
126	никак не	3	3
127	так или	2	3
128	с точки	8	3
129	как в	3	3
130	в отличие	2	3
131	отношения к	2	3
132	таким образом	5	3
133	те же	3	3
134	и вот	5	3
135	а это	2	3
136	здесь мы	2	3
137	уже не	8	3
138	должно быть	4	3
139	отличие от	2	3
140	или иначе	3	3
141	даже и	2	3
142	что можно	3	3
143	не говоря	2	3
144	но вот	2	3
145	и это	3	3
146	конце концов	3	3
147	в области	11	3
148	не то	2	3
149	как у	2	2
150	в русском	10	2
151	к нему	2	2
152	этого не	3	2
153	нисколько не	3	2
154	с тем	2	2
155	казалось бы	3	2
156	и есть	2	2
157	некоторой степени	2	2
158	это не	6	2
159	и от	2	2
160	на все	2	2
161	мы видели	2	2
162	к тому	4	2
163	же в	3	2
164	свою очередь	2	2
165	на этом	3	2
166	само по	5	2
167	после того	2	2
168	она не	2	2
169	в самом	12	2
170	в сущности	9	2
171	в статье	3	2
172	в частности	2	2
173	же и	2	2
174	на то	4	2
175	и потому	2	2
176	для того	9	2
177	в виду	3	2
178	будто бы	2	2
179	гораздо более	3	2
180	говоря уже	2	2
181	не имеет	4	2
182	но уже	2	2
183	и до	2	2
184	данном случае	2	2
185	в их	2	2
186	не на	2	2
187	того как	2	2
188	но все	4	2
189	в той	2	2
190	заключается в	2	2
191	того чтобы	11	2
192	что не	6	2
193	и по	3	2
194	также что	2	2
195	что для	2	2
196	можно было	9	2
197	в своих	2	2
198	последнее время	3	2
199	как будто	2	2
200	что если	2	2
201	до некоторой	2	2
202	уже о	3	2
203	к этой	3	2
204	ничего не	4	2
