N	3gram	Vygotskiy__4	Problema
1	о том что	10	14
2	во всяком случае	3	10
3	в конце концов	3	7
4	то что мы	3	7
5	и т д	2	6
6	то же самое	6	5
7	с одной стороны	3	5
8	с другой стороны	2	5
9	на то что	6	4
10	до тех пор	2	4
11	до сих пор	3	4
12	сама по себе	3	4
13	в том что	12	4
14	и в частности	2	3
15	и в этом	3	3
16	точно так же	3	3
17	с самого начала	5	2
18	для того чтобы	19	2
19	это и есть	3	2
20	в самом деле	7	2
21	по себе и	2	2
22	можно было бы	4	2
23	сами по себе	3	2
24	никак не может	2	2
25	не только не	2	2
26	и той же	2	2
27	на самом деле	5	2
28	одной и той	2	2
29	заключается в том	3	2
