N	2gram	Bakhtin_Pr_1	VerxiiNi
1	и в	23	26
2	таким образом	11	22
3	вместе с	2	15
4	в этом	25	15
5	точки зрения	21	13
6	как бы	28	12
7	в том	11	11
8	может быть	21	10
9	не только	13	10
10	и с	4	10
11	из этих	2	10
12	что в	8	9
13	но и	11	9
14	в области	3	9
15	так как	7	9
16	с другой	2	8
17	но не	8	8
18	и не	34	8
19	и у	4	8
20	как на	2	8
21	том что	9	7
22	но все	4	7
23	из них	2	7
24	к нему	3	7
25	то что	18	7
26	потому что	12	7
27	но в	4	7
28	в конце	5	6
29	и потому	3	6
30	несмотря на	6	6
31	всяком случае	3	6
32	что и	5	6
33	все же	5	6
34	так и	10	6
35	все это	7	6
36	в отношении	2	6
37	все эти	8	6
38	с точки	15	6
39	во всяком	4	6
40	в себе	5	6
41	мы должны	2	6
42	о том	2	6
43	и к	4	5
44	крайней мере	2	5
45	до сих	2	5
46	друг с	3	5
47	в его	24	5
48	никогда не	5	5
49	с другом	3	5
50	сих пор	2	5
51	так же	6	5
52	лишь в	3	5
53	а не	20	5
54	того чтобы	4	5
55	для того	2	5
56	и для	3	5
57	в мире	7	5
58	по крайней	2	5
59	в этих	2	4
60	что все	3	4
61	что он	10	4
62	в нем	20	4
63	в смысле	2	4
64	из которых	2	4
65	в самом	8	4
66	в котором	2	4
67	не может	11	4
68	а в	7	4
69	то же	10	4
70	на этот	2	4
71	и по	2	4
72	с другими	7	4
73	в которых	2	4
74	он не	4	4
75	в то	10	4
76	только в	8	4
77	то есть	24	4
78	в этой	4	4
79	в рамках	2	3
80	и другие	2	3
81	если бы	10	3
82	хотя бы	2	3
83	точно так	2	3
84	к этому	2	3
85	можно сказать	2	3
86	для него	15	3
87	с самого	2	3
88	и как	8	3
89	в своем	8	3
90	на западе	2	3
91	и о	3	3
92	отношению к	11	3
93	при этом	3	3
94	уже не	8	3
95	того что	2	3
96	и даже	3	3
97	в которой	4	3
98	в результате	4	3
99	конце концов	4	3
100	в одном	9	3
101	не исчерпывается	2	2
102	уже в	5	2
103	не могут	6	2
104	самого начала	3	2
105	с его	6	2
106	ни было	4	2
107	он в	2	2
108	именно в	6	2
109	в них	3	2
110	не как	12	2
111	прежде всего	7	2
112	с идеей	3	2
113	и здесь	3	2
114	по существу	4	2
115	то ни	3	2
116	должна была	4	2
117	что именно	2	2
118	все что	3	2
119	же время	7	2
120	ни один	2	2
121	тот же	2	2
122	еще не	5	2
123	и перед	2	2
124	героев и	6	2
125	один из	2	2
126	бы то	3	2
127	благодаря этому	2	2
128	жизни и	6	2
129	во всех	5	2
130	в процессе	4	2
131	по своим	2	2
132	приводит к	3	2
133	отличается от	2	2
134	не было	3	2
135	этом отношении	5	2
136	в самой	7	2
137	одним из	8	2
138	наконец в	2	2
139	на пути	2	2
140	и на	10	2
141	сказать что	5	2
142	не в	6	2
143	и наконец	5	2
144	и все	3	2
145	и это	5	2
146	не потому	2	2
147	между тем	5	2
