N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	53	40
2	то что	9	28
3	и не	15	25
4	не только	4	25
5	то есть	48	24
6	но и	7	18
7	в том	14	18
8	том что	5	18
9	что в	2	17
10	также и	4	17
11	в этом	8	16
12	в его	8	14
13	не может	2	14
14	точки зрения	4	13
15	вовсе не	3	13
16	только в	4	13
17	сказать что	10	12
18	даже и	2	12
19	в конце	3	12
20	никогда не	2	11
21	таким образом	6	11
22	потому что	5	11
23	о том	2	11
24	прежде всего	15	10
25	тем не	2	10
26	и потому	5	10
27	и его	10	10
28	не менее	3	9
29	что это	2	9
30	и с	6	9
31	в своей	3	9
32	в себе	5	9
33	может быть	12	8
34	он не	3	8
35	а также	4	8
36	как мы	5	8
37	а не	11	8
38	несмотря на	2	7
39	и если	3	7
40	хотя и	4	7
41	а в	2	7
42	в своих	2	7
43	так как	7	7
44	в то	5	7
45	что и	3	7
46	вместе с	2	7
47	как и	11	7
48	да и	2	6
49	кроме того	3	6
50	и даже	2	6
51	и на	18	6
52	и от	3	6
53	во всем	2	6
54	в смысле	2	6
55	так и	6	6
56	хотя бы	2	6
57	с точки	2	6
58	но это	3	6
59	и это	3	6
60	с другой	2	5
61	тому же	2	5
62	не было	4	5
63	все эти	9	5
64	в ней	7	5
65	в истории	3	5
66	что он	4	5
67	мы уже	5	5
68	или менее	3	5
69	тем что	2	5
70	более или	3	5
71	ничего не	6	5
72	в дальнейшем	7	4
73	в самом	2	4
74	ведь если	2	4
75	мы должны	4	4
76	как это	2	4
77	и все	10	4
78	по существу	5	4
79	но не	5	4
80	есть и	2	4
81	здесь в	10	4
82	еще не	5	4
83	было бы	5	4
84	говорит о	2	4
85	то же	6	4
86	но в	5	4
87	перед нами	5	3
88	уже в	2	3
89	я не	4	3
90	вот что	2	3
91	это не	6	3
92	человека и	7	3
93	при этом	3	3
94	как бы	14	3
95	и тем	2	3
96	в нем	10	3
97	мы видели	2	3
98	в связи	2	3
99	именно в	2	3
100	все то	3	3
101	в духе	8	3
102	с их	2	3
103	ее в	3	3
104	всякого рода	3	3
105	и у	7	3
106	не в	2	3
107	и для	4	3
108	в таком	2	3
109	и вообще	3	3
110	далеко не	2	3
111	здесь не	4	3
112	это было	3	3
113	он сам	4	2
114	в этих	5	2
115	для понимания	2	2
116	идеи и	3	2
117	мы и	2	2
118	же время	5	2
119	и наконец	2	2
120	не о	2	2
121	раз что	2	2
122	в их	2	2
123	в разных	4	2
124	мы находим	2	2
125	и по	3	2
126	его творчества	6	2
127	и так	3	2
128	что касается	2	2
129	в начале	2	2
130	по своей	9	2
131	его в	2	2
132	нет ничего	2	2
133	и вся	3	2
134	нет ни	2	2
135	во многом	2	2
136	с его	2	2
137	и более	2	2
138	здесь и	4	2
139	с этим	2	2
140	бытия и	2	2
141	в жизни	8	2
142	к этому	4	2
143	еще раз	5	2
144	и к	5	2
145	того же	2	2
146	из них	4	2
147	одной из	4	2
148	наряду с	5	2
149	в сущности	10	2
150	в мире	5	2
151	быть и	2	2
152	мы не	4	2
153	характерна для	3	2
154	всей своей	2	2
155	в которой	2	2
156	которые не	2	2
