N	2gram	Bakhtin_Pr_5	Narrotol
1	не только	10	31
2	но и	14	27
3	и не	27	23
4	при этом	2	19
5	может быть	14	15
6	как и	18	13
7	а не	4	13
8	а в	7	13
9	только в	6	12
10	в этом	14	12
11	и в	35	11
12	своего рода	2	10
13	и его	14	10
14	времени и	2	9
15	то что	10	9
16	то есть	16	9
17	то же	15	8
18	в том	5	8
19	и т.п	6	8
20	не может	18	8
21	уже не	3	8
22	в рассказе	2	8
23	у него	4	7
24	том что	3	7
25	на протяжении	5	7
26	но в	19	7
27	и т.д	3	6
28	к тому	6	6
29	не в	10	6
30	и он	2	6
31	в самом	6	6
32	не мог	3	6
33	как бы	31	6
34	как раз	4	6
35	тому же	3	6
36	или в	2	6
37	в себе	5	6
38	в его	21	6
39	той или	4	5
40	рассказа в	10	5
41	в своей	4	5
42	так и	8	5
43	столь же	2	5
44	и на	6	5
45	потому что	8	5
46	между двумя	2	5
47	точки зрения	7	5
48	слова в	6	4
49	с его	7	4
50	никогда не	4	4
51	к себе	18	4
52	или иной	4	4
53	что на	2	4
54	все же	8	4
55	для него	14	4
56	то в	2	4
57	но не	6	4
58	же время	10	4
59	прежде всего	12	4
60	еще не	7	4
61	к нему	13	4
62	в ней	2	4
63	в нем	16	4
64	в мире	4	4
65	в первом	2	4
66	из них	3	4
67	по себе	4	4
68	как в	5	4
69	так в	2	4
70	того что	3	4
71	в речи	2	4
72	чужого слова	6	4
73	хотя и	2	4
74	в то	11	4
75	что у	6	4
76	о том	2	4
77	в одном	6	4
78	не менее	2	3
79	тому как	2	3
80	он сам	6	3
81	что в	6	3
82	это уже	2	3
83	обращается к	2	3
84	однако в	2	3
85	в своем	2	3
86	это не	3	3
87	в жизни	2	3
88	что он	24	3
89	сводится к	3	3
90	и как	2	3
91	в начале	3	3
92	в целом	3	3
93	самом деле	10	3
94	но как	4	3
95	но именно	2	3
96	но для	2	3
97	он не	13	3
98	о нем	2	3
99	еще в	4	3
100	отношению к	7	3
101	по отношению	6	3
102	о них	2	3
103	лишь в	7	3
104	героя в	5	3
105	обращает на	2	3
106	в слове	6	3
107	и то	5	3
108	их в	2	3
109	и с	12	3
110	подобно тому	2	3
111	как будто	4	3
112	и все	15	3
113	между тем	4	3
114	этого не	3	2
115	вот я	3	2
116	о своей	3	2
117	в этих	2	2
118	его и	3	2
119	обращено к	2	2
120	установкой на	3	2
121	в конце	5	2
122	этих двух	2	2
123	в сущности	14	2
124	как мы	8	2
125	но зато	4	2
126	да и	5	2
127	с ее	3	2
128	и того	2	2
129	по своему	4	2
130	одно и	3	2
131	в повести	3	2
132	до конца	4	2
133	в пределах	11	2
134	он уже	3	2
135	со словами	2	2
136	всяком случае	4	2
137	точек зрения	2	2
138	героя из	3	2
139	хотя бы	2	2
140	раз в	2	2
141	себя в	2	2
142	вместе с	2	2
143	быть и	2	2
144	героя и	10	2
145	в форме	3	2
146	только на	4	2
147	другой стороны	3	2
148	только что	3	2
149	в отличие	2	2
150	все равно	2	2
151	и вот	4	2
152	она в	2	2
153	в той	4	2
154	что не	4	2
155	и даже	5	2
156	с другой	4	2
157	и для	8	2
158	друг друга	2	2
159	особенно в	2	2
160	отличие от	2	2
161	слов в	3	2
162	ничего не	3	2
163	с ними	5	2
164	каждый из	2	2
165	друг на	2	2
166	героя но	2	2
167	сказать что	3	2
168	во всяком	4	2
169	мы можем	2	2
170	не о	4	2
171	и от	3	2
172	он и	5	2
173	на друга	2	2
174	я в	4	2
175	героя к	2	2
176	в произведении	2	2
177	так сказать	2	2
178	в чем	4	2
179	с ним	7	2
180	та же	4	2
181	это было	2	2
