N	2gram	Potebnia_M_1	FransuaR
1	и в	39	29
2	то есть	42	21
3	таким образом	13	20
4	и не	18	16
5	и все	3	13
6	в этой	3	13
7	как и	9	12
8	но в	9	12
9	так и	13	11
10	в этом	15	11
11	то же	6	10
12	как мы	2	10
13	в то	4	10
14	не только	21	10
15	вовсе не	5	9
16	но и	20	9
17	и с	3	9
18	же время	4	8
19	прежде всего	4	8
20	в его	5	8
21	и его	5	8
22	как бы	6	8
23	в них	3	7
24	мы видели	4	7
25	так же	5	7
26	в том	26	7
27	так как	21	7
28	в сущности	2	6
29	но он	2	6
30	что это	3	5
31	все они	2	5
32	это не	7	5
33	того же	3	5
34	и о	2	5
35	в нем	20	5
36	в своей	3	5
37	и по	6	5
38	сказать что	3	5
39	только для	3	4
40	но это	5	4
41	еще не	6	4
42	и есть	2	4
43	то что	10	4
44	жизни и	2	4
45	с другой	7	4
46	тем что	9	4
47	точки зрения	8	4
48	в которой	2	4
49	тому как	4	3
50	в своем	3	3
51	с ее	2	3
52	самого начала	3	3
53	все же	6	3
54	но как	3	3
55	с самого	3	3
56	том что	16	3
57	и как	6	3
58	мы видим	4	3
59	то в	5	3
60	мы можем	2	3
61	слов и	4	3
62	того что	8	3
63	той же	3	3
64	и их	3	3
65	он не	3	3
66	образом и	2	3
67	другой стороны	5	3
68	в разных	2	3
69	при этом	6	3
70	и других	4	3
71	там же	9	3
72	того чтобы	2	3
73	для того	3	3
74	и даже	4	3
75	все остальные	4	3
76	в ней	7	3
77	подобно тому	3	3
78	в себе	13	3
79	там где	4	3
80	времени и	2	2
81	бы не	6	2
82	связи с	3	2
83	в другой	3	2
84	в этих	7	2
85	в жизни	3	2
86	его к	2	2
87	а как	2	2
88	к тому	4	2
89	о его	2	2
90	все в	2	2
91	из этого	2	2
92	есть в	2	2
93	мы увидим	3	2
94	но не	8	2
95	одной стороны	3	2
96	не может	22	2
97	может быть	27	2
98	между прочим	2	2
99	но оно	3	2
100	том же	2	2
101	хотя и	3	2
102	никогда не	4	2
103	уже не	2	2
104	в виду	2	2
105	со стороны	8	2
106	и для	5	2
107	после этого	2	2
108	но эти	2	2
109	в словах	3	2
110	как в	10	2
111	в их	2	2
112	в других	2	2
113	с одной	3	2
114	с точки	3	2
115	друг друга	5	2
116	как на	3	2
117	в слове	8	2
118	или в	2	2
119	не мог	3	2
120	в своих	4	2
121	и то	3	2
122	то он	2	2
123	и при	3	2
124	даже и	2	2
125	как будто	2	2
126	только в	25	2
127	в один	2	2
128	о том	2	2
129	если же	5	2
130	и это	3	2
131	дело в	2	2
132	нет ничего	2	2
133	так сказать	2	2
134	с ним	3	2
135	к которому	3	2
