N	2gram	Potebnia_M_4	Psycholo
1	в том	23	37
2	и в	23	32
3	и что	7	22
4	том что	12	21
5	то что	29	21
6	таким образом	24	21
7	в искусстве	3	21
8	потому что	33	21
9	то есть	34	21
10	что в	17	20
11	так же	4	18
12	может быть	26	18
13	что и	7	17
14	не может	11	17
15	точки зрения	4	17
16	что она	2	16
17	самом деле	3	16
18	того чтобы	4	14
19	что он	4	13
20	при этом	15	13
21	то же	14	13
22	для того	6	13
23	в этом	23	13
24	по себе	11	12
25	если мы	2	12
26	в самом	3	12
27	не только	10	12
28	с и	2	12
29	так как	14	12
30	на то	7	11
31	с тем	7	11
32	было бы	8	11
33	при помощи	3	10
34	как и	14	10
35	и т	7	10
36	но и	11	10
37	и не	18	10
38	с точки	3	10
39	никогда не	3	9
40	что все	4	9
41	как в	7	9
42	в своих	2	9
43	тем что	10	9
44	что это	7	8
45	не менее	5	8
46	не в	11	8
47	т п	4	8
48	той же	3	8
49	того что	14	8
50	на деле	2	8
51	к тому	3	7
52	и как	2	7
53	а не	12	7
54	в сущности	2	7
55	поэзии и	7	7
56	все эти	3	7
57	можно было	2	7
58	и его	2	7
59	сказать что	8	7
60	только в	15	7
61	тот же	2	6
62	и мы	5	6
63	и из	3	6
64	он не	2	6
65	как бы	5	6
66	художественное произведение	2	6
67	те же	3	6
68	же самое	4	6
69	что если	6	6
70	о том	8	6
71	если бы	13	6
72	что у	3	5
73	что его	2	5
74	в ней	2	5
75	до сих	4	5
76	сих пор	4	5
77	все это	5	5
78	на самом	3	5
79	только на	4	5
80	и даже	2	5
81	есть только	5	5
82	и на	3	5
83	в то	4	5
84	сам по	4	4
85	и более	4	4
86	столь же	2	4
87	от того	4	4
88	есть не	4	4
89	что на	2	4
90	тем не	4	4
91	том случае	3	4
92	в действительности	3	4
93	которые мы	2	4
94	из этого	2	4
95	и когда	2	4
96	и по	3	4
97	и тем	4	4
98	в нем	7	4
99	и до	3	4
100	данном случае	2	4
101	а в	5	4
102	и все	4	4
103	мы имеем	4	4
104	к одному	3	4
105	мы видим	2	4
106	не имеет	5	4
107	и для	2	4
108	в данном	4	4
109	в языке	16	4
110	тому что	2	4
111	и с	4	4
112	могут быть	7	4
113	с этим	7	4
114	ту же	3	4
115	если же	4	4
116	и это	2	4
117	как она	2	4
118	в сознании	4	4
119	того как	6	4
120	между тем	9	4
121	по своему	2	3
122	не могут	2	3
123	каким образом	2	3
124	состоит в	2	3
125	к которым	3	3
126	или что	2	3
127	хотя бы	4	3
128	с другой	2	3
129	не как	2	3
130	формы в	3	3
131	точно так	2	3
132	представить себе	2	3
133	указывает на	2	3
134	которые не	2	3
135	и к	6	3
136	поэтического произведения	5	3
137	если оно	2	3
138	об этом	2	3
139	так что	5	3
140	в свою	2	3
141	только как	4	3
142	мы в	3	3
143	например в	3	3
144	сами по	2	3
145	один из	2	3
146	то это	8	3
147	так и	6	3
148	и их	3	3
149	и так	3	3
150	бы и	5	3
151	же мы	2	3
152	что же	5	3
153	еще более	2	3
154	и других	3	3
155	образом в	5	3
156	этот вопрос	3	3
157	что не	6	3
158	должны быть	3	3
159	тому как	2	3
160	в смысле	3	3
161	в нас	3	3
162	само по	5	3
163	в каком	4	3
164	он все	2	3
165	в которых	3	3
166	и то	5	3
167	мы должны	2	3
168	в поэзии	3	3
169	думать что	4	3
170	тогда когда	8	3
171	но в	8	3
172	мы не	8	3
173	в виду	3	3
174	это было	2	3
175	мы можем	10	3
176	не существует	2	2
177	слова в	3	2
178	на вопрос	4	2
179	и многие	2	2
180	место из	2	2
181	же что	2	2
182	в сознание	2	2
183	все более	3	2
184	но даже	2	2
185	в них	3	2
186	все что	2	2
187	но так	2	2
188	это не	7	2
189	более и	2	2
190	с другими	4	2
191	во сне	2	2
192	в одном	4	2
193	в каждом	3	2
194	но эта	2	2
195	во всяком	5	2
196	том и	2	2
197	и здесь	2	2
198	тем и	6	2
199	что чем	2	2
200	мысль что	3	2
201	такое же	2	2
202	же время	3	2
203	и при	2	2
204	тем более	5	2
205	еще не	3	2
206	очевидно что	7	2
207	и говорить	2	2
208	пока мы	2	2
209	но что	2	2
210	она не	2	2
211	и тот	3	2
212	зависят от	2	2
213	из которых	2	2
214	вовсе не	7	2
215	на его	3	2
216	душевной жизни	3	2
217	к нему	5	2
218	к ним	2	2
219	том же	2	2
220	только потому	4	2
221	и следовательно	3	2
222	в его	5	2
223	из себя	2	2
224	не вполне	2	2
225	всяком случае	3	2
226	когда я	7	2
227	в ее	2	2
228	оно не	2	2
229	не так	2	2
230	в состоянии	2	2
231	в этих	3	2
232	отношение к	2	2
233	сводятся к	2	2
234	для нас	14	2
235	на том	2	2
236	в процессе	3	2
237	вместе с	6	2
238	всех остальных	4	2
239	значение и	2	2
240	заключает в	8	2
241	есть нечто	5	2
242	и без	2	2
243	так в	3	2
244	бы не	3	2
245	т д	3	2
246	не было	12	2
247	после того	2	2
248	в самой	2	2
249	здесь мы	2	2
250	именно на	2	2
251	и другое	2	2
252	и у	2	2
253	указывая на	2	2
254	на этот	2	2
255	на который	2	2
256	для самого	2	2
257	в других	2	2
258	в таком	4	2
259	это можно	2	2
260	но это	3	2
261	их в	3	2
262	подобно тому	2	2
263	в первый	2	2
264	в себе	14	2
265	и таким	3	2
266	такие же	5	2
267	и вообще	2	2
268	и только	3	2
269	могли бы	4	2
270	не значит	2	2
271	там где	3	2
272	когда мы	6	2
273	заметить что	6	2
274	в которой	6	2
275	же с	2	2
276	что по	2	2
