N	2gram	Vygotskiy__6	EvropaiE
1	и в	28	37
2	в отношении	10	32
3	в пределах	5	25
4	точки зрения	13	23
5	что в	17	21
6	не только	16	18
7	с точки	10	17
8	в то	6	16
9	то же	7	15
10	отношении к	3	15
11	в своем	7	14
12	в качестве	4	14
13	но и	10	14
14	и не	11	14
15	но в	5	14
16	в этом	27	12
17	в их	3	11
18	в том	28	11
19	в области	6	11
20	так и	6	10
21	прежде всего	2	9
22	все более	2	9
23	не может	19	9
24	в себе	4	9
25	только в	18	9
26	так же	15	9
27	к тому	10	8
28	было бы	9	8
29	в своей	2	8
30	как и	6	7
31	по своему	2	7
32	того что	24	7
33	с другой	2	7
34	так как	10	7
35	с этой	2	6
36	том что	19	6
37	может быть	13	6
38	для того	8	6
39	на то	4	6
40	как бы	11	6
41	то что	28	6
42	во всех	4	6
43	того чтобы	10	6
44	и на	5	6
45	же как	6	5
46	в частности	4	5
47	не в	4	5
48	но не	10	5
49	но если	4	5
50	как мы	10	5
51	в той	4	5
52	тем самым	8	5
53	и по	3	5
54	от этого	3	5
55	независимо от	3	4
56	именно в	4	4
57	вопрос о	5	4
58	можно сказать	6	4
59	чем в	2	4
60	несмотря на	2	4
61	в самом	8	4
62	то в	5	4
63	в процессе	9	4
64	по себе	3	4
65	для нас	2	4
66	не на	2	4
67	мы не	6	4
68	не имеет	6	4
69	лежат в	2	4
70	сказать что	13	4
71	как это	3	4
72	и к	6	3
73	с более	2	3
74	в сфере	12	3
75	этом отношении	3	3
76	но на	2	3
77	с тем	5	3
78	никогда не	8	3
79	в них	3	3
80	вообще не	6	3
81	и от	2	3
82	с другом	5	3
83	этом смысле	2	3
84	мы видели	8	3
85	представляет собой	3	3
86	мы можем	9	3
87	очевидно что	3	3
88	того же	7	3
89	связано с	3	3
90	различия в	2	3
91	друг с	5	3
92	известной степени	2	3
93	из них	2	3
94	и тем	5	3
95	что и	4	3
96	во второй	2	3
97	когда он	2	3
98	ее в	2	3
99	как в	3	3
100	и только	3	3
101	как на	3	3
102	можно было	7	3
103	не из	2	3
104	в которых	2	3
105	потому что	22	3
106	в психологии	3	3
107	тем что	8	3
108	в данном	2	3
109	этот факт	2	3
110	там где	7	3
111	что все	5	2
112	он сам	2	2
113	не могут	5	2
114	и более	2	2
115	а не	3	2
116	в этих	2	2
117	в случае	3	2
118	сравнению с	14	2
119	по сравнению	15	2
120	во втором	3	2
121	с этим	4	2
122	и все	5	2
123	в одном	2	2
124	именно потому	2	2
125	совершенно очевидно	3	2
126	из того	5	2
127	что на	4	2
128	только те	3	2
129	и того	4	2
130	и как	6	2
131	в силу	17	2
132	отношений между	10	2
133	есть в	3	2
134	что если	2	2
135	но как	3	2
136	между ними	7	2
137	в сферу	3	2
138	она не	2	2
139	имеет место	2	2
140	эти последние	2	2
141	нас к	4	2
142	он не	7	2
143	в его	3	2
144	мог бы	3	2
145	в котором	2	2
146	только к	3	2
147	в развитии	24	2
148	сказывается в	2	2
149	вместе с	7	2
150	иначе говоря	3	2
151	целый ряд	4	2
152	а в	2	2
153	таким образом	18	2
154	если бы	7	2
155	и других	7	2
156	но с	2	2
157	заключается в	7	2
158	и что	6	2
159	в значительной	2	2
160	и наконец	2	2
161	на этот	4	2
162	другой стороны	2	2
163	в других	2	2
164	с другими	2	2
165	на основе	4	2
166	мы видим	7	2
167	в другой	3	2
168	в своих	3	2
169	этот вопрос	3	2
170	хотя и	3	2
171	могут быть	5	2
172	в этой	5	2
173	и то	4	2
174	по своей	3	2
175	мы должны	3	2
176	бы совершенно	2	2
177	как оно	3	2
178	между собой	9	2
179	бы в	3	2
180	тогда когда	6	2
